Product.Code,Labeler.Code,Substance.Name,Strength,DEA.Schedule,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed
0022,00185,ORPHENADRINE CITRATE,100,Not Control,34704978.75,34088544.78,616433.97
0023,52343,SIMVASTATIN,20,Not Control,20334985.22,19161076.27,1173908.95
0024,00597,IPRATROPIUM BROMIDE; ALBUTEROL SULFATE,20; 120,Not Control,293988489.04,290857320.16,3131168.88
0025,NA,NA,NA,NA,36013993.76,32978660.09,3035333.67
0026,00093,ENALAPRIL MALEATE,2.5,Not Control,22793050.61,22436174.79,356875.82
0027,49884,HYDRALAZINE HYDROCHLORIDE,25,Not Control,18238686.03,17768229.87,470456.16
0028,00378,NADOLOL,20,Not Control,24662427.54,21909237.35,2753190.19
0029,00093,ENALAPRIL MALEATE,20,Not Control,10909358.83,10689898.88,219459.95
0030,17478,FENTANYL CITRATE,50,CII,371331376.35,309202347.63,62129028.72
0031,13107,MIRTAZAPINE,15,Not Control,19166017.8,18498098.17,667919.63
0032,00006,IVERMECTIN,3,Not Control,32248505.42,28074024.66,4174480.76
0033,60505,PENTOXIFYLLINE,400,Not Control,28303702.45,26450169.92,1853532.53
0034,00185,TIZANIDINE HYDROCHLORIDE,2,Not Control,4713219.34,4593986.01,119233.33
0035,NA,NA,NA,NA,19931272.97,19268583.46,662689.51
0036,13668,RISPERIDONE,0.5,Not Control,9666713.12,8886700.31,780012.81
0037,60432,LACTULOSE,10,Not Control,9028750.35,8223597.6,805152.75
0038,00832,OXYBUTYNIN CHLORIDE,5,Not Control,120445623.82000001,115445584.98,5000038.84
0039,00093,LAMOTRIGINE,25,Not Control,29708937.61,28617069.86,1091867.75
0040,00168,BETAMETHASONE VALERATE,1,Not Control,260038738.97,243700254.77,16338484.2
0041,00245,POTASSIUM CHLORIDE,750,Not Control,33505897.35,31529015.84,1976881.51
0042,16714,ALLOPURINOL,300,Not Control,40977286.7,35714023.58,5263263.12
0043,NA,NA,NA,NA,22244561.44,20174789.24,2069772.2
0044,44087,INTERFERON BETA-1A,44,Not Control,160579319.38,158650134.02,1929185.36
0045,00054,IPRATROPIUM BROMIDE,21,Not Control,13350283.86,12989512.91,360770.95
0046,00054,IPRATROPIUM BROMIDE,42,Not Control,19503912.67,19190395.23,313517.44
0047,00009,METHYLPREDNISOLONE SODIUM SUCCINATE,125,Not Control,14492900.41,12840542.24,1652358.17
0048,00338,SODIUM CHLORIDE,900,Not Control,23143226.57,22861338.51,281888.06
0049,45802,TRIAMCINOLONE ACETONIDE,5,Not Control,139720820.82,110829505.28999999,28891315.53
0050,68382,MELOXICAM,7.5,Not Control,24710800.96,21818147.04,2892653.92
0051,00093,CARVEDILOL,3.125,Not Control,156256287.2,123657592.67,32598694.53
0052,65162,CITALOPRAM HYDROBROMIDE,10,Not Control,12309181.57,11843038.43,466143.14
0053,00093,BUSPIRONE HYDROCHLORIDE,5,Not Control,113845558.23,93476097.97,20369460.26
0054,00093,BUSPIRONE HYDROCHLORIDE,10,Not Control,21542256.79,20778128.86,764127.93
0055,45802,TRIAMCINOLONE ACETONIDE,1,Not Control,25746396.41,25272355.68,474040.73
0056,10702,OXYCODONE HYDROCHLORIDE,10,CII,47170165.71,44131906.37,3038259.34
0057,00245,POTASSIUM CHLORIDE,750,Not Control,22692459.8,21821095.9,871363.9
0058,00245,POTASSIUM CHLORIDE,1500,Not Control,40369432.26,39209499.54,1159932.72
0059,NA,NA,NA,NA,20274896.9,20006873.22,268023.68
0060,00168,FLUOCINOLONE ACETONIDE,0.25,Not Control,233839262.5,198813680.41,35025582.09
0061,NA,NA,NA,NA,194968748.52,172464920.69,22503827.83
0062,NA,NA,NA,NA,22177546.88,21807867.63,369679.25
0063,00185,CLONAZEPAM,0.5,CIV,21624789.32,21122278.830000002,502510.49
0064,00185,CLONAZEPAM,1,CIV,96292318.36,94715091.1,1577227.26
0065,00185,CLONAZEPAM,2,CIV,60974133.25,59798007.88,1176125.37
0066,59762,ALPRAZOLAM,2,CIV,4073098.41,3966668.21,106430.2
0067,68382,SIMVASTATIN,20,Not Control,3553740.96,3455681.48,98059.48
0068,13107,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,1.25; 1.25; 1.25; 1.25,CII,4765306.31,4612718.01,152588.3
0069,00378,INDAPAMIDE,1.25,Not Control,716065.55,692032,24033.55
0070,17478,ERYTHROMYCIN,5,Not Control,81346905.95,80103979.03,1242926.92
0071,00245,POTASSIUM CITRATE,10,Not Control,32349197.58,31881841.85,467355.73
0072,00185,LOVASTATIN,20,Not Control,8805452.24,8605673.59,199778.65
0073,00093,ZOLPIDEM TARTRATE,5,CIV,64995259.91,63837433.19,1157826.72
0074,00093,ZOLPIDEM TARTRATE,10,CIV,97732961.71,94896037.08,2836924.63
0075,00597,TIOTROPIUM BROMIDE MONOHYDRATE,18,Not Control,771981795.44,764277238.79,7704556.65
0076,NA,NA,NA,NA,46410782.45,43737951.39,2672831.06
0077,00054,TORSEMIDE,20,Not Control,23666457.36,22658772.48,1007684.88
0078,68382,FENOFIBRIC ACID,135,Not Control,4616524.11,4552133.22,64390.89
0079,13668,MONTELUKAST SODIUM,4,Not Control,18511429.07,18346813.68,164615.39
0080,00168,HYDROCORTISONE,25,Not Control,134485312.07,97199354.7,37285957.37
0081,00168,NYSTATIN; TRIAMCINOLONE ACETONIDE,100000; 1,Not Control,113001636.19,111470911.49,1530724.7
0082,00472,ACYCLOVIR,200,Not Control,39357775.55,30586653.86,8771121.69
0083,16714,HYDROXYZINE HYDROCHLORIDE,50,Not Control,17792696.41,17628031.19,164665.22
0084,00185,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,1.25; 1.25; 1.25; 1.25,CII,9320957.34,9116159.1,204798.24
0085,00338,DEXTROSE MONOHYDRATE; SODIUM CHLORIDE,5; 450,Not Control,10359385.25,9885796.2,473589.05
0086,51079,MIRTAZAPINE,15,Not Control,5800982.08,5536140.19,264841.89
0087,00597,IPRATROPIUM BROMIDE,17,Not Control,116522760.95,114202978.85,2319782.1
0088,00054,CALCIUM ACETATE,667,Not Control,34436579.55,30423432.77,4013146.78
0089,00095,DEXAMETHASONE,1.5,Not Control,9307772.11,9089163.96,218608.15
0090,00093,CARBAMAZEPINE,200,Not Control,21247100.65,20933871.36,313229.29
0091,NA,NA,NA,NA,7942139.44,7874793.08,67346.36
0092,13668,PRAMIPEXOLE DIHYDROCHLORIDE,0.25,Not Control,8878697.63,8614491.3,264206.33
0093,10631,TRIAMCINOLONE ACETONIDE,0.147,Not Control,16082751.74,15901985.77,180765.97
0094,60505,DOXAZOSIN MESYLATE,2,Not Control,22995933.66,21617052.04,1378881.62
0095,00456,ROFLUMILAST,500,Not Control,27200542.85,26831351.35,369191.5
0096,00555,CLONAZEPAM,0.5,CIV,4960221.62,4833326.48,126895.14
0097,00054,OXCARBAZEPINE,150,Not Control,5255424.27,5095663.42,159760.85
0098,00054,OXCARBAZEPINE,300,Not Control,55486188.95,54103518.410000004,1382670.54
0099,00054,OXCARBAZEPINE,600,Not Control,14062494.2,13814509.27,247984.93
0100,10572,POLYETHYLENE GLYCOL 3350; SODIUM SULFATE ANHYDROUS; SODIUM BICARBONATE; SODIUM CHLORIDE; POTASSIUM CHLORIDE,236; 22.74; 6.74; 5.86; 2.97,Not Control,580771124.67,549531547.02,31239577.65
0101,00185,LISINOPRIL,10,Not Control,1348355777.52,1323798504.85,24557272.67
0102,00185,LISINOPRIL,20,Not Control,452249014.77,432806293.26,19442721.51
0103,23155,METFORMIN HYDROCHLORIDE,850,Not Control,418292659.06,404447162.32,13845496.74
0104,00185,LISINOPRIL,40,Not Control,372607536.62,362195139.17,10412397.45
0105,23155,HYDROXYZINE HYDROCHLORIDE,10,Not Control,310086822.37,295585683.92,14501138.45
0106,23155,HYDROXYZINE HYDROCHLORIDE,25,Not Control,228367784.23,221354903.59,7012880.64
0107,23155,HYDROXYZINE HYDROCHLORIDE,50,Not Control,199793187.89,193329954.84,6463233.05
0108,50742,METOPROLOL TARTRATE,50,Not Control,7457285.79,7297745.37,159540.42
0109,00093,CARBAMAZEPINE,200,Not Control,37026538.27,35698168.28,1328369.99
0110,23155,PROPRANOLOL HYDROCHLORIDE,10,Not Control,130990877.44,117087276.97,13903600.47
0111,00185,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,2.5; 2.5; 2.5; 2.5,CII,160857498.16,152606046.44,8251451.72
0112,00006,SITAGLIPTIN PHOSPHATE,50,Not Control,128257958.27,126694058.87,1563899.4
0113,50192,DICLOFENAC POTASSIUM,1,Not Control,36784711.26,35989332.85,795378.41
0114,00054,VALACYCLOVIR HYDROCHLORIDE,500,Not Control,26798182.43,26107375.98,690806.45
0115,59746,PROCHLORPERAZINE MALEATE,10,Not Control,37024038.91,36408429.97,615608.9400000001
0116,10370,ZOLPIDEM TARTRATE,12.5,CIV,21989720.69,21599457.73,390262.96
0117,00054,ROPINIROLE HYDROCHLORIDE,0.5,Not Control,66854644.67,59162014.21,7692630.46
0118,00052,ASENAPINE MALEATE,5,Not Control,42385175.99,41144160.46,1241015.53
0119,00052,ASENAPINE MALEATE,10,Not Control,122992099.41,121245196.01,1746903.4
0120,53489,DOXYCYCLINE HYCLATE,100,Not Control,47484098.91,46622091.35,862007.56
0121,55111,ATORVASTATIN CALCIUM,10,Not Control,28705804.71,25947046.17,2758758.54
0122,00185,NITROFURANTOIN MONOHYDRATE; NITROFURANTOIN,75; 25,Not Control,61154515.36,59498162.13,1656353.23
0123,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,5; 325,CII,97783420.38,82212674.95,15570745.43
0124,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,7.5; 325,CII,50134369.05,47682883.06,2451485.99
0125,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,10; 325,CII,48229072.29,44276278.86,3952793.43
0126,55111,CIPROFLOXACIN HYDROCHLORIDE,250,Not Control,96850179.7,81014286.67999999,15835893.02
0127,00406,METHYLPHENIDATE HYDROCHLORIDE,27,CII,94740746.93,89974941.58,4765805.35
0128,55111,CIPROFLOXACIN HYDROCHLORIDE,750,Not Control,9232279.33,8896230.85,336048.48
0129,00574,CLINDAMYCIN PALMITATE HYDROCHLORIDE,75,Not Control,30866659.51,30269180.04,597479.47
0130,00185,BUMETANIDE,2,Not Control,135244798.91,131887330.06,3357468.85
0131,51079,AMITRIPTYLINE HYDROCHLORIDE,10,Not Control,11793676.84,11551339.85,242336.99
0132,00093,LAMOTRIGINE,25,Not Control,61555872.04,58123968.62,3431903.42
0133,13668,FELODIPINE,5,Not Control,6901806.96,6713222.39,188584.57
0134,00168,FLUOCINONIDE,0.5,Not Control,421609022.76,370916015.98,50693006.78
0135,00093,CARVEDILOL,6.25,Not Control,83063826.54,79229138.12,3834688.42
0136,00406,METHYLPHENIDATE HYDROCHLORIDE,36,CII,207867120,199267907.95,8599212.05
0137,00378,ALLOPURINOL,100,Not Control,42888634.72,38926478.16,3962156.56
0138,62756,GABAPENTIN,300,Not Control,36635147.4,35938391.54,696755.86
0139,64720,METHENAMINE HIPPURATE,1,Not Control,25991889.27,25416748.76,575140.51
0140,00597,LINAGLIPTIN,5,Not Control,163369481.31,161355081.41,2014399.9
0141,NA,NA,NA,NA,50303527.27,49551628.65,751898.62
0142,NA,NA,NA,NA,33376299.51,32716605.92,659693.59
0143,00378,INDOMETHACIN,25,Not Control,9830005.91,9582716.99,247288.92
0144,00185,AMIODARONE HYDROCHLORIDE,200,Not Control,63403427.82,57144284.37,6259143.45
0145,00185,NABUMETONE,500,Not Control,76100201.14,70515595.5,5584605.64
0146,00168,HYDROCORTISONE,25,Not Control,39870870.76,39284953.85,585916.91
0147,16729,QUETIAPINE FUMARATE,100,Not Control,21205543.26,20788960.69,416582.57
0148,65862,SUMATRIPTAN SUCCINATE,100,Not Control,39707914.44,36722916.06,2984998.38
0148,65862,SUMATRIPTAN SUCCINATE,100,Not Control,39707914.44,36722916.06,2984998.38
0149,00093,NAPROXEN,500,Not Control,25443663.58,24746812.37,696851.21
0150,00093,ACETAMINOPHEN; CODEINE PHOSPHATE,300; 30,CIII,141248620.53,138564517.64,2684102.89
0151,51248,SOLIFENACIN SUCCINATE,10,Not Control,76491379.24,74079149.45,2412229.79
0152,00185,LISINOPRIL; HYDROCHLOROTHIAZIDE,20; 12.5,Not Control,31433972.4,30588933.76,845038.64
0153,55111,ONDANSETRON HYDROCHLORIDE,4,Not Control,25526308.52,24767143.12,759165.4
0154,00406,METHYLPHENIDATE HYDROCHLORIDE,54,CII,99258053.78999999,94799885.32,4458168.47
0155,NA,NA,NA,NA,25573446.919999998,24942460.14,630986.78
0156,59762,ATORVASTATIN CALCIUM TRIHYDRATE,20,Not Control,32125970.54,31690686.47,435284.07
0157,59762,ATORVASTATIN CALCIUM TRIHYDRATE,40,Not Control,62148223.25,59262805.33,2885417.92
0158,55111,OMEPRAZOLE,20,Not Control,47644913.65,46587596.36,1057317.29
0159,00555,CHLORDIAZEPOXIDE HYDROCHLORIDE,25,CIV,11244814.82,11001802.26,243012.56
0160,16571,TRIHEXYPHENIDYL HYDROCHLORIDE,2,Not Control,20659623.75,20098724.47,560899.28
0161,16571,TRIHEXYPHENIDYL HYDROCHLORIDE,5,Not Control,7614383.04,7346238.08,268144.96
0162,00168,CLOBETASOL PROPIONATE,0.5,Not Control,22405435.24,19922542.580000002,2482892.66
0163,55111,OLANZAPINE,2.5,Not Control,18774607.53,17515062.77,1259544.76
0164,43598,OLANZAPINE,5,Not Control,6469231.96,6291555.14,177676.82
0165,43598,OLANZAPINE,7.5,Not Control,23679188.7,18525847.08,5153341.62
0166,00472,NYSTATIN,100000,Not Control,22741101.48,20916275.81,1824825.67
0167,55111,OLANZAPINE,15,Not Control,7736711.19,7590980.38,145730.81
0168,55111,OLANZAPINE,20,Not Control,14070145.7,13738439.37,331706.33
0169,00056,WARFARIN SODIUM,1,Not Control,13604442.1,13401171.379999999,203270.72
0170,00430,DARIFENACIN HYDROBROMIDE,7.5,Not Control,65299682.66,63632371.63,1667311.03
0171,00430,DARIFENACIN HYDROBROMIDE,15,Not Control,45898606.08,45025396.83,873209.25
0172,00056,WARFARIN SODIUM,5,Not Control,17833634.61,16389067.9,1444566.71
0173,00185,LISINOPRIL; HYDROCHLOROTHIAZIDE,20; 25,Not Control,12704106.27,12095376.53,608729.74
0174,00056,WARFARIN SODIUM,10,Not Control,2505760.81,2475127.1,30633.71
0175,59746,PREDNISONE,20,Not Control,81641812.71,80080398.3,1561414.41
0176,00054,BUPRENORPHINE HYDROCHLORIDE,2,CIII,14659935.4,14271393.36,388542.04
0177,00054,BUPRENORPHINE HYDROCHLORIDE,8,CIII,53055781.17,52083912.6,971868.57
0178,53746,METFORMIN HYDROCHLORIDE,500,Not Control,10317892.68,10031668.08,286224.6
0179,53746,METFORMIN HYDROCHLORIDE,750,Not Control,7288123.94,6881091.5200000005,407032.42
0180,55111,TIZANIDINE HYDROCHLORIDE,4,Not Control,33548049.92,32516969.67,1031080.25
0181,00245,DIVALPROEX SODIUM,250,Not Control,35783450.56,34693752.8,1089697.76
0182,00245,DIVALPROEX SODIUM,500,Not Control,21608844.39,21368232.82,240611.57
0183,16729,HYDROCHLOROTHIAZIDE,25,Not Control,53078199.86,52463973.83,614226.03
0184,62756,OXCARBAZEPINE,300,Not Control,11446944.76,11184179.61,262765.15
0185,62756,OXCARBAZEPINE,600,Not Control,20087878.21,19808381.27,279496.94
0186,00378,CLONIDINE HYDROCHLORIDE,0.2,Not Control,14660290.55,14241061.07,419229.48
0187,57664,OXYCODONE HYDROCHLORIDE,15,CII,9323564.02,9138257.46,185306.56
0188,NA,NA,NA,NA,11273216.26,10804424.86,468791.4
0189,00054,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE DIHYDRATE,8; 2,CIII,27861374.8,27002874.98,858499.8200000001
0190,NA,NA,NA,NA,573936751.18,510837533.82,63099217.36
0191,54092,MESALAMINE,500,Not Control,63411028.04,60476274.14,2934753.9
0192,50458,NORELGESTROMIN; ETHINYL ESTRADIOL,150; 35,Not Control,73053834.17,72525251.83,528582.34
0193,63402,ESZOPICLONE,3,CIV,34315970.47,33502830.35,813140.12
0194,00135,NICOTINE,21,Not Control,15781416.19,15256585.49,524830.7
0195,00135,NICOTINE,14,Not Control,4494511.6,4406178.64,88332.96
0196,55111,CLOPIDOGREL BISULFATE,75,Not Control,19902778.68,19540147.26,362631.42
0197,68001,ESCITALOPRAM OXALATE,20,Not Control,13240656.71,13065526.76,175129.95
0198,67877,AMLODIPINE BESYLATE,5,Not Control,6782902.4,6629528.79,153373.61
0199,00135,METHYLCELLULOSE (4000 MPA.S),500,Not Control,13026574.33,12824578.87,201995.46
0200,67253,PENICILLIN V POTASSIUM,250,Not Control,190216785.1,179408052.06,10808733.04
0201,00168,CLINDAMYCIN PHOSPHATE,10,Not Control,114022695.2,106179514.83,7843180.37
0202,00168,CLINDAMYCIN PHOSPHATE,10,Not Control,305657694.74,301355600.31,4302094.43
0203,00168,CLINDAMYCIN PHOSPHATE,10,Not Control,48820898.79,47994518.01,826380.78
0204,00168,LIDOCAINE,50,Not Control,473059004.69,466709360.68,6349644.01
0205,39822,PANCRELIPASE LIPASE; PANCRELIPASE PROTEASE; PANCRELIPASE AMYLASE,5000; 17000; 27000,Not Control,30204531.3,29411069.11,793462.19
0206,00113,NICOTINE,2,Not Control,493313419.19,459958437.18,33354982.009999998
0207,31722,CITALOPRAM HYDROBROMIDE,20,Not Control,72533027.14,72069408.89,463618.25
0208,00378,FUROSEMIDE,20,Not Control,21649839.55,21135910.34,513929.21
0209,31722,TERBINAFINE HYDROCHLORIDE,250,Not Control,52293669.86,50026855.7,2266814.16
0210,62175,MONTELUKAST SODIUM,10,Not Control,93451471.64,91749745.5,1701726.14
0211,00245,MIDODRINE HYDROCHLORIDE,2.5,Not Control,141350926.81,134913695.79,6437231.0200000005
0212,31722,SERTRALINE HYDROCHLORIDE,25,Not Control,64163725.38,63268858.14,894867.24
0213,00245,MIDODRINE HYDROCHLORIDE,10,Not Control,10638067.28,10289915.03,348152.25
0214,00378,HALOPERIDOL,2,Not Control,12956442.95,12583437.15,373005.8
0215,40085,PERMETHRIN,50,Not Control,28962244.06,28179809.55,782434.51
0216,00378,FUROSEMIDE,40,Not Control,6743124.22,6607596.06,135528.16
0217,67877,METFORMIN HYDROCHLORIDE,500,Not Control,17014522.71,16816752.85,197769.86
0218,16729,CLOPIDOGREL BISULFATE,75,Not Control,17980786.44,17604318.9,376467.54
0219,31722,BENZTROPINE MESYLATE,1,Not Control,72064632.44,70934367.28,1130265.16
0220,00054,QUETIAPINE FUMARATE,25,Not Control,14003724.66,13603618.29,400106.37
0221,00006,SITAGLIPTIN PHOSPHATE,25,Not Control,80640642.07,73530955.52,7109686.55
0222,00054,QUETIAPINE FUMARATE,200,Not Control,60623879.83,57902667.68,2721212.15
0223,00054,QUETIAPINE FUMARATE,300,Not Control,45068955.64,44488539.76,580415.88
0224,00054,LEVETIRACETAM,100,Not Control,47243853.12,46356560.9,887292.22
0225,31722,GEMFIBROZIL,600,Not Control,422591644.84,419734519.04,2857125.8
0226,16714,LOSARTAN POTASSIUM; HYDROCHLOROTHIAZIDE,50; 12.5,Not Control,4718348.5,4643878.76,74469.74
0227,00006,RALTEGRAVIR POTASSIUM,400,Not Control,486245942.67,484035300.67,2210642
0228,00378,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,198836231.01,197594081.53,1242149.48
0229,00054,QUETIAPINE FUMARATE,50,Not Control,19542217.99,19072885.12,469332.87
0230,00054,QUETIAPINE FUMARATE,400,Not Control,46597670.31,46132891.8,464778.51
0231,00378,ATENOLOL,50,Not Control,17242927.26,16916964.69,325962.57
0232,00378,FUROSEMIDE,80,Not Control,1810705.69,1765079.63,45626.06
0233,NA,NA,NA,NA,11055022.23,10860794.62,194227.61
0234,68001,DESMOPRESSIN ACETATE,0.2,Not Control,16073242.81,15505915.459999999,567327.35
0235,00054,MORPHINE SULFATE,15,CII,14768366.61,14491742.84,276623.77
0236,00054,MORPHINE SULFATE,30,CII,4137141.17,4066567.59,70573.58
0237,00054,MORPHINE SULFATE,10,CII,6484804.86,5977090.77,507714.09
0238,31722,AMLODIPINE BESYLATE,5,Not Control,9455665.01,9125382.82,330282.19
0239,31722,AMLODIPINE BESYLATE,10,Not Control,13586681.54,12703320.32,883361.22
0240,00591,LORAZEPAM,0.5,CIV,61421996.269999996,59590030.74,1831965.53
0241,00591,LORAZEPAM,1,CIV,28827501.62,28037101.77,790399.85
0242,00069,FESOTERODINE FUMARATE,4,Not Control,81993973.87,81034114.99,959858.88
0243,43478,TRETINOIN,0.25,Not Control,192428843.14,190952029.76,1476813.3800000001
0244,00069,FESOTERODINE FUMARATE,8,Not Control,23050290.23,22640803.11,409487.12
0245,59746,LAMOTRIGINE,25,Not Control,21148209.57,20588404.34,559805.23
0246,59746,LAMOTRIGINE,100,Not Control,19069428.59,18150157.07,919271.52
0247,23155,VENLAFAXINE HYDROCHLORIDE,37.5,Not Control,25769516.09,25377827.49,391688.6
0248,52544,NA,NA,Not Control,35880265.910000004,34973754.67,906511.24
0249,23155,VENLAFAXINE HYDROCHLORIDE,75,Not Control,41026586.77,40775210.67,251376.1
0250,24658,CIPROFLOXACIN HYDROCHLORIDE,500,Not Control,11531747.63,11206700.75,325046.88
0251,31722,ESCITALOPRAM OXALATE,20,Not Control,180655456.24,178662474.99,1992981.25
0252,60505,TIZANIDINE HYDROCHLORIDE,4,Not Control,22088325.29,21789354.49,298970.8
0253,00378,ACYCLOVIR,400,Not Control,37640737.8,36800928.77,839809.03
0254,43547,CARVEDILOL,3.125,Not Control,26932218.18,26226553.91,705664.27
0255,43547,CARVEDILOL,6.25,Not Control,8247817.07,8101696.69,146120.38
0256,43547,CARVEDILOL,12.5,Not Control,18013590.46,17559135.65,454454.81
0257,00378,HALOPERIDOL,1,Not Control,94745415.19,91155466.23,3589948.96
0258,00168,CLOTRIMAZOLE; BETAMETHASONE DIPROPIONATE,10; .5,Not Control,29389343.51,28906436.73,482906.78
0259,00054,MONTELUKAST SODIUM,10,Not Control,62485306.34,60662334.63,1822971.71
0260,00065,TRAVOPROST,0.04,Not Control,63240310.76,61084974.88,2155335.88
0261,00004,MYCOPHENOLATE MOFETIL,200,Not Control,39954773.23,37345617.54,2609155.69
0262,62175,NIFEDIPINE,90,Not Control,12223635.37,11994014.76,229620.61
0263,45802,CLINDAMYCIN PHOSPHATE,10,Not Control,5899894.6,5776174.46,123720.14
0264,00093,FLUOCINONIDE,0.5,Not Control,30726822.52,30414944.41,311878.11
0265,00054,HYDROMORPHONE HYDROCHLORIDE,8,CII,5854944.67,5768803.94,86140.73
0266,43547,GABAPENTIN,300,Not Control,3971904,3878653.1,93250.9
0267,50383,CLOBETASOL PROPIONATE,0.5,Not Control,41404104.06,37990531.1,3413572.96
0268,43547,ROPINIROLE HYDROCHLORIDE,0.25,Not Control,29063868.46,28708576.19,355292.27
0269,43547,ROPINIROLE HYDROCHLORIDE,0.5,Not Control,106363831.89,104096450.11,2267381.78
0270,31722,QUINAPRIL HYDROCHLORIDE,40,Not Control,18890950.61,18331652.07,559298.54
0271,00065,OLOPATADINE HYDROCHLORIDE,1,Not Control,121108819.23,119387793.96,1721025.27
0272,00065,OLOPATADINE HYDROCHLORIDE,2,Not Control,319809183.29,314581470.52,5227712.77
0273,00052,ETONOGESTREL; ETHINYL ESTRADIOL,.12; .015,Not Control,175924498.12,174447080.43,1477417.69
0274,00052,ETONOGESTREL,68,Not Control,185395267.37,184180928.9,1214338.47
0275,43547,DONEPEZIL HYDROCHLORIDE,5,Not Control,68751448.84,68219469.02,531979.82
0276,43547,DONEPEZIL HYDROCHLORIDE,10,Not Control,16884523.46,16431409.92,453113.54
0277,00006,SITAGLIPTIN PHOSPHATE,100,Not Control,407801831.13,404117396.24,3684434.89
0278,31722,TOPIRAMATE,25,Not Control,24752852.61,24361386.95,391465.66
0279,31722,TOPIRAMATE,50,Not Control,102009769.33,101711571.52,298197.81
0280,31722,TOPIRAMATE,100,Not Control,82824370.28,80127532.24,2696838.04
0281,00310,QUETIAPINE FUMARATE,150,Not Control,111252408.7,109204276.61,2048132.09
0282,00310,QUETIAPINE FUMARATE,200,Not Control,111368847.24,108712780.95,2656066.29
0283,00310,QUETIAPINE FUMARATE,300,Not Control,361088992.37,351161611.99,9927380.38
0284,00310,QUETIAPINE FUMARATE,400,Not Control,319011756.9,314304426.64,4707330.26
0285,63739,DILTIAZEM HYDROCHLORIDE,240,Not Control,3066268.59,2920051.39,146217.2
0285,63739,DILTIAZEM HYDROCHLORIDE,240,Not Control,3066268.59,2920051.39,146217.2
0286,50383,LEVOFLOXACIN,25,Not Control,26753478.45,25417103.2,1336375.25
0287,NA,NA,NA,NA,17322041.26,17260341.4,61699.86
0288,00054,MONTELUKAST SODIUM,4,Not Control,9921618.49,9825224.33,96394.16
0289,00054,MONTELUKAST SODIUM,5,Not Control,18067281.27,17857341.32,209939.95
0290,24208,TOBRAMYCIN,3,Not Control,8445270.02,8332309.9,112960.12
0291,23155,RANITIDINE HYDROCHLORIDE,15,Not Control,6218338.53,6146826.36,71512.17
