Product.Code,Prescriptions,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed,Product.Name,DEA.Schedule
0034,288295,4713219.34,4593986.01,119233.33,TIZANIDINE,Not Control
0035,770786,19931272.97,19268583.46,662689.51,KLOR-CON,Not Control
0036,383378,9666713.12,8886700.31,780012.81,RISPERIDON,Not Control
0037,297453,9028750.35,8223597.6,805152.75,LACTULOSE,Not Control
0038,671794,120445623.82000001,115445584.98,5000038.84,OXYBUTYNIN,Not Control
0039,507797,29708937.61,28617069.86,1091867.75,LAMOTRIGIN,Not Control
0040,1002943,260038738.97,243700254.77,16338484.2,BETAMETHAS,Not Control
0041,1160092,33505897.35,31529015.84,1976881.51,KLOR-CON 1,Not Control
0042,1903574,40977286.7,35714023.58,5263263.12,ALLOPURINO,Not Control
0043,142473,22244561.44,20174789.24,2069772.2,NUTROPIN A,Not Control
0044,1595870,160579319.38,158650134.02,1929185.36,REBIF,Not Control
0045,616911,13350283.86,12989512.91,360770.95,IPRATROPIU,Not Control
0046,262789,19503912.67,19190395.23,313517.44,IPRATROPIU,Not Control
0047,1558832,14492900.41,12840542.24,1652358.17,SOLU-MEDRO,Not Control
0048,808671,23143226.57,22861338.51,281888.06,SODIUM CHL,Not Control
0049,1131631,139720820.82,110829505.28999999,28891315.53,TRIAMCINOL,Not Control
0050,598920,24710800.96,21818147.04,2892653.92,MELOXICAM,Not Control
0051,1598649,156256287.2,123657592.67,32598694.53,CARVEDILOL,Not Control
0052,1355176,12309181.57,11843038.43,466143.14,CITALOPRAM,Not Control
0053,2636722,113845558.23,93476097.97,20369460.26,BUSPIRONE,Not Control
0054,2254501,21542256.79,20778128.86,764127.93,BUSPIRONE,Not Control
0055,1366201,25746396.41,25272355.68,474040.73,TRIAMCINOL,Not Control
0056,1270251,47170165.71,44131906.37,3038259.34,OXYCODONE,Not Control
0057,714682,22692459.8,21821095.9,871363.9,KLOR-CON M,Not Control
0058,3304404,40369432.26,39209499.54,1159932.72,KLOR-CON M,Not Control
0059,788591,20274896.9,20006873.22,268023.68,DIPHENHYDR,Not Control
0060,545419,233839262.5,198813680.41,35025582.09,FLUOCINOLO,Not Control
0061,224682,194968748.52,172464920.69,22503827.83,METOCLOPRO,Not Control
0062,343549,22177546.88,21807867.63,369679.25,METOCLOPRA,Not Control
0063,640502,21624789.32,21122278.830000002,502510.49,CLONAZEPAM,Not Control
0064,1482063,96292318.36,94715091.1,1577227.26,CLONAZEPAM,Not Control
0065,3348433,60974133.25,59798007.88,1176125.37,CLONAZEPAM,Not Control
0066,206747,4073098.41,3966668.21,106430.2,ALPRAZOLAM,CIV
0067,451953,3553740.96,3455681.48,98059.48,SIMVASTATI,Not Control
0068,349751,4765306.31,4612718.01,152588.3,DEXTROAMPH,Not Control
0069,57993,716065.55,692032,24033.55,INDAPAMIDE,Not Control
0070,695999,81346905.95,80103979.03,1242926.92,ERYTHROMYC,Not Control
0071,1016245,32349197.58,31881841.85,467355.73,POTASSIUM,Not Control
0072,445586,8805452.24,8605673.59,199778.65,LOVASTATIN,Not Control
0073,647556,64995259.91,63837433.19,1157826.72,ZOLPIDEM T,Not Control
0074,1376966,97732961.71,94896037.08,2836924.63,ZOLPIDEM T,Not Control
0075,2625949,771981795.44,764277238.79,7704556.65,SPIRIVA,Not Control
0076,123210,46410782.45,43737951.39,2672831.06,DULOXETINE,Not Control
0077,378513,23666457.36,22658772.48,1007684.88,TORSEMIDE,Not Control
0078,51112,4616524.11,4552133.22,64390.89,FENOFIBRIC,Not Control
0079,966306,18511429.07,18346813.68,164615.39,MONTELUKAS,Not Control
0080,1724322,134485312.07,97199354.7,37285957.37,HYDROCORTI,Not Control
0081,797225,113001636.19,111470911.49,1530724.7,NYSTATIN-T,Not Control
0082,491416,39357775.55,30586653.86,8771121.69,ACYCLOVIR,Not Control
0083,652546,17792696.41,17628031.19,164665.22,HYDROXYZIN,Not Control
0084,218586,9320957.34,9116159.1,204798.24,AMPHETAMIN,Not Control
0085,84314,10359385.25,9885796.2,473589.05,DEXTROSE 5,Not Control
0086,33313,5800982.08,5536140.19,264841.89,MIRTAZAPIN,Not Control
0087,714101,116522760.95,114202978.85,2319782.1,ATROVENT H,Not Control
0088,150310,34436579.55,30423432.77,4013146.78,CALCIUM AC,Not Control
0089,168009,9307772.11,9089163.96,218608.15,DEXPAK 6 D,Not Control
0090,369985,21247100.65,20933871.36,313229.29,EPITOL,Not Control
0091,65607,7942139.44,7874793.08,67346.36,VINBLASTIN,Not Control
0092,196018,8878697.63,8614491.3,264206.33,PRAMIPEXOL,Not Control
0093,281920,16082751.74,15901985.77,180765.97,KENALOG,Not Control
0094,236844,22995933.66,21617052.04,1378881.62,DOXAZOSIN,Not Control
0095,260591,27200542.85,26831351.35,369191.5,DALIRESP,Not Control
0096,142825,4960221.62,4833326.48,126895.14,CLONAZEPAM,Not Control
0097,510931,5255424.27,5095663.42,159760.85,OXCARBAZEP,Not Control
0098,957793,55486188.95,54103518.410000004,1382670.54,OXCARBAZEP,Not Control
0099,631741,14062494.2,13814509.27,247984.93,OXCARBAZEP,Not Control
0100,499331,580771124.67,549531547.02,31239577.65,PEG-3350 A,Not Control
0101,4597889,1348355777.52,1323798504.85,24557272.67,LISINOPRIL,Not Control
0102,8123479,452249014.77,432806293.26,19442721.51,LISINOPRIL,Not Control
0103,4172061,418292659.06,404447162.32,13845496.74,METFORMIN,Not Control
0104,4295953,372607536.62,362195139.17,10412397.45,LISINOPRIL,Not Control
0105,3080363,310086822.37,295585683.92,14501138.45,HYDROXYZIN,Not Control
0106,2318335,228367784.23,221354903.59,7012880.64,HYDROXYZIN,Not Control
0107,1631746,199793187.89,193329954.84,6463233.05,HYDROXYZIN,Not Control
0108,656104,7457285.79,7297745.37,159540.42,METOPROLOL,Not Control
0109,3100422,37026538.27,35698168.28,1328369.99,CARBAMAZEP,Not Control
0110,1030553,130990877.44,117087276.97,13903600.47,PROPRANOLO,Not Control
0111,1649340,160857498.16,152606046.44,8251451.72,AMPHETAMIN,Not Control
0112,2361227,128257958.27,126694058.87,1563899.4,JANUVIA,Not Control
0113,1483245,36784711.26,35989332.85,795378.41,CAMBIA,Not Control
0114,1098210,26798182.43,26107375.98,690806.45,VALACYCLOV,Not Control
0115,1228264,37024038.91,36408429.97,615608.9400000001,PROCHLORPE,Not Control
0116,972736,21989720.69,21599457.73,390262.96,ZOLPIDEM T,Not Control
0117,1299497,66854644.67,59162014.21,7692630.46,ROPINIROLE,Not Control
0118,2566321,42385175.99,41144160.46,1241015.53,SAPHRIS,Not Control
0119,1435981,122992099.41,121245196.01,1746903.4,SAPHRIS,Not Control
0120,649578,47484098.91,46622091.35,862007.56,DOXYCYCLIN,Not Control
0121,1539124,28705804.71,25947046.17,2758758.54,ATORVASTAT,Not Control
0122,4794890,61154515.36,59498162.13,1656353.23,NITROFURAN,Not Control
0123,3214005,97783420.38,82212674.95,15570745.43,HYDROCODON,Not Control
0124,2127002,50134369.05,47682883.06,2451485.99,HYDROCODON,Not Control
0125,1427479,48229072.29,44276278.86,3952793.43,HYDROCODON,Not Control
0126,2841247,96850179.7,81014286.67999999,15835893.02,CIPROFLOXA,Not Control
0127,2323414,94740746.93,89974941.58,4765805.35,METHYLPHEN,Not Control
0128,1564044,9232279.33,8896230.85,336048.48,CIPROFLOXA,Not Control
0129,439022,30866659.51,30269180.04,597479.47,CLINDAMYCI,Not Control
0130,1247298,135244798.91,131887330.06,3357468.85,BUMETANIDE,Not Control
0131,352567,11793676.84,11551339.85,242336.99,AMITRIPTYL,Not Control
0132,1238765,61555872.04,58123968.62,3431903.42,LAMOTRIGIN,Not Control
0133,366042,6901806.96,6713222.39,188584.57,FELODIPINE,Not Control
0134,298305,421609022.76,370916015.98,50693006.78,FLUOCINONI,Not Control
0135,2764980,83063826.54,79229138.12,3834688.42,CARVEDILOL,Not Control
0136,5419925,207867120,199267907.95,8599212.05,METHYLPHEN,Not Control
0137,1435812,42888634.72,38926478.16,3962156.56,ALLOPURINO,Not Control
0138,1292349,36635147.4,35938391.54,696755.86,GABAPENTIN,Not Control
0139,1012077,25991889.27,25416748.76,575140.51,METHENAMIN,Not Control
0140,1523714,163369481.31,161355081.41,2014399.9,TRADJENTA,Not Control
0141,2102155,50303527.27,49551628.65,751898.62,CITALOPRAM,Not Control
0142,1559255,33376299.51,32716605.92,659693.59,CITALOPRAM,Not Control
0143,570609,9830005.91,9582716.99,247288.92,INDOMETHAC,Not Control
0144,1188563,63403427.82,57144284.37,6259143.45,AMIODARONE,Not Control
0145,818740,76100201.14,70515595.5,5584605.64,NABUMETONE,Not Control
0146,2868030,39870870.76,39284953.85,585916.91,HYDROCORTI,Not Control
0147,1320466,21205543.26,20788960.69,416582.57,QUETIAPINE,Not Control
0148,861036,39707914.44,36722916.06,2984998.38,SUMATRIPTA,Not Control
0149,1916259,25443663.58,24746812.37,696851.21,NAPROXEN,Not Control
0150,5315682,141248620.53,138564517.64,2684102.89,ACETAMINOP,Not Control
0151,613665,76491379.24,74079149.45,2412229.79,VESICARE,Not Control
0152,1658882,31433972.4,30588933.76,845038.64,LISINOPRIL,Not Control
0153,909845,25526308.52,24767143.12,759165.4,ONDANSETRO,Not Control
0154,1056818,99258053.78999999,94799885.32,4458168.47,METHYLPHEN,Not Control
0155,838963,25573446.919999998,24942460.14,630986.78,TOPIRAMATE,Not Control
0156,663984,32125970.54,31690686.47,435284.07,ATORVASTAT,Not Control
0157,3402254,62148223.25,59262805.33,2885417.92,ATORVASTAT,Not Control
0158,3698062,47644913.65,46587596.36,1057317.29,OMEPRAZOLE,Not Control
0159,752873,11244814.82,11001802.26,243012.56,CHLORDIAZE,Not Control
0160,502076,20659623.75,20098724.47,560899.28,TRIHEXYPHE,Not Control
0161,220141,7614383.04,7346238.08,268144.96,TRIHEXYPHE,Not Control
0162,579860,22405435.24,19922542.580000002,2482892.66,CLOBETASOL,Not Control
0163,394113,18774607.53,17515062.77,1259544.76,OLANZAPINE,Not Control
0164,270351,6469231.96,6291555.14,177676.82,OLANZAPINE,Not Control
0165,1095470,23679188.7,18525847.08,5153341.62,OLANZAPINE,Not Control
0166,726896,22741101.48,20916275.81,1824825.67,NYSTATIN,Not Control
0167,453808,7736711.19,7590980.38,145730.81,OLANZAPINE,Not Control
0168,316918,14070145.7,13738439.37,331706.33,OLANZAPINE,Not Control
0169,1088166,13604442.1,13401171.379999999,203270.72,COUMADIN,Not Control
0170,1207376,65299682.66,63632371.63,1667311.03,ENABLEX,Not Control
0171,499775,45898606.08,45025396.83,873209.25,ENABLEX,Not Control
0172,353493,17833634.61,16389067.9,1444566.71,COUMADIN,Not Control
0173,824121,12704106.27,12095376.53,608729.74,LISINOPRIL,Not Control
0174,70680,2505760.81,2475127.1,30633.71,COUMADIN,Not Control
0175,852206,81641812.71,80080398.3,1561414.41,PREDNISONE,Not Control
0176,289949,14659935.4,14271393.36,388542.04,BUPRENORPH,Not Control
0177,2124987,53055781.17,52083912.6,971868.57,BUPRENORPH,Not Control
0178,860610,10317892.68,10031668.08,286224.6,METFORMIN,Not Control
0179,388620,7288123.94,6881091.5200000005,407032.42,METFORMIN,Not Control
0180,1372800,33548049.92,32516969.67,1031080.25,TIZANIDINE,Not Control
0181,2011464,35783450.56,34693752.8,1089697.76,DIVALPROEX,Not Control
0182,617868,21608844.39,21368232.82,240611.57,DIVALPROEX,Not Control
0183,1488921,53078199.86,52463973.83,614226.03,HYDROCHLOR,Not Control
0184,371500,11446944.76,11184179.61,262765.15,OXCARBAZEP,Not Control
0185,551979,20087878.21,19808381.27,279496.94,OXCARBAZEP,Not Control
0186,785352,14660290.55,14241061.07,419229.48,CLONIDINE,Not Control
0187,184865,9323564.02,9138257.46,185306.56,OXYCODONE,Not Control
0188,492308,11273216.26,10804424.86,468791.4,METHYLPRED,Not Control
0189,659801,27861374.8,27002874.98,858499.8200000001,BUPRENORPH,Not Control
0190,4490211,573936751.18,510837533.82,63099217.36,LIDOCAINE-,Not Control
0191,360312,63411028.04,60476274.14,2934753.9,PENTASA,Not Control
0192,825551,73053834.17,72525251.83,528582.34,ORTHO EVRA,Not Control
0193,965066,34315970.47,33502830.35,813140.12,LUNESTA,Not Control
0194,1658490,15781416.19,15256585.49,524830.7,NICODERM C,Not Control
0195,241523,4494511.6,4406178.64,88332.96,NICODERM C,Not Control
0196,1159565,19902778.68,19540147.26,362631.42,CLOPIDOGRE,Not Control
0197,796972,13240656.71,13065526.76,175129.95,ESCITALOPR,Not Control
0198,674143,6782902.4,6629528.79,153373.61,AMLODIPINE,Not Control
0199,1285095,13026574.33,12824578.87,201995.46,CITRUCEL,Not Control
0200,3071427,190216785.1,179408052.06,10808733.04,PENICILLIN,Not Control
0201,1768742,114022695.2,106179514.83,7843180.37,CLINDAMYCI,Not Control
0202,2957603,305657694.74,301355600.31,4302094.43,CLINDAMYCI,Not Control
0203,2268944,48820898.79,47994518.01,826380.78,CLINDAMYCI,Not Control
0204,3253148,473059004.69,466709360.68,6349644.01,LIDOCAINE,Not Control
0205,314068,30204531.3,29411069.11,793462.19,PANCRELIPA,Not Control
0206,844261,493313419.19,459958437.18,33354982.009999998,NICOTINE G,Not Control
0207,2477552,72533027.14,72069408.89,463618.25,CITALOPRAM,Not Control
0208,1510927,21649839.55,21135910.34,513929.21,FUROSEMIDE,Not Control
0209,1190039,52293669.86,50026855.7,2266814.16,TERBINAFIN,Not Control
0210,729818,93451471.64,91749745.5,1701726.14,MONTELUKAS,Not Control
0211,857284,141350926.81,134913695.79,6437231.0200000005,MIDODRINE,Not Control
0212,3143575,64163725.38,63268858.14,894867.24,SERTRALINE,Not Control
0213,1198369,10638067.28,10289915.03,348152.25,MIDODRINE,Not Control
0214,1416934,12956442.95,12583437.15,373005.8,HALOPERIDO,Not Control
0215,455869,28962244.06,28179809.55,782434.51,PERMETHRIN,Not Control
0216,751013,6743124.22,6607596.06,135528.16,FUROSEMIDE,Not Control
0217,727027,17014522.71,16816752.85,197769.86,METFORMIN,Not Control
0218,1127819,17980786.44,17604318.9,376467.54,CLOPIDOGRE,Not Control
0219,1002872,72064632.44,70934367.28,1130265.16,BENZTROPIN,Not Control
0220,713342,14003724.66,13603618.29,400106.37,QUETIAPINE,Not Control
0221,2116507,80640642.07,73530955.52,7109686.55,JANUVIA,Not Control
0222,3293306,60623879.83,57902667.68,2721212.15,QUETIAPINE,Not Control
0223,1654062,45068955.64,44488539.76,580415.88,QUETIAPINE,Not Control
0224,632999,47243853.12,46356560.9,887292.22,LEVETIRACE,Not Control
0225,1219566,422591644.84,419734519.04,2857125.8,GEMFIBROZI,Not Control
0226,166104,4718348.5,4643878.76,74469.74,LOSARTAN H,Not Control
0227,948414,486245942.67,484035300.67,2210642,ISENTRESS,Not Control
0228,703524,198836231.01,197594081.53,1242149.48,PIOGLITAZO,Not Control
0229,396911,19542217.99,19072885.12,469332.87,QUETIAPINE,Not Control
0230,780275,46597670.31,46132891.8,464778.51,QUETIAPINE,Not Control
0231,558859,17242927.26,16916964.69,325962.57,ATENOLOL,Not Control
0232,101163,1810705.69,1765079.63,45626.06,FUROSEMIDE,Not Control
0233,511653,11055022.23,10860794.62,194227.61,ONDANSETRO,Not Control
0234,89498,16073242.81,15505915.459999999,567327.35,DESMOPRESS,Not Control
0235,642395,14768366.61,14491742.84,276623.77,MORPHINE S,Not Control
0236,151472,4137141.17,4066567.59,70573.58,MORPHINE S,Not Control
0237,474411,6484804.86,5977090.77,507714.09,MORPHINE S,Not Control
0238,1185606,9455665.01,9125382.82,330282.19,AMLODIPINE,Not Control
0239,1659691,13586681.54,12703320.32,883361.22,AMLODIPINE,Not Control
0240,1631743,61421996.269999996,59590030.74,1831965.53,LORAZEPAM,Not Control
0241,1666021,28827501.62,28037101.77,790399.85,LORAZEPAM,Not Control
0242,1113609,81993973.87,81034114.99,959858.88,TOVIAZ,Not Control
0243,334781,192428843.14,190952029.76,1476813.3800000001,TRETINOIN,Not Control
0244,251285,23050290.23,22640803.11,409487.12,TOVIAZ,Not Control
0245,574119,21148209.57,20588404.34,559805.23,LAMOTRIGIN,Not Control
0246,620552,19069428.59,18150157.07,919271.52,LAMOTRIGIN,Not Control
0247,1713604,25769516.09,25377827.49,391688.6,VENLAFAXIN,Not Control
0248,2538099,35880265.910000004,34973754.67,906511.24,TRINESSA,Not Control
0249,489059,41026586.77,40775210.67,251376.1,VENLAFAXIN,Not Control
0250,675134,11531747.63,11206700.75,325046.88,CIPROFLOXA,Not Control
0251,2486327,180655456.24,178662474.99,1992981.25,ESCITALOPR,Not Control
0252,709965,22088325.29,21789354.49,298970.8,TIZANIDINE,Not Control
0253,3676003,37640737.8,36800928.77,839809.03,ACYCLOVIR,Not Control
0254,849128,26932218.18,26226553.91,705664.27,CARVEDILOL,Not Control
0255,233414,8247817.07,8101696.69,146120.38,CARVEDILOL,Not Control
0256,263410,18013590.46,17559135.65,454454.81,CARVEDILOL,Not Control
0257,875916,94745415.19,91155466.23,3589948.96,HALOPERIDO,Not Control
0258,670320,29389343.51,28906436.73,482906.78,CLOTRIMAZO,Not Control
0259,1558959,62485306.34,60662334.63,1822971.71,MONTELUKAS,Not Control
0260,669845,63240310.76,61084974.88,2155335.88,TRAVATAN Z,Not Control
0261,139815,39954773.23,37345617.54,2609155.69,CELLCEPT O,Not Control
0262,279333,12223635.37,11994014.76,229620.61,NIFEDIPINE,Not Control
0263,471338,5899894.6,5776174.46,123720.14,CLINDAMYCI,Not Control
0264,1308285,30726822.52,30414944.41,311878.11,FLUOCINONI,Not Control
0265,75798,5854944.67,5768803.94,86140.73,HYDROMORPH,Not Control
0266,135947,3971904,3878653.1,93250.9,GABAPENTIN,Not Control
0267,582716,41404104.06,37990531.1,3413572.96,CLOBETASOL,Not Control
0268,764353,29063868.46,28708576.19,355292.27,ROPINIROLE,Not Control
0269,1343682,106363831.89,104096450.11,2267381.78,ROPINIROLE,Not Control
0270,347344,18890950.61,18331652.07,559298.54,QUINAPRIL,Not Control
0271,1763206,121108819.23,119387793.96,1721025.27,PATANOL,Not Control
0272,5247241,319809183.29,314581470.52,5227712.77,PATADAY,Not Control
0273,1406590,175924498.12,174447080.43,1477417.69,NUVARING,Not Control
0274,369662,185395267.37,184180928.9,1214338.47,NEXPLANON,Not Control
0275,644924,68751448.84,68219469.02,531979.82,DONEPEZIL,Not Control
0276,209832,16884523.46,16431409.92,453113.54,DONEPEZIL,Not Control
0277,1435940,407801831.13,404117396.24,3684434.89,JANUVIA,Not Control
0278,406873,24752852.61,24361386.95,391465.66,TOPIRAMATE,Not Control
0279,648406,102009769.33,101711571.52,298197.81,TOPIRAMATE,Not Control
0280,1474970,82824370.28,80127532.24,2696838.04,TOPIRAMATE,Not Control
0281,499382,111252408.7,109204276.61,2048132.09,SEROQUEL X,Not Control
0282,942551,111368847.24,108712780.95,2656066.29,SEROQUEL X,Not Control
0283,1495996,361088992.37,351161611.99,9927380.38,SEROQUEL X,Not Control
0284,761858,319011756.9,314304426.64,4707330.26,SEROQUEL X,Not Control
0285,38059,3066268.59,2920051.39,146217.2,DILTIAZEM,Not Control
0286,58472,26753478.45,25417103.2,1336375.25,LEVOFLOXAC,Not Control
0287,364419,17322041.26,17260341.4,61699.86,NEXT CHOIC,Not Control
0288,506793,9921618.49,9825224.33,96394.16,MONTELUKAS,Not Control
0289,883502,18067281.27,17857341.32,209939.95,MONTELUKAS,Not Control
0290,543665,8445270.02,8332309.9,112960.12,TOBRAMYCIN,Not Control
0291,355031,6218338.53,6146826.36,71512.17,RANITIDINE,Not Control
0292,689053,12232109.8,11990107.99,242001.81,AMILORIDE,Not Control
0293,1673810,32181842.35,29956129.25,2225713.1,OXCARBAZEP,Not Control
0294,1243185,30272400.76,29699771.35,572629.41,AMOX TR-PO,Not Control
0295,1357136,41922548.87,41230324.23,692224.64,TOBRAMYCIN,Not Control
0296,2989816,63008701.160000004,62053674.16,955027,HYDROXYCHL,Not Control
0297,317351,7381995.23,7240363.11,141632.12,AMOX TR-PO,Not Control
0298,40675,529885.89,513432.86,16453.03,AMOXICILLI,Not Control
0299,680022,11483440.64,11175887.04,307553.6,AMOXICILLI,Not Control
0300,324311,120044029.17,117444487.26,2599541.91,VIVITROL,Not Control
0301,841255,82462719.58,80464669.88,1998049.7,CHLORPROMA,Not Control
0302,1368602,162116938.17,158136142.33,3980795.84,ORA-SWEET-,Not Control
0303,1635178,256158209.65,250378401.07,5779808.58,ORA PLUS,Not Control
0304,624479,295277433.42,290102689.77,5174743.65,ORA SWEET,Not Control
0305,410886,21925201.02,20014171.04,1911029.98,DENTA 5000,Not Control
0306,531867,115847200.95,112909881.92,2937319.03,RISPERDAL,Not Control
0307,321711,67902927.76,66597654.76,1305273,RISPERDAL,Not Control
0308,826895,419400432.23,412349629.17,7050803.06,NITROFURAN,Not Control
0309,430342,20832920.48,20265587.22,567333.26,DESONIDE O,Not Control
0310,549081,88156336.88,85017752.76,3138584.12,PENNSAID,Not Control
0311,823509,90264632.36,84194720.16,6069912.2,LOPERAMIDE,Not Control
0312,1018562,214858425.66,207894282.38,6964143.28,METHYLPHEN,Not Control
0313,572153,123963511.67999999,115173043.17999999,8790468.5,IMIPRAMINE,Not Control
0314,577708,121856257.41,109514940.51,12341316.9,KETOROLAC,Not Control
0315,1266000,102600268.43,97584408.76,5015859.67,POLYMYXIN,Not Control
0316,69381,6651973.36,6595125.31,56848.05,LOMEDIA 24,Not Control
0317,253570,364424938.07,362129458.76,2295479.31,CIMETIDINE,Not Control
0318,260787,9682315.94,9600899.41,81416.53,PIOGLITAZO,Not Control
0319,2449706,16631386.32,15635113.4,996272.9199999999,TRAMADOL H,Not Control
0320,748057,51159377.35,46247689.86,4911687.49,TRIAMCINOL,Not Control
0321,577890,17124108.76,16731853.45,392255.31,GLIMEPIRID,Not Control
0322,368449,5671516.22,5560954.57,110561.65,CLONIDINE,Not Control
0323,432024,9300272.73,9162087.5,138185.23,HYDROXYZIN,Not Control
0324,167375,11481505.25,11364801.74,116703.51,VALACYCLOV,Not Control
0325,123658,128229545.04,127179134.43,1050410.61,VALACYCLOV,Not Control
0326,96212,7936677.37,7851602.38,85074.99,NALTREXONE,Not Control
0327,524390,19861601.13,19575907.919999998,285693.21,HALOPERIDO,Not Control
0328,118910,5528236.39,5393153.88,135082.51,HYDRALAZIN,Not Control
0329,67603,4691350.95,4506780.62,184570.33,SPIRONOLAC,Not Control
0330,381546,17880325.35,17363572.17,516753.18,PHENOBARBI,Not Control
0331,209929,11475963.33,11180684.39,295278.94,HYDROCORTI,Not Control
0332,363994,42464236.9,41635851.45,828385.45,PATANASE,Not Control
0333,661465,19968703.78,19589834.83,378868.95,METRONIDAZ,Not Control
0334,2170124,43769322.83,42945460.75,823862.08,HALOPERIDO,Not Control
0335,53769,1388960.8,1363336.71,25624.09,HALOPERIDO,Not Control
0336,30908,1141363.46,1128826.95,12536.51,TRIAM LOT,Not Control
0337,428675,31829546.11,30237625.74,1591920.37,HYDROCORTI,Not Control
0338,107725,1605135.03,1576349.64,28785.39,SILDENAFIL,Not Control
0339,250407,7985050.24,7137675.57,847374.67,NAPROXEN,Not Control
0340,289905,57666984.64,44601643.32,13065341.32,HYDROCODON,Not Control
0341,308842,25136030.49,20131231.85,5004798.64,CLONIDINE,Not Control
0342,629438,41902338.8,35721782.87,6180555.93,DESMOPRESS,Not Control
0343,354203,10797243.88,10450132.13,347111.75,CITALOPRAM,Not Control
0344,455075,15465385.52,15286721.48,178664.04,VIVELLE-DO,Not Control
0345,788254,5297847.46,5044255.06,253592.4,DIAZEPAM,Not Control
0346,341147,16060640.36,15530126.67,530513.69,VIVELLE-DO,Not Control
0347,376516,6519495.89,6358652.64,160843.25,HYDROCHLOR,Not Control
0348,94814,2249093.31,2218123.06,30970.25,TINIDAZOLE,Not Control
0349,302435,3257503.41,2982492.04,275011.37,HYDROCODON,Not Control
0350,241642,8952752.72,7917064.77,1035687.95,METHOTREXA,Not Control
0351,421011,4186416.39,4089998.84,96417.55,HALOPERIDO,Not Control
0352,1400973,10535650.9,10259221.56,276429.34,SERTRALINE,Not Control
0353,1640705,16407009.17,16002328.34,404680.83,NIFEDIPINE,Not Control
0354,177303,6618651.29,6460507.75,158143.54,BUPROPION,Not Control
0355,461385,8534632.35,8341087.63,193544.72,SENNA-DOCU,Not Control
0356,876159,6126880.66,5981685.89,145194.77,ONDANSETRO,Not Control
0357,1241086,134886121.24,129184400.04,5701721.2,TRILEPTAL,Not Control
0358,407395,31669984.51,30828203.06,841781.45,DIOVAN,Not Control
0359,356175,36877643.72,36213741.91,663901.81,DIOVAN,Not Control
0360,573205,42211623.23,41378973.39,832649.84,DIOVAN,Not Control
0361,3393571,31198591.77,30336402.6,862189.17,FOLIC ACID,Not Control
0362,290886,6768579.13,6510228.08,258351.05000000002,HYDROXYZIN,Not Control
0363,592752,34299327.54,32863418.31,1435909.23,RIZATRIPTA,Not Control
0364,10922,1262487.99,1256310.7,6177.29,ASPIRIN,Not Control
0365,3749198,120672784.94,119414645.03,1258139.91,HYDROCODON,Not Control
