Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
60758,0908,"POLYMYXIN B SULFATE, TRIMETHOPRIM SULFATE",10000; 1,,,120480,11996
00781,1071,METHAZOLAMIDE,50,,,1549039,23719
00093,1118,ETODOLAC,600,,,139768,2866
00264,7802,SODIUM CHLORIDE,0.45,,,20736175,5477
00185,0118,LABETALOL HCL,300,,,1039914,12778
53489,0331,IMIPRAMINE HYDROCHLORIDE,25,,,3963303.68,67665
00378,0614,THIORIDAZINE HYDROCHLORIDE,25,,,10078806,138641
50458,0320,RISPERIDONE,2,,,97105832.762,2039575
63304,0959,CEPHALEXIN,250,,,1945425,10101
00378,5280,DILTIAZEM HYDROCHLORIDE,180,,,7873907,209727
00904,0202,AMITRIPTYLINE HYDROCHLORIDE,50,,,820725,18197
00173,0388,BECLOMETHASONE DIPROPIONATE MONOHYDRATE,42,,,5460497.624,212969
00781,1078,ATENOLOL,25,,,68751071.302,1753342
63739,0264,CLONAZEPAM,1,CIV,,80798,2237
37205,0583,MICONAZOLE NITRATE,NA,,,119,76
00781,1391,HALOPERIDOL,0.5,,,3376760.5,73891
00378,0076,FLURBIPROFEN,50,,,71069,2094
00536,2525,CAPSAICIN,0.025,,,485409.95,7511
00832,0303,CHLORPROMAZINE HYDROCHLORIDE,100,,,5389457,71865
00054,4527,LITHIUM CARBONATE,300,,,17706810.24,215428
00573,2400,NIZATIDINE,75,,,1293634.2,15581
00472,1270,IBUPROFEN,100,,,448705488.714,2429988
00781,1832,PROMETHAZINE HYDROCHLORIDE,50,,,2232295,56891
00597,0032,CLONIDINE,0.2,,,1717609.794,381267
00378,0231,ATENOLOL,50,,,39249075.8,975979
00378,9040,CYSTEAMINE BITARTRATE,50,,,117615,468
00555,0779,MEDROXYPROGESTERONE ACETATE,10,,,4313246.382,192365
00378,1101,PRAZOSIN HYDROCHLORIDE,1,,,2431855,36433
00071,0007,PHENYTOIN,50,,,46855593.952,585555
52544,0847,NORGESTREL AND ETHINYL ESTRADIOL,NA,,,11387097.754,293278
00172,2907,FUROSEMIDE,40,,,49731893.838,1257231
53489,0148,THIORIDAZINE HYDROCHLORIDE,10,,,592458,8252
00472,0337,HYDROCORTISONE,25,,,4309648.5,125903
00007,4892,ROPINIROLE,1,,,4350522.4,40941
00781,2865,RANITIDINE HYDROCHLORIDE,300,,,2063618.427,52547
00472,0163,NYSTATIN,100000,,,9759297.12,317802
00527,1282,DICYCLOMINE HYDROCHLORIDE,20,,,483866,6591
00078,0344,ESTRADIOL,0.05,,,142692.002,13643
00641,1397,CHLORPROMAZINE HYDROCHLORIDE,25,,,25703,3464
00069,3130,AZITHROMYCIN DIHYDRATE,200,,,10091482.888,399495
63868,0053,MENTHOL,5.8,,,109055,1075
00310,0141,LISINOPRIL AND HYDROCHLOROTHIAZIDE,10; 12.5,,,7749291,194139
00781,1008,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,75; 50,,,5156591,147105
00378,0471,FENOPROFEN CALCIUM,600,,,357349,5371
00056,0172,WARFARIN SODIUM,5,,,34643084.3,1088946
51672,1290,HYDROCORTISONE VALERATE,2,,,12804789.736,333726
00378,0213,CHLORTHALIDONE,50,,,672737,19172
00832,1024,BACLOFEN,10,,,1686710.5,17006
00078,0324,RIVASTIGMINE TARTRATE,3,,,13448240.33,234183
00904,0788,MAGNESIUM HYDROXIDE,1200,,,14446275.14,30826
00603,2216,AMITRIPTYLINE HYDROCHLORIDE,100,,,1634792.398,41370
00781,1974,DESIPRAMINE HYDROCHLORIDE,75,,,348935,8341
00615,2561,PROPRANOLOL HYDROCHLORIDE,10,,,201999,2879
00781,2809,OXAZEPAM,10,CIV,,155721,3092
00591,5052,PREDNISONE,5,,,9529237.66,190577
00597,0044,TELMISARTAN AND HYDROCHLOROTHIAZIDE,80; 12.5,,,524014,16625
00603,4170,POTASSIUM BICARBONATE,25,,,285304,6298
62584,0886,TRIHEXYPHENIDYL HYDROCHLORIDE,2,,,12376,534
00049,4960,SERTRALINE HYDROCHLORIDE,25,,,34349661.06,1009351
51079,0419,TEMAZEPAM,30,CIV,,40570,2110
50458,0302,RISPERIDONE,0.5,,,103604820.078,2282898
00168,0215,ERYTHROMYCIN,20,,,753231.2,12102
00093,8943,ACYCLOVIR,400,,,1050228,21405
00025,1821,METRONIDAZOLE,500,,,34983.8,1568
00056,0169,WARFARIN SODIUM,1,,,15891720.114,493683
00904,3524,ACETIC ACID IN AQUEOUS ALUMINUM ACETATE,2,,,18507,307
00009,3116,CLINDAMYCIN PHOSPHATE,10,,,515702,8613
00002,4112,OLANZAPINE,2.5,,,62543230.064,1727396
00069,3140,AZITHROMYCIN DIHYDRATE,200,,,18273938.476,571396
00781,2202,TEMAZEPAM,30,CIV,,3366728,115370
00469,0607,TACROLIMUS,0.5,,,1058340.016,15957
00378,1914,CLONAZEPAM,2,CIV,,813379,12307
00186,1092,METOPROLOL SUCCINATE,100,,,36340782.334,906610
00781,2051,TERAZOSIN HYDROCHLORIDE,1,,,5329928.12,134994
00049,4120,GLIPIZIDE,10,,,629710,7977
00093,0129,ESTAZOLAM,1,CIV,,360654,12161
00002,7502,GEMCITABINE HYDROCHLORIDE,1,,,17191.2,3283
00781,1446,FUROSEMIDE,80,,,10449925,206400
00904,1056,BENZTROPINE MESYLATE,1,,,2906480.18,55270
00087,6070,METFORMIN HYDROCHLORIDE,850,,,80001308.002,1070874
00056,0174,WARFARIN SODIUM,10,,,2295049,85941
00054,4550,METHOTREXATE SODIUM,2.5,,,385322.284,17630
63868,0857,GUAIFENESIN,100,,,91873,485
00054,3185,DIAZEPAM INTENSOL,5,CIV,,229518.5,4872
55513,0283,EPOETIN ALFA,10000,,,122870.22,21677
00054,3176,DEXAMETHASONE INTENSOL,1,,,117580.6,2815
00781,2052,TERAZOSIN HYDROCHLORIDE,2,,,12807804.998,304812
00168,0035,VITAMIN A AND VITAMIN D,929.3,,,904749.4,6875
00087,6632,DIDANOSINE,10,,,3572433.333,8596
00009,3448,CLINDAMYCIN PHOSPHATE,20,,,7025385,173656
60432,0038,LACTULOSE,10,,,103701804.928,143603
00002,7501,GEMCITABINE HYDROCHLORIDE,200,,,97469.64,13136
00781,1635,ISOSORBIDE DINITRATE,5,,,5391587,60843
00904,5050,CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE,1; 15; 5,,,4932391,35962
52544,0472,ESTRADIOL TRANSDERMAL SYSTEM,0.075,,,8083,929
00049,3420,FLUCONAZOLE,100,,,7324384.942,462194
00536,3086,ASPIRIN,81,,,17425554.946,341369
51079,0581,LEUCOVORIN CALCIUM,5,,,8209,178
00087,6060,METFORMIN HYDROCHLORIDE,500,,,378958011.318,4909843
00065,0345,LODOXAMIDE TROMETHAMINE,1,,,275676,27286
00781,1766,IMIPRAMINE HYDROCHLORIDE,50,,,18647394.602,295870
59762,3728,CLINDAMYCIN PHOSPHATE,10,,,5240292.518,90381
15127,0738,ASPIRIN,325,,,35097,723
00615,4554,ACETAMINOPHEN,325,,,341469,4260
00904,2364,METHOCARBAMOL,500,,,301223,4851
00049,0520,PENICILLIN G POTASSIUM,5000000,,,4765.5,437
00049,0520,PENICILLIN G POTASSIUM,5000000,,,4765.5,437
00338,0644,"LEUCINE, PHENYLALANINE, LYSINE HYDROCHLORIDE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, TYROSINE, SERINE",730; 560; 580; 400; 600; 580; 480; 420; 180; 2.07; 1.03; 1.15; 680; 40; 500,,,18114648,6964
00025,1461,MISOPROSTOL,200,,,7875079.854,106104
00378,0357,PENTOXIFYLLINE,400,,,22294732.032,253321
00603,2217,AMITRIPTYLINE HYDROCHLORIDE,150,,,403864,11544
00228,2077,TEMAZEPAM,30,CIV,,4591912.06,155095
00781,1764,IMIPRAMINE HYDROCHLORIDE,25,,,19909970,339904
00185,0701,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,2.5; 6.25,,,720256.64,21510
00069,2600,NIFEDIPINE,10,,,180051,2415
00069,5800,DOFETILIDE,0.125,,,10956,177
00091,3707,MOEXIPRIL HYDROCHLORIDE,7.5,,,5620641.98,163509
00088,1203,DOLASETRON MESYLATE,100,,,71523,7870
00185,0724,CARISOPRODOL AND ASPIRIN,200; 325,CIV,,636222,11527
00143,1445,PHENOBARBITAL,15,CIV,,2822179,31982
00406,9960,TEMAZEPAM,7.5,CIV,,43831,2118
00009,7663,EXEMESTANE,25,,,373350,12102
00781,1438,FLUPHENAZINE HYDROCHLORIDE,5,,,5987034,103164
00641,0376,DIPHENHYDRAMINE HYDROCHLORIDE,50,,,334921.96,29693
51079,0870,CARBAMAZEPINE,100,,,1518841,16496
00591,5554,PROPRANOLOL HYDROCHLORIDE,10,,,596178,7861
00378,1610,DICYCLOMINE HYDROCHLORIDE,10,,,7745343.2,108207
00093,5119,DILTIAZEM HYDROCHLORIDE,300,,,4127223,123343
00093,4175,CEPHALEXIN,125,,,28943774.344,174050
51672,1296,DIFLORASONE DIACETATE,0.5,,,126790,2510
11980,0022,SULFACETAMIDE SODIUM AND PREDNISOLONE ACETATE,100; 2,,,734207,87790
00185,0939,CHOLESTYRAMINE LIGHT,4,,,5300036.896,24857
00143,3142,DOXYCYCLINE HYCLATE,100,,,199518,9932
00056,0176,WARFARIN SODIUM,2.5,,,17169472.552,607441
51672,1294,CLOBETASOL PROPIONATE,0.5,,,140345.86,2895
00004,6416,NAPROXEN,500,,,230883,4240
00006,0952,LOSARTAN POTASSIUM,50,,,69824846.296,1601790
17478,0291,CROMOLYN SODIUM,40,,,98084,9713
00093,6118,PREDNISOLONE,15,,,20377446.26,394977
00185,0932,CYCLOSPORINE,25,,,2031327,16547
00049,3410,FLUCONAZOLE,50,,,142112,9111
00603,4975,OXYBUTYNIN CHLORIDE,5,,,7430964.8,111131
49348,0149,"POLYETHYLENE GLYCOL 400, PROPYLENE GLYCOL",.4; .3,,,721,13
00093,0813,NORTRIPTYLINE HYDROCHLORIDE,75,,,663743,17266
00781,1973,DESIPRAMINE HYDROCHLORIDE,50,,,3898576,59405
00904,3990,TRAZODONE HYDROCHLORIDE,50,,,1722907.05,44441
00093,9433,GLYBURIDE,2.5,,,6346359,144613
00228,3004,CLONAZEPAM,1,CIV,,37252427.2,589461
00378,2405,TRIFLUOPERAZINE HYDROCHLORIDE,5,,,2312490,35715
00093,0778,CARBAMAZEPINE,100,,,64002595.876,578011
00093,4155,AMOXICILLIN,250,,,267900063.512,1721058
00006,3800,RIZATRIPTAN BENZOATE,5,,,107552,11126
00172,4096,BACLOFEN,10,,,46771144.01,462997
53014,0531,METHYLPHENIDATE HYDROCHLORIDE,5,CII,,7442768.504,105639
00378,3017,CAPTOPRIL,50,,,10963280.36,130330
24385,0403,ACETAMINOPHEN,325,,,2894917,30637
00003,0249,HALCINONIDE,1,,,174844,3234
00472,3901,FLUOCINONIDE,0.5,,,897337,15390
00781,1488,AMITRIPTYLINE HYDROCHLORIDE,50,,,17918295.098,373077
00615,1593,ALLOPURINOL,300,,,32050,1154
63323,0047,HEPARIN SODIUM,5000,,,300258,13365
00023,8694,AZELAIC ACID,0.2,,,752798,22451
00904,7688,"PHENYLEPHRINE HYDROCHLORIDE AND FAT, HARD",5; 1.77,,,1e5,4785
00378,1570,TERAZOSIN HYDROCHLORIDE ANHYDROUS,10,,,672625,17057
00641,0476,PHENOBARBITAL SODIUM,65,CIV,,2268.82,226
00054,4721,PROPANTHELINE BROMIDE,15,,,3078159,33296
60505,0096,DOXAZOSIN,8,,,1167128.7,30046
00517,3900,CALCIUM GLUCONATE,98,,,1491235.98,7759
00228,3003,CLONAZEPAM,0.5,CIV,,46796933.564,835419
59762,3718,TRIAZOLAM,0.25,CIV,,4780149.332,204127
00054,4301,FUROSEMIDE,80,,,5312229.06,121826
00378,2146,SPIRONOLACTONE,25,,,53789568.892,982472
00049,3960,ZIPRASIDONE HYDROCHLORIDE,20,,,10348807.77,177169
00085,0566,BETAMETHASONE ACETATE AND BETAMETHASONE SODIUM PHOSPHATE,3; 3,,,64694.3,18261
00186,0743,OMEPRAZOLE MAGNESIUM,40,,,18161709.204,499699
00228,2530,NIFEDIPINE,20,,,1273798,16369
00008,0833,VENLAFAXINE HYDROCHLORIDE,75,,,72431107.824,1575765
51672,1275,CLOTRIMAZOLE,10,,,19900783.404,521861
00517,4605,GLYCOPYRROLATE,0.2,,,253749,1071
00378,2002,THIOTHIXENE,2,,,3572181,59923
53489,0330,IMIPRAMINE HYDROCHLORIDE,10,,,1659182.8,24756
00169,1837,HUMAN INSULIN,100,,,21534578.32,1357999
00338,0077,DEXTROSE AND SODIUM CHLORIDE,5; 200,,,10487538.654,2221
00781,1437,FLUPHENAZINE HYDROCHLORIDE,2.5,,,1187141,23024
00054,3194,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,2812951.6,35769
00093,2263,AMOXICILLIN,500,,,67969,2918
00093,0029,ENALAPRIL MALEATE,20,,,7306494.9,143096
53489,0511,TRAZODONE HYDROCHLORIDE,100,,,4711736.1,106334
51672,1274,BETAMETHASONE DIPROPIONATE,0.64,,,1170056.02,25616
00338,0553,SODIUM CHLORIDE,900,,,17361400,18556
00264,7850,WATER,1,,,19282748.6,14882
00093,0834,CLONAZEPAM,2,CIV,,20265422.684,296225
00378,5110,PROCHLORPERAZINE MALEATE,10,,,5583801,163251
00093,3167,MINOCYCLINE HYDROCHLORIDE,100,,,2264278,49760
00904,1087,DIPYRIDAMOLE,50,,,172759,2141
00228,2539,CARBIDOPA AND LEVODOPA,25; 100,,,16593633.976,178978
00172,5729,FAMOTIDINE,40,,,942917.6,24745
00013,2150,ESTRADIOL,2,,,9742,9618
00093,2203,METOCLOPRAMIDE,10,,,40782087.12,466224
24208,0580,GENTAMICIN SULFATE,3,,,291670.51,43562
00085,3330,NITROGLYCERIN,120,,,1122942,31480
00472,0371,BETAMETHASONE VALERATE,1.2,,,767915,16781
00591,5658,CYCLOBENZAPRINE HYDROCHLORIDE,10,,,18264871.702,420773
63323,0237,CEFAZOLIN SODIUM,1,,,66083.78,3079
51672,4042,CLORAZEPATE DIPOTASSIUM,3.75,CIV,,1383864,21615
00469,5202,TACROLIMUS,1,,,2726338,52584
00781,1072,METHAZOLAMIDE,25,,,615728,8726
00615,1569,FUROSEMIDE,20,,,1248686.5,38364
