Product.Code,Prescriptions,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed,Product.Name,DEA.Schedule
0030,149441,115751444.45,91919899.36,23831545.09,FENTANYL C,Not Control
0031,500431,12891067.6,11507668.05,1383399.55,MIRTAZAPIN,Not Control
0032,450243,11511553.540000001,9784179.96,1727373.58,STROMECTOL,Not Control
0033,583988,11313026.07,11009723.26,303302.81,PENTOXIFYL,Not Control
0034,92015,1813826.46,1781192.16,32634.3,TIZANIDINE,Not Control
0035,285192,6378161.59,5849898.43,528263.16,KLOR-CON,Not Control
0036,224789,9293439.04,8774686.44,518752.6,RISPERIDON,Not Control
0037,96463,15660145.48,15420597.92,239547.56,LACTULOSE,Not Control
0038,199297,25067417.47,24609308.43,458109.04,OXYBUTYNIN,Not Control
0039,133058,12928252.34,12347318.99,580933.35,LAMOTRIGIN,Not Control
0040,254849,118208899.28,110574193.11,7634706.17,BETAMETHAS,Not Control
0041,358064,13288262.33,11337523.45,1950738.8800000001,KLOR-CON 1,Not Control
0042,493891,15228771.28,13585806.65,1642964.6300000001,ALLOPURINO,Not Control
0043,48749,4147049.74,3777467.77,369581.97000000003,NUTROPIN A,Not Control
0044,166760,28386500.779999997,26147115.32,2239385.46,REBIF,Not Control
0045,131498,10054495.4,9749099.459999999,305395.94,IPRATROPIU,Not Control
0046,75207,4329207.78,4200655.16,128552.62,IPRATROPIU,Not Control
0047,322498,7267543.84,4878134.44,2389409.4,SOLU-MEDRO,Not Control
0048,139598,2876188.2,2810857.83,65330.37,SODIUM CHL,Not Control
0049,391191,48732985.11,32629447.66,16103537.45,TRIAMCINOL,Not Control
0050,223319,52801348.24,49713672.92,3087675.32,MELOXICAM,Not Control
0051,473153,48712245.14,38112965.12,10599280.02,CARVEDILOL,Not Control
0052,214666,10577077.86,10389280.39,187797.47,CITALOPRAM,Not Control
0053,384952,44850805.04,34525635.05,10325169.99,BUSPIRONE,Not Control
0054,381162,5215623.67,5032026.5,183597.17,BUSPIRONE,Not Control
0055,320082,7198836.09,7048384.36,150451.73,TRIAMCINOL,Not Control
0056,463652,15321094.04,14882493.68,438600.36,OXYCODONE,Not Control
0057,231117,17228597.36,13779805.86,3448791.5,KLOR-CON M,Not Control
0058,406389,2780285.64,2679339.4899999998,100946.15,KLOR-CON M,Not Control
0059,113962,2301472.07,2269629.53,31842.54,DIPHENHYDR,Not Control
0060,223384,84754567.79,69475396.77,15279171.02,FLUOCINOLO,Not Control
0061,88908,97279755.64,85018319.44,12261436.2,METOCLOPRO,Not Control
0062,84890,6131684.99,6021036.16,110648.83,METOCLOPRA,Not Control
0063,459390,34857652.47,34262354.94,595297.53,CLONAZEPAM,Not Control
0064,529076,19342302.2,17374814.99,1967487.21,CLONAZEPAM,Not Control
0065,686918,11833927.39,11537588.83,296338.56,CLONAZEPAM,Not Control
0066,51361,1615879.4,1582468.2,33411.2,ALPRAZOLAM,CIV
0067,94100,644873.77,632541.98,12331.789999999999,SIMVASTATI,Not Control
0068,150785,2741524.85,2686715.95,54808.9,DEXTROAMPH,Not Control
0069,9599,132619.15,130044.7,2574.45,INDAPAMIDE,Not Control
0070,325609,24137871.22,23608846.62,529024.6,ERYTHROMYC,Not Control
0071,212219,8003250.07,7917768.09,85481.98,POTASSIUM,Not Control
0072,158130,46998969.16,46326502.12,672467.04,LOVASTATIN,Not Control
0073,217722,31503489.8,30637428.47,866061.33,ZOLPIDEM T,Not Control
0074,388696,38358342.17,36930474.839999996,1427867.33,ZOLPIDEM T,Not Control
0075,535741,181224368.82,178528658.32,2695710.5,SPIRIVA,Not Control
0076,65788,16598309.94,15797282.89,801027.05,DULOXETINE,Not Control
0077,559816,7151886.76,7004836.37,147050.38999999998,TORSEMIDE,Not Control
0078,80633,2269203.73,2235601.44,33602.29,FENOFIBRIC,Not Control
0079,177798,4207599.2,4152355.26,55243.94,MONTELUKAS,Not Control
0080,337511,33366896.2,25680404.46,7686491.74,HYDROCORTI,Not Control
0081,126573,43159725.06,41521740.41,1637984.6500000001,NYSTATIN-T,Not Control
0082,161857,9614806.32,8026702.49,1588103.83,ACYCLOVIR,Not Control
0083,78612,1434299.46,1408315.78,25983.68,HYDROXYZIN,Not Control
0084,21703,1748355.48,1710545.58,37809.9,AMPHETAMIN,Not Control
0085,24799,2783733.82,2417021.67,366712.15,DEXTROSE 5,Not Control
0086,18387,2687421.23,2604882.77,82538.46,MIRTAZAPIN,Not Control
0087,171392,38686582.11,37733739.73,952842.38,ATROVENT H,Not Control
0088,54909,8426871.41,7260916.33,1165955.08,CALCIUM AC,Not Control
0089,56005,3057268.52,2937143.08,120125.44,DEXPAK 6 D,Not Control
0090,150545,5096030.43,4877564.59,218465.84,EPITOL,Not Control
0091,16507,678405.51,661546.36,16859.15,VINBLASTIN,Not Control
0092,77402,1441256.4,1106517.55,334738.85,PRAMIPEXOL,Not Control
0093,159926,8844567.65,8661171.62,183396.03,KENALOG,Not Control
0094,118345,4122402.64,3709695.64,412707,DOXAZOSIN,Not Control
0095,125357,9889402.23,9744867.94,144534.29,DALIRESP,Not Control
0096,101476,6926770.69,6789200.53,137570.16,CLONAZEPAM,Not Control
0097,137398,26301158.08,25800111.08,501047,OXCARBAZEP,Not Control
0098,236591,20136895.54,16549317.319999998,3587578.22,OXCARBAZEP,Not Control
0099,201950,6378039.36,6271634.73,106404.63,OXCARBAZEP,Not Control
0100,387952,247333848.98,234871886.57,12461962.41,PEG-3350 A,Not Control
0101,970060,279577815.69,266039019.60999998,13538796.08,LISINOPRIL,Not Control
0102,2514159,171389049.19,162522236.15,8866813.040000001,LISINOPRIL,Not Control
0103,1052043,136901790.2,131402259.81,5499530.39,METFORMIN,Not Control
0104,1290288,130864150.93,126409164.09,4454986.84,LISINOPRIL,Not Control
0105,1063369,97898167.33,93038841.17999999,4859326.15,HYDROXYZIN,Not Control
0106,659834,73302535.7,70162425.25,3140110.45,HYDROXYZIN,Not Control
0107,338227,63720145.33,61194306.96,2525838.37,HYDROXYZIN,Not Control
0108,187409,8071507.25,7500430.53,571076.72,METOPROLOL,Not Control
0109,621166,9055572.45,8094558.99,961013.46,CARBAMAZEP,Not Control
0110,185641,35873871.47,28077511.95,7796359.5200000005,PROPRANOLO,Not Control
0111,181715,52695142.97,48786935.46,3908207.5100000002,AMPHETAMIN,Not Control
0112,533117,38534501.019999996,38054320.44,480180.58,JANUVIA,Not Control
0113,325819,6157290.16,5967282.45,190007.71,CAMBIA,Not Control
0114,270330,5471122.2299999995,5363719.32,107402.91,VALACYCLOV,Not Control
0115,352358,15443333.34,15083193.45,360139.89,PROCHLORPE,Not Control
0116,397219,5898734.66,5739552.63,159182.03,ZOLPIDEM T,Not Control
0117,566548,20558699.53,15144461.47,5414238.06,ROPINIROLE,Not Control
0118,310641,6008308.43,5804139.8,204168.63,SAPHRIS,Not Control
0119,276949,7710969.65,7524710.09,186259.56,SAPHRIS,Not Control
0120,390309,12892964.51,12549769,343195.51,DOXYCYCLIN,Not Control
0121,416927,10408902.68,9702078.54,706824.14,ATORVASTAT,Not Control
0122,1454269,14070044.61,13362437.06,707607.55,NITROFURAN,Not Control
0123,1557998,28908728.4,25226225.73,3682502.67,HYDROCODON,Not Control
0124,945284,19417355.93,16192190.25,3225165.68,HYDROCODON,Not Control
0125,841382,43951434.27,42388731.7,1562702.57,HYDROCODON,Not Control
0126,527149,14311564.24,11790505.709999999,2521058.53,CIPROFLOXA,Not Control
0127,1253645,34375907.04,21941970.56,12433936.48,METHYLPHEN,Not Control
0128,709004,3568712.96,3423531.16,145181.8,CIPROFLOXA,Not Control
0129,208746,8174324.04,8035179.78,139144.26,CLINDAMYCI,Not Control
0130,491304,73832865.07,70606297.46,3226567.61,BUMETANIDE,Not Control
0131,101312,4457525.45,4346965.76,110559.69,AMITRIPTYL,Not Control
0132,497456,19685324.6,18189610.69,1495713.91,LAMOTRIGIN,Not Control
0133,55811,1405693.19,1371008.77,34684.42,FELODIPINE,Not Control
0134,150306,124167160.49,98487528.92,25679631.57,FLUOCINONI,Not Control
0135,1233265,26939020.84,25445174.59,1493846.25,CARVEDILOL,Not Control
0136,1249293,34190432.44,32532217.61,1658214.83,METHYLPHEN,Not Control
0137,647220,12670149.12,11269018.55,1401130.57,ALLOPURINO,Not Control
0138,333764,15542631.05,15377006.94,165624.11,GABAPENTIN,Not Control
0139,320796,5590300.25,5436128.26,154171.99,METHENAMIN,Not Control
0140,671944,154338046.17,152544052.51,1793993.66,TRADJENTA,Not Control
0141,452771,48055269.22,47399272.8,655996.4199999999,CITALOPRAM,Not Control
0142,532785,8652089.63,8422998.92,229090.71,CITALOPRAM,Not Control
0143,248494,4329812.79,4156569.84,173242.95,INDOMETHAC,Not Control
0144,457254,13906100.46,9326573.61,4579526.85,AMIODARONE,Not Control
0145,415088,52903067.39,44188990.32,8714077.07,NABUMETONE,Not Control
0146,940076,11538832.959999999,11313597.35,225235.61000000002,HYDROCORTI,Not Control
0147,333684,5797550.07,5695280.11,102269.96,QUETIAPINE,Not Control
0148,257505,15930338.55,15433372.03,496966.52,SUMATRIPTA,Not Control
0149,311607,5778997.07,5341863.06,437134.01,NAPROXEN,Not Control
0150,1842736,49523537.43,48722446.94,801090.49,ACETAMINOP,Not Control
0151,1174937,24943706.69,24171227.37,772479.32,VESICARE,Not Control
0152,414000,19082254.02,18729999.15,352254.87,LISINOPRIL,Not Control
0153,268409,16895182.12,16545014.5,350167.62,ONDANSETRO,Not Control
0154,242460,16847409.47,16224382.49,623026.98,METHYLPHEN,Not Control
0155,231125,8423805.25,8170279.66,253525.59,TOPIRAMATE,Not Control
0156,284839,3421628.62,3302468.03,119160.59,ATORVASTAT,Not Control
0157,670174,14053618.06,12379586.56,1674031.5,ATORVASTAT,Not Control
0158,989130,7848676.8,7447318.59,401358.21,OMEPRAZOLE,Not Control
0159,541305,5275085.74,4994018.63,281067.11,CHLORDIAZE,Not Control
0160,315130,27092107.48,26504288.849999998,587818.63,TRIHEXYPHE,Not Control
0161,131972,2380181.34,2177926.25,202255.09,TRIHEXYPHE,Not Control
0162,353152,11892814.04,9952703.9,1940110.14,CLOBETASOL,Not Control
0163,166584,5273458.24,5009683.01,263775.23,OLANZAPINE,Not Control
0164,78893,2673048.89,2635765.19,37283.7,OLANZAPINE,Not Control
0165,494689,32567111.1,19565565.54,13001545.56,OLANZAPINE,Not Control
0166,223605,5826472.3,5558952.31,267519.99,NYSTATIN,Not Control
0167,107517,2722462.78,1783533.53,938929.25,OLANZAPINE,Not Control
0168,154730,3186648.55,2916922.31,269726.24,OLANZAPINE,Not Control
0169,558834,6922428.68,5788650.6,1133778.08,COUMADIN,Not Control
0170,571710,26333821.09,25585822.99,747998.1,ENABLEX,Not Control
0171,156335,14917648.540000001,14529699.29,387949.25,ENABLEX,Not Control
0172,281354,7025294.62,5555290.67,1470003.95,COUMADIN,Not Control
0173,398179,6165028.29,5940673.43,224354.86,LISINOPRIL,Not Control
0174,59885,2215554.53,2159829.84,55724.69,COUMADIN,Not Control
0175,387527,23243793.39,22710161.31,533632.08,PREDNISONE,Not Control
0176,185154,4272015.91,4216913.47,55102.44,BUPRENORPH,Not Control
0177,437465,9104380.41,8900718.78,203661.63,BUPRENORPH,Not Control
0178,317111,2203549.2800000003,2131467.21,72082.07,METFORMIN,Not Control
0179,193615,8078950.2,7955020.14,123930.06,METFORMIN,Not Control
0180,834928,11141546.3,10641587.01,499959.29,TIZANIDINE,Not Control
0181,435332,6902853.34,6730099.37,172753.97,DIVALPROEX,Not Control
0182,471546,8853136.44,8476259.89,376876.55,DIVALPROEX,Not Control
0183,1077330,42781717.35,42159523.14,622194.21,HYDROCHLOR,Not Control
0184,180971,3305797.1,3062857.2600000002,242939.84,OXCARBAZEP,Not Control
0185,144523,4817847.04,4728883.43,88963.61,OXCARBAZEP,Not Control
0186,118047,1952763.6199999999,1849335.24,103428.38,CLONIDINE,Not Control
0187,100632,7365238.21,7240801.74,124436.47,OXYCODONE,Not Control
0188,148403,20278688.6,19969864.46,308824.14,METHYLPRED,Not Control
0189,212908,79423717.78,78909691.47,514026.31,BUPRENORPH,Not Control
0190,1664586,99468525.17,90893256.98,8575268.19,LIDOCAINE-,Not Control
0191,96340,15997533.540000001,15263924.71,733608.83,PENTASA,Not Control
0192,205232,57522895.35,48674726.47,8848168.88,ORTHO EVRA,Not Control
0193,475440,4489467.72,3701197.31,788270.41,LUNESTA,Not Control
0194,191755,5308232.69,5238720.57,69512.12,NICODERM C,Not Control
0195,42555,739044.8,732974.27,6070.53,NICODERM C,Not Control
0196,301731,3931663.35,3247011.81,684651.54,CLOPIDOGRE,Not Control
0197,170334,1891194.23,1858424.33,32769.9,ESCITALOPR,Not Control
0198,192740,1405586,1375100.77,30485.23,AMLODIPINE,Not Control
0199,409590,10989890.65,10681851.7,308038.95,CITRUCEL,Not Control
0200,1001983,67973434.12,62577880.81,5395553.3100000005,PENICILLIN,Not Control
0201,852555,33251399.48,27090120.89,6161278.59,CLINDAMYCI,Not Control
0202,1153428,93285586.66,90890205.67,2395380.99,CLINDAMYCI,Not Control
0203,562313,11412351.24,11195606.4,216744.84,CLINDAMYCI,Not Control
0204,922688,144064658.88,139297915.75,4766743.13,LIDOCAINE,Not Control
0205,92718,14825169.11,14391321.89,433847.22000000003,PANCRELIPA,Not Control
0206,90976,55118783.85,48875846.11,6242937.74,NICOTINE G,Not Control
0207,82382,7493226.15,7362105.76,131120.39,CITALOPRAM,Not Control
0208,292131,10067676.16,9567349.47,500326.69,FUROSEMIDE,Not Control
0209,235549,8341990.87,7774410.25,567580.62,TERBINAFIN,Not Control
0210,169130,61139517.96,60289285.95,850232.01,MONTELUKAS,Not Control
0211,181100,88389060.27,83251659.19,5137401.08,MIDODRINE,Not Control
0212,584505,11800247.88,11555604.53,244643.35,SERTRALINE,Not Control
0213,451104,6312326.350000001,6223101.45,89224.9,MIDODRINE,Not Control
0214,52223,950135.14,930923.27,19211.87,HALOPERIDO,Not Control
0215,178805,20218862.07,20030406.05,188456.02,PERMETHRIN,Not Control
0216,389118,6895978.96,6755104.66,140874.3,FUROSEMIDE,Not Control
0217,259720,9412081.65,9192451.24,219630.41,METFORMIN,Not Control
0218,596670,10766013.94,10533935.79,232078.15,CLOPIDOGRE,Not Control
0219,202817,9922040.03,9753250.57,168789.46,BENZTROPIN,Not Control
0220,347857,10367457.53,10057309.87,310147.66,QUETIAPINE,Not Control
0221,253393,22100983.75,19459960.93,2641022.82,JANUVIA,Not Control
0222,492718,32335255.830000002,31401078.14,934177.69,QUETIAPINE,Not Control
0223,699732,13235947.61,12941003.63,294943.98,QUETIAPINE,Not Control
0224,346652,8825829.66,8687238.07,138591.59,LEVETIRACE,Not Control
0225,149859,4848785.61,4680708.17,168077.44,GEMFIBROZI,Not Control
0226,102419,3754561.13,3690435.23,64125.9,LOSARTAN H,Not Control
0227,434165,81243032.89,80578360.2,664672.69,ISENTRESS,Not Control
0228,345169,186815593.98,185276043.9,1539550.08,PIOGLITAZO,Not Control
0229,157937,4376560.66,4269331.15,107229.51,QUETIAPINE,Not Control
0230,275198,18870122.53,18048949.64,821172.89,QUETIAPINE,Not Control
0231,370508,273074126.23,270137212.36,2936913.87,ATENOLOL,Not Control
0232,108993,940371.1799999999,914483.69,25887.49,FUROSEMIDE,Not Control
0233,57186,1909552.96,1578836.69,330716.27,ONDANSETRO,Not Control
0234,20966,5681851.01,5539197.16,142653.85,DESMOPRESS,Not Control
0235,187798,3118127.75,3040772.57,77355.18,MORPHINE S,Not Control
0236,35007,1170994.13,1092799.05,78195.08,MORPHINE S,Not Control
0237,169973,2517258.41,2340881.34,176377.07,MORPHINE S,Not Control
0238,125385,2286057.89,2203230.51,82827.38,AMLODIPINE,Not Control
0239,94637,1963033.17,1765518.2,197514.97,AMLODIPINE,Not Control
0240,391542,18614668.71,17824064.15,790604.56,LORAZEPAM,Not Control
0241,453240,7328714.34,7117025.71,211688.63,LORAZEPAM,Not Control
0242,342706,18653247.02,18379176.84,274070.18,TOVIAZ,Not Control
0243,154840,36336862.7,33603366.08,2733496.6199999996,TRETINOIN,Not Control
0244,31690,5735650.75,5611496.8100000005,124153.94,TOVIAZ,Not Control
0245,103565,3911613.2199999997,3763823.26,147789.96,LAMOTRIGIN,Not Control
0246,169407,3176362.21,2981347.38,195014.83,LAMOTRIGIN,Not Control
0247,453642,100157151.76,96393685.22,3763466.54,VENLAFAXIN,Not Control
0248,754231,9081439.23,8902739,178700.23,TRINESSA,Not Control
0249,208958,9375868.18,9313557.18,62311,VENLAFAXIN,Not Control
0250,98112,2923340.29,2882426.21,40914.08,CIPROFLOXA,Not Control
0251,277356,7120480.16,7000299.83,120180.33,ESCITALOPR,Not Control
0252,250609,6846161.35,6750216.21,95945.14,TIZANIDINE,Not Control
0253,1125528,12337420.58,12136523.14,200897.44,ACYCLOVIR,Not Control
0254,281379,15023465.47,14795299.44,228166.03,CARVEDILOL,Not Control
0255,76817,3882717.95,3805371.38,77346.57,CARVEDILOL,Not Control
0256,76541,3797247.03,3711804.83,85442.2,CARVEDILOL,Not Control
0257,175394,10109112.52,9748974.959999999,360137.56,HALOPERIDO,Not Control
0258,214189,5961844.92,5464480.14,497364.78,CLOTRIMAZO,Not Control
0259,276023,7029196.74,6808761.2700000005,220435.47,MONTELUKAS,Not Control
0260,186019,16693313.89,16097968.22,595345.67,TRAVATAN Z,Not Control
0261,44835,4747524.19,4495442.6,252081.59,CELLCEPT O,Not Control
0262,68349,3159419.87,2658884.59,500535.27999999997,NIFEDIPINE,Not Control
0263,141274,2293059.91,2252108.76,40951.15,CLINDAMYCI,Not Control
0264,481520,8874911.32,8791332.62,83578.7,FLUOCINONI,Not Control
0265,21003,1540806.43,1253410.42,287396.01,HYDROMORPH,Not Control
0266,40741,2272393.65,2182244.2800000003,90149.37000000001,GABAPENTIN,Not Control
0267,42837,7177278.44,5934042.54,1243235.9,CLOBETASOL,Not Control
0268,178991,10594755.95,10466483.97,128271.98,ROPINIROLE,Not Control
0269,360069,23772146.18,15550778.59,8221367.59,ROPINIROLE,Not Control
0270,135682,6726002.98,5681600.23,1044402.75,QUINAPRIL,Not Control
0271,455814,7805159.63,7555343.41,249816.22,PATANOL,Not Control
0272,552939,35284022.07,34057510.98,1226511.09,PATADAY,Not Control
0273,316571,53323455.77,52857944.93,465510.84,NUVARING,Not Control
0274,79416,11469700.57,10450797.66,1018902.91,NEXPLANON,Not Control
0275,489185,12553596.55,12304353.879999999,249242.66999999998,DONEPEZIL,Not Control
0276,106867,5591421.73,4678600.61,912821.12,DONEPEZIL,Not Control
0277,392356,154273861.15,152748130.7,1525730.45,JANUVIA,Not Control
0278,34798,10187797.2,9658349.12,529448.08,TOPIRAMATE,Not Control
0279,73791,2414605.43,2401649.47,12955.96,TOPIRAMATE,Not Control
0280,281890,13625838.4,11453716.76,2172121.64,TOPIRAMATE,Not Control
0281,105296,13820576.56,13612348.33,208228.22999999998,SEROQUEL X,Not Control
0282,186239,15179866.27,14762081.08,417785.19,SEROQUEL X,Not Control
0283,319470,52454126.76,45534521.49,6919605.27,SEROQUEL X,Not Control
0284,221622,43475623.72,42436614.93,1039008.79,SEROQUEL X,Not Control
0285,7884,808704.38,755342.81,53361.57,DILTIAZEM,Not Control
0286,16060,3345870.88,2437407.56,908463.3200000001,LEVOFLOXAC,Not Control
0287,32142,2276722.57,2238705.14,38017.43,NEXT CHOIC,Not Control
0288,67682,748404.65,729736.41,18668.24,MONTELUKAS,Not Control
0289,176635,2117952.23,2067256.04,50696.19,MONTELUKAS,Not Control
0290,156749,2525626.64,2422641.26,102985.38,TOBRAMYCIN,Not Control
0291,87469,1748816.8,1725119.18,23697.62,RANITIDINE,Not Control
0292,639673,7644157.76,7515085.95,129071.81,AMILORIDE,Not Control
0293,611391,15317091.98,8022137.67,7294954.3100000005,OXCARBAZEP,Not Control
0294,279439,6912950.56,6717575.13,195375.43,AMOX TR-PO,Not Control
0295,172526,6687281.29,6562219.53,125061.76,TOBRAMYCIN,Not Control
0296,161781,8852297.26,8759997.5,92299.76,HYDROXYCHL,Not Control
0297,23246,1446651.5,1423422.77,23228.73,AMOX TR-PO,Not Control
0298,50920,1626213.53,1606320.1199999999,19893.41,AMOXICILLI,Not Control
0299,199241,3365088.92,3247427.97,117660.95,AMOXICILLI,Not Control
0300,134664,137120604.75,129457037.03,7663567.72,VIVITROL,Not Control
0301,144018,33681435.95,32362753.05,1318682.9,CHLORPROMA,Not Control
0302,336312,88932388.28,86596999.71,2335388.57,ORA-SWEET-,Not Control
0303,508139,121256762.45,118806708.18,2450054.27,ORA PLUS,Not Control
0304,172278,130488511.38,127559345.5,2929165.88,ORA SWEET,Not Control
0305,133053,11710259.81,10465302.48,1244957.33,DENTA 5000,Not Control
0306,193435,94318623.96000001,91391483.78999999,2927140.17,RISPERDAL,Not Control
0307,64191,17570863.01,17171614.24,399248.77,RISPERDAL,Not Control
0308,224652,137226644.11,134295461.47,2931182.64,NITROFURAN,Not Control
0309,52774,7685350.11,6499117.9,1186232.21,DESONIDE O,Not Control
0310,78995,12621479.15,12016705.63,604773.52,PENNSAID,Not Control
0311,122727,8297337.59,7952876.9799999995,344460.61,LOPERAMIDE,Not Control
0312,147347,63703400.96,61887112.1,1816288.86,METHYLPHEN,Not Control
0313,64678,62035800.88,55856610.76,6179190.12,IMIPRAMINE,Not Control
0314,186437,74324369.24,65171537.88,9152831.36,KETOROLAC,Not Control
0315,384097,48549093.68,44060212.07,4488881.61,POLYMYXIN,Not Control
0316,16806,1547168.81,1526327.6400000001,20841.17,LOMEDIA 24,Not Control
0317,66898,41306198.42,40917928.74,388269.68,CIMETIDINE,Not Control
0318,67765,3259454.1,3115575.0300000003,143879.07,PIOGLITAZO,Not Control
0319,523337,3677702.21,2915611.13,762091.08,TRAMADOL H,Not Control
0320,281520,11982061.84,10200771.79,1781290.05,TRIAMCINOL,Not Control
0321,743213,6920131.66,6759615.83,160515.83000000002,GLIMEPIRID,Not Control
0322,93800,1470028.66,1408445.87,61582.79,CLONIDINE,Not Control
0323,108046,1937502.49,1901667.37,35835.12,HYDROXYZIN,Not Control
0324,114547,5267038.04,5186340.16,80697.88,VALACYCLOV,Not Control
0325,57257,99941157.09,98956502.2,984654.89,VALACYCLOV,Not Control
0326,11798,410019.32,391994.71,18024.61,NALTREXONE,Not Control
0327,105027,2508196.54,2428781.71,79414.83,HALOPERIDO,Not Control
0328,69762,1633973.71,1599368.57,34605.14,HYDRALAZIN,Not Control
0329,25486,699119.5700000001,684748.25,14371.32,SPIRONOLAC,Not Control
0330,189902,13501250.49,13361962.64,139287.85,PHENOBARBI,Not Control
0331,59079,2815520.72,2719158.17,96362.55,HYDROCORTI,Not Control
0332,169477,10620022.629999999,10449060.24,170962.38999999998,PATANASE,Not Control
0333,167796,38684388.05,38295494.52,388893.53,METRONIDAZ,Not Control
0334,494521,7467596.82,7300697.31,166899.51,HALOPERIDO,Not Control
0335,54300,4132500.14,4033193,99307.14,HALOPERIDO,Not Control
0336,75631,34481464.11,33142020.18,1339443.93,TRIAM LOT,Not Control
0337,187554,12892027.53,12409727.24,482300.29,HYDROCORTI,Not Control
0338,55013,2089998.89,2048160.3,41838.59,SILDENAFIL,Not Control
0339,67676,10668131.89,8424569.92,2243561.9699999997,NAPROXEN,Not Control
0340,114033,14936530.35,10708224.13,4228306.22,HYDROCODON,Not Control
0341,97846,2577713.95,2016380.94,561333.01,CLONIDINE,Not Control
0342,86642,5015773.15,3678533.94,1337239.21,DESMOPRESS,Not Control
0343,68194,2296641.98,2252153.19,44488.79,CITALOPRAM,Not Control
0344,73824,1939335.39,1913686.75,25648.64,VIVELLE-DO,Not Control
0345,196820,1801437.52,1749812.83,51624.69,DIAZEPAM,Not Control
0346,53579,3229374.7399999998,3128860.95,100513.79,VIVELLE-DO,Not Control
0347,93629,1612905.13,1549005.3800000001,63899.75,HYDROCHLOR,Not Control
0348,92701,6410686.66,5075530.41,1335156.25,TINIDAZOLE,Not Control
0349,19143,1108814.11,735590.21,373223.9,HYDROCODON,Not Control
0350,138393,9313058.01,6911903.09,2401154.92,METHOTREXA,Not Control
0351,193921,1536541.31,1511580.26,24961.05,HALOPERIDO,Not Control
0352,503887,2847896.96,2772212.07,75684.89,SERTRALINE,Not Control
0353,810615,9614165.71,9450345.08,163820.63,NIFEDIPINE,Not Control
0354,289368,2263508.93,2212038.8,51470.130000000005,BUPROPION,Not Control
0355,112532,3205016.85,3109927.71,95089.14,SENNA-DOCU,Not Control
0356,476548,1653023.84,1598505.57,54518.27,ONDANSETRO,Not Control
0357,222577,21030390.29,19892951.98,1137438.31,TRILEPTAL,Not Control
0358,80890,3620023.81,3542502.47,77521.34,DIOVAN,Not Control
0359,103830,3757422.92,3745524.52,11898.4,DIOVAN,Not Control
0360,214978,5230487.2,5185182.36,45304.84,DIOVAN,Not Control
0361,526000,3156426.29,2998683.7399999998,157742.55,FOLIC ACID,Not Control
0362,143926,1323337.91,1145670.01,177667.9,HYDROXYZIN,Not Control
0363,249505,11653207.53,11233411.459999999,419796.07,RIZATRIPTA,Not Control
0364,1926,702587.83,538567.85,164019.98,ASPIRIN,Not Control
0365,19513,492489.36,489804.15,2685.21,HYDROCODON,Not Control
0366,65743,572746.93,554876.49,17870.440000000002,HYDROCODON,Not Control
0367,145230,6968463.97,2139786.05,4828677.92,HYDROCODON,Not Control
