Product.Code,Prescriptions,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed,Product.Name,DEA.Schedule
0089,213870,12585004.32,12417126.42,167877.9,DEXPAK 6 D,Not Control
0090,639195,21614957.3,21043713.37,571243.93,EPITOL,Not Control
0091,65046,4615540.79,4531028.71,84512.08,VINBLASTIN,Not Control
0092,254880,7172812.34,6172585.55,1000226.79,PRAMIPEXOL,Not Control
0093,526319,28674915.240000002,28519550.18,155365.06,KENALOG,Not Control
0094,414155,20319093.56,18688305.29,1630788.27,DOXAZOSIN,Not Control
0095,438419,39433157.12,39040308.27,392848.85,DALIRESP,Not Control
0096,540092,43483684.44,43054159.52,429524.92,CLONAZEPAM,Not Control
0097,451947,16832751.37,16576399.78,256351.59,OXCARBAZEP,Not Control
0098,1088367,82868011.98,75154260.13,7713751.850000001,OXCARBAZEP,Not Control
0099,955182,33467586.27,32883441.18,584145.09,OXCARBAZEP,Not Control
0100,1390230,927556166.04,892389187.76,35166978.28,PEG-3350 A,Not Control
0101,4402769,1327256117.67,1288426339.76,38829777.91,LISINOPRIL,Not Control
0102,9817080,590315646.56,566920798.85,23394847.71,LISINOPRIL,Not Control
0103,4718207,522790086.32,508737733.57,14052352.75,METFORMIN,Not Control
0104,5506086,538964649.36,526270201.96,12694447.4,LISINOPRIL,Not Control
0105,3942132,399290084.99,379300008.16,19990076.830000002,HYDROXYZIN,Not Control
0106,3291416,286855507.71,278730003.03000003,8125504.68,HYDROXYZIN,Not Control
0107,1451885,252857596.75,245779861.29,7077735.46,HYDROXYZIN,Not Control
0108,750161,31063317.35,30277249.830000002,786067.52,METOPROLOL,Not Control
0109,3217588,44651331.38,43556306.93,1095024.45,CARBAMAZEP,Not Control
0110,812568,148916217.47,124363225.65,24552991.82,PROPRANOLO,Not Control
0111,1075210,232706808.21,216917942.38,15788865.83,AMPHETAMIN,Not Control
0112,2877154,183935620.79,182181262.92,1754357.87,JANUVIA,Not Control
0113,1485507,35143648.12,34446629.2,697018.92,CAMBIA,Not Control
0114,1221319,21615295.01,21314668.68,300626.33,VALACYCLOV,Not Control
0115,1494800,41060540.08,40340255.73,720284.35,PROCHLORPE,Not Control
0116,1283978,25496363.33,24987201.67,509161.66,ZOLPIDEM T,Not Control
0117,1807508,89909145.63,70198441.59,19710704.04,ROPINIROLE,Not Control
0118,1581166,32926710.24,31926640.32,1000069.92,SAPHRIS,Not Control
0119,1607364,54564103.87,53770380.65,793723.22,SAPHRIS,Not Control
0120,1601400,42207472.77,41262619.05,944853.72,DOXYCYCLIN,Not Control
0121,1794776,42356941.99,39121160.47,3235781.52,ATORVASTAT,Not Control
0122,5974109,58251153.79,57075762.74,1175391.05,NITROFURAN,Not Control
0123,7446481,137929521.1,121649380.26,16280140.84,HYDROCODON,Not Control
0124,4434588,98354761.29,87924694.38,10430066.91,HYDROCODON,Not Control
0125,4201148,154582041.2,152225673.68,2356367.52,HYDROCODON,Not Control
0126,2309724,71606926.87,55882612.15,15724314.72,CIPROFLOXA,Not Control
0127,4515618,122424562.29,95293612.02,27130950.27,METHYLPHEN,Not Control
0128,2906234,15453347.41,14766616.13,686731.28,CIPROFLOXA,Not Control
0129,825570,44262245.93,43638750.7,623495.23,CLINDAMYCI,Not Control
0130,2085531,304867486.94,292852993.54,12014493.4,BUMETANIDE,Not Control
0131,458103,18432113.66,18091694.36,340419.3,AMITRIPTYL,Not Control
0132,2033306,103860123.58,98301112.71,5559010.87,LAMOTRIGIN,Not Control
0133,629416,16489660.07,16285300.88,204359.19,FELODIPINE,Not Control
0134,601366,526883873.2,435634744.35,91249128.85,FLUOCINONI,Not Control
0135,4805824,109808377.48,105419533.7,4388843.78,CARVEDILOL,Not Control
0136,6627740,165644325.32,159089183.09,6555142.2299999995,METHYLPHEN,Not Control
0137,2649690,54388649.13,49082351.66,5306297.47,ALLOPURINO,Not Control
0138,1405749,64919369.13,64434844.3,484524.83,GABAPENTIN,Not Control
0139,1344202,24751252.51,24269525.79,481726.72,METHENAMIN,Not Control
0140,2843199,614227834.79,610163261.18,4064573.61,TRADJENTA,Not Control
0141,2443277,193690410.01,191818800.3,1871609.71,CITALOPRAM,Not Control
0142,1960981,26646574.29,26268165.36,378408.93,CITALOPRAM,Not Control
0143,949397,17106538.23,16872645.18,233893.05,INDOMETHAC,Not Control
0144,1262277,40754158.05,39234517.33,1519640.72,AMIODARONE,Not Control
0145,2118371,191675768.98,168410153.75,23265615.23,NABUMETONE,Not Control
0146,4365718,55193918.64,54445191.2,748727.4400000001,HYDROCORTI,Not Control
0147,1810911,26568387.87,24767111.16,1801276.71,QUETIAPINE,Not Control
0148,998013,66895709.43,66161441.45,734267.98,SUMATRIPTA,Not Control
0149,1247955,22662466.49,21735859.97,926606.52,NAPROXEN,Not Control
0150,8820603,187179486.49,184483427.32,2696059.17,ACETAMINOP,Not Control
0151,2007359,102296380.92,100134797.15,2161583.77,VESICARE,Not Control
0152,1793181,71260819.29,70378207,882612.29,LISINOPRIL,Not Control
0153,1244542,63614215.75,62636909.64,977306.11,ONDANSETRO,Not Control
0154,1072549,79936497.2,76992330.02,2944167.18,METHYLPHEN,Not Control
0155,1009141,36803594.96,36004586.44,799008.52,TOPIRAMATE,Not Control
0156,1255654,26260843.62,25894174.28,366669.34,ATORVASTAT,Not Control
0157,2899473,72531516.05,69130835.1,3400680.95,ATORVASTAT,Not Control
0158,4444970,42374975.54,41740440.75,634534.79,OMEPRAZOLE,Not Control
0159,2093891,17420520.88,16932991.57,487529.31,CHLORDIAZE,Not Control
0160,992758,91889187.36,90232498.17,1656689.19,TRIHEXYPHE,Not Control
0161,432216,9025296.79,8649495.29,375801.5,TRIHEXYPHE,Not Control
0162,1290241,54667665.31,50903827.45,3763837.86,CLOBETASOL,Not Control
0163,728198,29299872.14,27784623.05,1515249.09,OLANZAPINE,Not Control
0164,313798,12224896.71,12090288.6,134608.11,OLANZAPINE,Not Control
0165,2143884,134329454.99,95902172.16,38427282.83,OLANZAPINE,Not Control
0166,939334,25254514.96,24127006.31,1127508.65,NYSTATIN,Not Control
0167,547890,10637186.58,9449794.18,1187392.4000000001,OLANZAPINE,Not Control
0168,604901,13222667.22,12668380.51,554286.71,OLANZAPINE,Not Control
0169,2455191,26005193.01,25348461.39,656731.62,COUMADIN,Not Control
0170,2340655,103602627.01,101617955.42,1984671.59,ENABLEX,Not Control
0171,612090,59909529.08,59075865.96,833663.12,ENABLEX,Not Control
0172,1118636,24806710.3,21849609.16,2957101.14,COUMADIN,Not Control
0173,1612124,21688298.65,20974848.09,713450.56,LISINOPRIL,Not Control
0174,181647,6012822.67,5856667.47,156155.2,COUMADIN,Not Control
0175,1426430,100497295.94,98543143.35,1954152.59,PREDNISONE,Not Control
0176,808749,22671060.57,22318817.91,352242.66,BUPRENORPH,Not Control
0177,2125582,42338313.04,41678314.76,659998.28,BUPRENORPH,Not Control
0178,1425375,10798821.69,10606511,192310.69,METFORMIN,Not Control
0179,805409,36752073.56,36184363.12,567710.44,METFORMIN,Not Control
0180,3586820,54888177.63,52866819.6,2021358.03,TIZANIDINE,Not Control
0181,1683330,28146863.92,27626078.17,520785.75,DIVALPROEX,Not Control
0182,1761842,29969549.48,29452245.14,517304.34,DIVALPROEX,Not Control
0183,3795201,162933923.65,161321322.12,1612601.53,HYDROCHLOR,Not Control
0184,623185,12749281.13,12032367.81,716913.32,OXCARBAZEP,Not Control
0185,572211,22741948.27,22429912.72,312035.55,OXCARBAZEP,Not Control
0186,511028,8150775.2299999995,7940554.97,210220.26,CLONIDINE,Not Control
0187,320531,27105334.9,26891354.14,213980.76,OXYCODONE,Not Control
0188,629434,64384026.94,63787021.38,597005.5599999999,METHYLPRED,Not Control
0189,1022670,280510758.8,279371850.95,1138907.85,BUPRENORPH,Not Control
0190,7373658,559092991.9,496545650.87,62547341.03,LIDOCAINE-,Not Control
0191,513488,73050757.51,69975961.55,3074795.96,PENTASA,Not Control
0192,739957,179202276.97,147542905.96,31659371.01,ORTHO EVRA,Not Control
0193,1665400,14659191.67,13110944.4,1548247.27,LUNESTA,Not Control
0194,1154547,38263726.78,37928200.61,335526.17,NICODERM C,Not Control
0195,455033,4505937.12,4468138.81,37798.31,NICODERM C,Not Control
0196,1571128,19267622.66,18616414.51,651208.15,CLOPIDOGRE,Not Control
0197,1165231,11467515.05,11356539.2,110975.85,ESCITALOPR,Not Control
0198,830420,7840565.46,7736501.09,104064.37,AMLODIPINE,Not Control
0199,1806559,38599400.73,37837656.76,761743.97,CITRUCEL,Not Control
0200,4031683,276038870.06,257556392.92,18482477.14,PENICILLIN,Not Control
0201,3485315,136778144.89,122839745.42,13938399.47,CLINDAMYCI,Not Control
0202,4641154,387292652.43,381729684.74,5562967.6899999995,CLINDAMYCI,Not Control
0203,2400074,48783161.18,48172266.21,610894.97,CLINDAMYCI,Not Control
0204,4246317,651327880.3199999,634603393.9,16724486.42,LIDOCAINE,Not Control
0205,344650,52635268.36,51292083.08,1343185.28,PANCRELIPA,Not Control
0206,520108,396096703.68,363460314.65,32636389.03,NICOTINE G,Not Control
0207,960153,51607991.95,51326847.29,281144.66,CITALOPRAM,Not Control
0208,1608313,34375737.64,33179376.85,1196360.79,FUROSEMIDE,Not Control
0209,1143254,47841680.47,44505291.72,3336388.75,TERBINAFIN,Not Control
0210,753690,225519037.59,222301881.57,3217156.02,MONTELUKAS,Not Control
0211,962466,295118759.63,282972678.79,12146080.84,MIDODRINE,Not Control
0212,2830299,43454344.08,41114910.71,2339433.37,SERTRALINE,Not Control
0213,1701329,20068252.92,19744681.78,323571.14,MIDODRINE,Not Control
0214,1562869,11861268.35,11657092.07,204176.28,HALOPERIDO,Not Control
0215,757732,502976761.32,501876806.65,1099954.67,PERMETHRIN,Not Control
0216,1559886,37188119.97,36504086.93,684033.04,FUROSEMIDE,Not Control
0217,1115279,54726574.62,53619106.31,1107468.31,METFORMIN,Not Control
0218,2275789,54174223.63,53191176.8,983046.83,CLOPIDOGRE,Not Control
0219,789411,45285325.42,44501733.54,783591.88,BENZTROPIN,Not Control
0220,1299745,51135387.16,50248277.04,887110.12,QUETIAPINE,Not Control
0221,1664660,103147723.46,91442464.5,11705258.96,JANUVIA,Not Control
0222,4715296,182334811.83,176795015.8,5539796.03,QUETIAPINE,Not Control
0223,3676737,67603063.66,66675007.55,928056.11,QUETIAPINE,Not Control
0224,1405238,40123522.4,39618040.25,505482.15,LEVETIRACE,Not Control
0225,1341529,42851970.2,42048481.61,803488.59,GEMFIBROZI,Not Control
0226,376709,8386947.54,8285754.890000001,101192.65,LOSARTAN H,Not Control
0227,1490747,393596320.16,391241730.2,2354589.96,ISENTRESS,Not Control
0228,1314597,604723083.53,601908612.67,2814470.86,PIOGLITAZO,Not Control
0229,800673,28608920,27627091.16,981828.84,QUETIAPINE,Not Control
0230,1259432,87280215.13,85286981.8,1993233.33,QUETIAPINE,Not Control
0231,2198453,920862406.99,916247920.39,4614486.6,ATENOLOL,Not Control
0232,1523403,14644280.54,14459788.42,184492.12,FUROSEMIDE,Not Control
0233,429392,14909625.39,13576116.88,1333508.51,ONDANSETRO,Not Control
0234,89094,21730810.16,21222982.65,507827.51,DESMOPRESS,Not Control
0235,915562,16868657.01,16586216.09,282440.92,MORPHINE S,Not Control
0236,146130,5483110.11,5398529.17,84580.94,MORPHINE S,Not Control
0237,867719,11972776.8,10015738.28,1957038.52,MORPHINE S,Not Control
0238,1545493,13084079.64,12769033.53,315046.11,AMLODIPINE,Not Control
0239,1847888,17828222.96,15567306.3,2260916.66,AMLODIPINE,Not Control
0240,1727296,79382862.3,76109116.4,3273745.9,LORAZEPAM,Not Control
0241,1895054,33392804.66,32673899.76,718904.9,LORAZEPAM,Not Control
0242,1539786,94959326.83,93952047.99,1007278.84,TOVIAZ,Not Control
0243,597118,291010960.49,277612605,13398355.49,TRETINOIN,Not Control
0244,145993,24794107.669999998,24378848.71,415258.96,TOVIAZ,Not Control
0245,499792,20260369.58,19684752.81,575616.77,LAMOTRIGIN,Not Control
0246,700671,14634939.64,13906433.81,728505.83,LAMOTRIGIN,Not Control
0247,1635756,169679098.67000002,166606793.75,3072304.92,VENLAFAXIN,Not Control
0248,3256195,38884464.64,38278576.77,605887.87,TRINESSA,Not Control
0249,1472629,58453406.94,57963348.52,490058.42,VENLAFAXIN,Not Control
0250,743487,13816075.7,13642944.8,173130.9,CIPROFLOXA,Not Control
0251,1798431,56739832.16,56204821.88,535010.28,ESCITALOPR,Not Control
0252,889575,26334447.1,26029751.48,304695.62,TIZANIDINE,Not Control
0253,4853317,54128408.85,53575956.87,552451.98,ACYCLOVIR,Not Control
0254,1256645,57059581.85,56464354.96,595226.89,CARVEDILOL,Not Control
0255,511368,18690480.01,18171807.58,518672.43,CARVEDILOL,Not Control
0256,440086,20593995.81,20256087.66,337908.15,CARVEDILOL,Not Control
0257,997265,59329234.57,57471423.88,1857810.69,HALOPERIDO,Not Control
0258,855377,25703879.06,24861806.63,842072.43,CLOTRIMAZO,Not Control
0259,1621948,40331681.14,39251680.69,1080000.45,MONTELUKAS,Not Control
0260,693083,76026391.69,73975511.51,2050880.18,TRAVATAN Z,Not Control
0261,176306,21930239.19,20991910.78,938328.41,CELLCEPT O,Not Control
0262,319246,15369576.44,14816026.9,553549.54,NIFEDIPINE,Not Control
0263,638334,9461410.08,9273535.01,187875.07,CLINDAMYCI,Not Control
0264,2528406,46547117.9,46146191.22,400926.68,FLUOCINONI,Not Control
0265,118387,7824235.08,6904413.4,919821.68,HYDROMORPH,Not Control
0266,317269,11478773.32,11287492.68,191280.64,GABAPENTIN,Not Control
0267,297243,35480810.72,33806812.08,1673998.64,CLOBETASOL,Not Control
0268,1040715,62964284.13,62492380.6,471903.53,ROPINIROLE,Not Control
0269,1496526,100571781.32,87412040.67,13159740.65,ROPINIROLE,Not Control
0270,520162,23802603.78,22645506.51,1157097.27,QUINAPRIL,Not Control
0271,2016424,67747593.51,66873289.47,874304.04,PATANOL,Not Control
0272,3152548,216546107.83,211959446.21,4586661.62,PATADAY,Not Control
0273,1442664,221909189.03,220850406.41,1058782.62,NUVARING,Not Control
0274,437135,111028383.98,108152307.77,2876076.21,NEXPLANON,Not Control
0275,1710816,67473122.34,66836005.12,637117.22,DONEPEZIL,Not Control
0276,666598,33370883.72,30027821.94,3343061.78,DONEPEZIL,Not Control
0277,1849470,687673968.9,682558587.27,5115381.63,JANUVIA,Not Control
0278,415690,42906069.28,40937377.910000004,1968691.37,TOPIRAMATE,Not Control
0279,659184,51118189.03,50956917.98,161271.05,TOPIRAMATE,Not Control
0280,1577013,92223600.05,83055869.18,9167730.87,TOPIRAMATE,Not Control
0281,584748,107217258.07,105604752.63,1612505.44,SEROQUEL X,Not Control
0282,1192434,112579706.98,110300959.3,2278747.68,SEROQUEL X,Not Control
0283,2455158,406408468.07,373038923.82,33369544.25,SEROQUEL X,Not Control
0284,836492,314042669.5,309250756.8,4791912.7,SEROQUEL X,Not Control
0285,37010,3812743.68,3530444.81,282298.87,DILTIAZEM,Not Control
0286,68023,15482291.76,14650705.49,831586.27,LEVOFLOXAC,Not Control
0287,26269,2066331.99,2001886.16,64445.83,NEXT CHOIC,Not Control
0288,697690,10075509.86,9948451.05,127058.81,MONTELUKAS,Not Control
0289,1526490,22772461.44,22525379.8,247081.64,MONTELUKAS,Not Control
0290,758837,11752033.17,11570579.12,181454.05,TOBRAMYCIN,Not Control
0291,459559,10874184.62,10775403.13,98781.49,RANITIDINE,Not Control
0292,2518724,28045046.24,27651430.7,393615.54,AMILORIDE,Not Control
0293,2539419,62314972.79,35689768.94,26625203.85,OXCARBAZEP,Not Control
0294,1294222,31748732.72,30901710.85,847021.87,AMOX TR-PO,Not Control
0295,1324697,40497382.51,40011712.9,485669.61,TOBRAMYCIN,Not Control
0296,2472601,54998538.76,54626864.45,371674.31,HYDROXYCHL,Not Control
0297,154046,6187281.74,6062224.0200000005,125057.72,AMOX TR-PO,Not Control
0298,152703,4648923.16,4585244.21,63678.95,AMOXICILLI,Not Control
0299,713022,13225281.72,12820943.7,404338.02,AMOXICILLI,Not Control
0300,506985,435391113.84,415850407.89,19540705.95,VIVITROL,Not Control
0301,811015,155169554.37,150582146.92,4587407.45,CHLORPROMA,Not Control
0302,1409435,385610163.36,378021616.46999997,7588546.89,ORA-SWEET-,Not Control
0303,2170213,511458620.52,503629315.25,7829305.27,ORA PLUS,Not Control
0304,776221,579981243.06,571204444.65,8776798.41,ORA SWEET,Not Control
0305,567287,47019058.43,43216530.94,3802527.4899999998,DENTA 5000,Not Control
0306,818100,334093591.35,325560950.33,8532641.02,RISPERDAL,Not Control
0307,291933,72786812.01,71662799.54,1124012.47,RISPERDAL,Not Control
0308,974601,610730536.96,602279799.53,8450737.43,NITROFURAN,Not Control
0309,312429,32605446.76,29651594.78,2953851.98,DESONIDE O,Not Control
0310,350036,59999300.05,57114392.79,2884907.26,PENNSAID,Not Control
0311,554671,34222846.35,32948306.78,1274539.57,LOPERAMIDE,Not Control
0312,617405,268809070.54,263323590.24,5485480.3,METHYLPHEN,Not Control
0313,262473,209874820.39,193699585.01,16175235.379999999,IMIPRAMINE,Not Control
0314,698722,268255231.05,242590613.49,25664617.56,KETOROLAC,Not Control
0315,1680200,185297716.58,171985120.57,13312596.01,POLYMYXIN,Not Control
0316,93716,8054955.71,7998379.13,56576.58,LOMEDIA 24,Not Control
0317,317637,184175340.01,182894045.55,1281294.46,CIMETIDINE,Not Control
0318,304738,12478405.31,12268155.34,210249.97,PIOGLITAZO,Not Control
0319,2284317,17861467.64,14885156.3,2976311.34,TRAMADOL H,Not Control
0320,661553,48971907.73,43160743.7,5811164.03,TRIAMCINOL,Not Control
0321,1491472,23400238.63,22945404.26,454834.37,GLIMEPIRID,Not Control
0322,351364,6289014.58,5919714.28,369300.3,CLONIDINE,Not Control
0323,459784,7808605.67,7691216.26,117389.41,HYDROXYZIN,Not Control
0324,333849,12886888.97,12762347.1,124541.87,VALACYCLOV,Not Control
0325,233329,424936886,422464761.71,2472124.29,VALACYCLOV,Not Control
0326,52169,1853760.27,1662282.09,191478.18,NALTREXONE,Not Control
0327,483036,13032957.12,12813568.43,219388.69,HALOPERIDO,Not Control
0328,293559,5922695.6,5841933.94,80761.66,HYDRALAZIN,Not Control
0329,107066,3091238.08,3043075.32,48162.76,SPIRONOLAC,Not Control
0330,594360,57964445.96,57359366.53,605079.43,PHENOBARBI,Not Control
0331,237338,8926290.49,8754758.9,171531.59,HYDROCORTI,Not Control
0332,943395,48612396.28,48024522.06,587874.22,PATANASE,Not Control
0333,882025,171281968.93,170329330.92,952638.01,METRONIDAZ,Not Control
0334,2470811,36990012.88,36519998.23,470014.65,HALOPERIDO,Not Control
0335,172102,16250656,16009725.43,240930.57,HALOPERIDO,Not Control
0336,249467,97349705.7,94447838.7,2901867,TRIAM LOT,Not Control
0337,895007,66571533.17,64646120.93,1925412.24,HYDROCORTI,Not Control
0338,280795,8964851.93,8828865.59,135986.34,SILDENAFIL,Not Control
0339,338617,35611540.59,27180156.009999998,8431384.58,NAPROXEN,Not Control
0340,511951,88802479.01,70022687.67,18779791.34,HYDROCODON,Not Control
0341,465318,15599869.44,12731109.76,2868759.68,CLONIDINE,Not Control
0342,868567,30764510.91,24313672.31,6450838.6,DESMOPRESS,Not Control
0343,325760,12056076,11692839.23,363236.77,CITALOPRAM,Not Control
0344,343210,9425404.35,9333989.6,91414.75,VIVELLE-DO,Not Control
0345,885426,5575211.25,5456412.58,118798.67,DIAZEPAM,Not Control
0346,396189,16874064.96,16326157.22,547907.74,VIVELLE-DO,Not Control
0347,447428,6686848.62,6366894.72,319953.9,HYDROCHLOR,Not Control
0348,388632,16205986.92,14025563.9,2180423.02,TINIDAZOLE,Not Control
0349,76513,3493856.79,2866416.8,627439.99,HYDROCODON,Not Control
0350,660151,38589942.13,28836440.08,9753502.05,METHOTREXA,Not Control
0351,661148,7383439.99,7303152.95,80287.04,HALOPERIDO,Not Control
0352,1934397,11161184.14,10984635.01,176549.13,SERTRALINE,Not Control
0353,2930568,28094461.3,27732849.61,361611.69,NIFEDIPINE,Not Control
0354,1283712,20493173.27,20248290.27,244883,BUPROPION,Not Control
0355,497284,9390414.26,8930926.9,459487.36,SENNA-DOCU,Not Control
0356,1695075,6066060.13,5946409.43,119650.7,ONDANSETRO,Not Control
0357,1005530,87805358.33,83734861.5,4070496.83,TRILEPTAL,Not Control
0358,375840,19493433.54,19123782.95,369650.59,DIOVAN,Not Control
0359,437299,18429001.6,18363627.41,65374.19,DIOVAN,Not Control
0360,775032,23090959.669999998,22966215.46,124744.21,DIOVAN,Not Control
0361,2393783,14721427.42,14065057.15,656370.27,FOLIC ACID,Not Control
0362,397336,4264327.39,4153808.4,110518.99,HYDROXYZIN,Not Control
0363,1017646,40522988.29,38812235.7,1710752.59,RIZATRIPTA,Not Control
