Product.Code,Labeler.Code,Substance.Name,Strength,DEA.Schedule,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed
0036,13668,RISPERIDONE,0.5,Not Control,32371438.84,29192048.73,3179390.11
0037,43199,LABETALOL HYDROCHLORIDE,100,Not Control,49262580.84,48749214.42,513366.42
0038,43199,LABETALOL HYDROCHLORIDE,200,Not Control,79154231.22,77839842.17999999,1314389.04
0039,00093,LAMOTRIGINE,25,Not Control,49795219.29,47559807.79,2235411.5
0040,58468,AGALSIDASE BETA,5,Not Control,463536391.61,434165438.11,29370953.5
0041,16714,ALLOPURINOL,100,Not Control,48923248.15,44883023.63,4040224.52
0042,43199,METHYLPHENIDATE HYDROCHLORIDE,20,CII,68886042.08,62343950.2,6542091.88
0043,00703,METHYLPREDNISOLONE ACETATE,40,Not Control,19118998.66,17257008.18,1861990.48
0044,61314,TRIFLURIDINE,10,Not Control,141926672.4,134760721.69,7165950.71
0045,00054,IPRATROPIUM BROMIDE,21,Not Control,38964376.21,37988507.65,975868.56
0046,45802,GENTAMICIN SULFATE,1,Not Control,21330981.73,21040375.12,290606.61
0047,63323,HEPARIN SODIUM,5000,Not Control,23496571.46,19139315.81,4357255.65
0048,00378,PIOGLITAZONE HYDROCHLORIDE,15,Not Control,12532229.33,12329955.13,202274.2
0049,00338,SODIUM CHLORIDE,9,Not Control,200455602.33,157022188.54,43433413.79
0050,65162,OXYCODONE HYDROCHLORIDE,20,CII,189882751.69,182945704.61,6937047.08
0051,00093,CARVEDILOL,3.125,Not Control,182616217.42000002,144174355.49,38441861.93
0052,65862,SIMVASTATIN,20,Not Control,36042534.43,35133259.53,909274.9
0053,65162,CITALOPRAM HYDROBROMIDE,20,Not Control,167685750.05,136312710.66,31373039.39
0054,00168,NYSTATIN,100000,Not Control,19114511.7,18365991.27,748520.43
0055,33342,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,29910640.86,29496838.39,413802.47000000003
0056,00168,BETAMETHASONE DIPROPIONATE,0.5,Not Control,56708663.53,54572965.04,2135698.49
0057,00054,DIGOXIN,0.05,Not Control,70557328.48,67473427.66,3083900.82
0058,13107,ACETAMINOPHEN; CODEINE PHOSPHATE,300; 15,CIII,17325907.39,17004187.86,321719.52999999997
0059,59762,ALPRAZOLAM,1,CIV,11521811.75,11369210.03,152601.72
0060,33342,CLOPIDOGREL BISULFATE,75,Not Control,367952757.46999997,307803103.35,60149654.12
0061,NA,NA,NA,NA,354919544.12,317893914.72,37025629.4
0062,49348,SENNOSIDES,8.6,Not Control,26857126.7,26466183.32,390943.38
0063,00185,CLONAZEPAM,0.5,CIV,61953033.73,59907225.96,2045807.77
0064,00185,CLONAZEPAM,1,CIV,104597635.8,98932603.05,5665032.75
0065,16729,LEVETIRACETAM,500,Not Control,57769569.23,56736358.43,1033210.8
0066,59762,ALPRAZOLAM,2,CIV,8636641.89,8497827.86,138814.03
0067,68382,SIMVASTATIN,20,Not Control,2674380.07,2623340.2,51039.87
0068,68382,SIMVASTATIN,40,Not Control,11494533.19,11278508.82,216024.37
0069,13668,VALSARTAN,160,Not Control,573820.39,552536.46,21283.93
0070,23155,METHIMAZOLE,5,Not Control,105936797.12,104016587.1,1920210.02
0071,57894,GOLIMUMAB,100,Not Control,34643232.65,34204241.91,438990.74
0072,00185,LOVASTATIN,20,Not Control,144083939.41,142727165.15,1356774.26
0073,00093,ZOLPIDEM TARTRATE,5,CIV,138517515.65,135516571.78,3000943.87
0074,00093,ZOLPIDEM TARTRATE,10,CIV,158152735.99,152258943.1,5893792.89
0075,59762,HYDROCORTISONE,20,Not Control,844806289.21,837831913.61,6974375.6
0076,65862,CIPROFLOXACIN HYDROCHLORIDE,250,Not Control,66862659.36,63482898.03,3379761.33
0077,57237,ONDANSETRON,4,Not Control,26093785.46,25600844.81,492940.65
0078,00006,SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,50; 500,Not Control,9310761.99,9225379.52,85382.47
0079,65862,TERBINAFINE HYDROCHLORIDE,250,Not Control,19349265.01,19125174.78,224090.23
0080,00006,SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,50; 1000,Not Control,146203916.87,112086979.26,34116937.61
0081,16729,NALTREXONE HYDROCHLORIDE,50,Not Control,171547030.38,165754638.33,5792392.05
0082,50242,RANIBIZUMAB,6,Not Control,34760141.85,27542886.7,7217255.15
0083,16714,HYDROXYZINE HYDROCHLORIDE,50,Not Control,7113840.36,7013982.76,99857.6
0084,00185,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,1.25; 1.25; 1.25; 1.25,CII,10274585.72,10093711.75,180873.97
0085,00338,DEXTROSE MONOHYDRATE; SODIUM CHLORIDE,5; 450,Not Control,13483521.95,12667890.64,815631.31
0086,33342,OLANZAPINE,20,Not Control,14837396.77,14567947.27,269449.5
0087,00597,IPRATROPIUM BROMIDE,17,Not Control,164315097.44,161906305.01,2408792.43
0088,33342,RIZATRIPTAN BENZOATE,10,Not Control,41760935.69,35291565.54,6469370.15
0089,13668,OLANZAPINE,15,Not Control,12585004.32,12417126.42,167877.9
0090,16729,FINASTERIDE,5,Not Control,21614957.3,21043713.37,571243.93
0091,13668,PRAMIPEXOLE DIHYDROCHLORIDE,0.125,Not Control,4615540.79,4531028.71,84512.08
0092,68382,CARVEDILOL,3.125,Not Control,7172812.34,6172585.55,1000226.79
0093,00378,FLURBIPROFEN,100,Not Control,28674915.240000002,28519550.18,155365.06
0094,33342,RIZATRIPTAN BENZOATE,10,Not Control,20319093.56,18688305.29,1630788.27
0095,00310,ROFLUMILAST,500,Not Control,39433157.12,39040308.27,392848.85
0096,68382,HYDROXYCHLOROQUINE SULFATE,200,Not Control,43483684.44,43054159.52,429524.92
0097,00054,OXCARBAZEPINE,150,Not Control,16832751.37,16576399.78,256351.59
0098,00054,OXCARBAZEPINE,300,Not Control,82868011.98,75154260.13,7713751.850000001
0099,00054,OXCARBAZEPINE,600,Not Control,33467586.27,32883441.18,584145.09
0100,17478,CYCLOPENTOLATE HYDROCHLORIDE,10,Not Control,927556166.04,892389187.76,35166978.28
0101,10370,BUPROPION HYDROCHLORIDE,150,Not Control,1327256117.67,1288426339.76,38829777.91
0102,00185,LISINOPRIL,20,Not Control,590315646.56,566920798.85,23394847.71
0103,65597,OLMESARTAN MEDOXOMIL,20,Not Control,522790086.32,508737733.57,14052352.75
0104,59088,SODIUM FLUORIDE,0.25,Not Control,538964649.36,526270201.96,12694447.4
0105,57237,DOXYCYCLINE HYCLATE,100,Not Control,399290084.99,379300008.16,19990076.830000002
0106,65597,OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE,40; 12.5,Not Control,286855507.71,278730003.03000003,8125504.68
0107,52054,MEBENDAZOLE,100,Not Control,252857596.75,245779861.29,7077735.46
0108,57664,PROMETHAZINE HYDROCHLORIDE,25,Not Control,31063317.35,30277249.830000002,786067.52
0109,00093,CARBAMAZEPINE,200,Not Control,44651331.38,43556306.93,1095024.45
0110,13668,DULOXETINE HYDROCHLORIDE,30,Not Control,148916217.47,124363225.65,24552991.82
0111,13668,DULOXETINE HYDROCHLORIDE,60,Not Control,232706808.21,216917942.38,15788865.83
0112,29300,LAMOTRIGINE,100,Not Control,183935620.79,182181262.92,1754357.87
0113,68180,LEVETIRACETAM,500,Not Control,35143648.12,34446629.2,697018.92
0114,00054,VALACYCLOVIR HYDROCHLORIDE,500,Not Control,21615295.01,21314668.68,300626.33
0115,00054,VALACYCLOVIR HYDROCHLORIDE,1,Not Control,41060540.08,40340255.73,720284.35
0116,13668,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,12.5; 50,Not Control,25496363.33,24987201.67,509161.66
0117,68180,LEVETIRACETAM,500,Not Control,89909145.63,70198441.59,19710704.04
0118,00574,TROSPIUM CHLORIDE,60,Not Control,32926710.24,31926640.32,1000069.92
0119,16729,MONTELUKAST SODIUM,10,Not Control,54564103.87,53770380.65,793723.22
0120,69543,ACARBOSE,25,Not Control,42207472.77,41262619.05,944853.72
0121,23155,ROPINIROLE HYDROCHLORIDE,0.25,Not Control,42356941.99,39121160.47,3235781.52
0122,00185,NITROFURANTOIN MONOHYDRATE; NITROFURANTOIN,75; 25,Not Control,58251153.79,57075762.74,1175391.05
0123,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,5; 325,CII,137929521.1,121649380.26,16280140.84
0124,69097,TOPIRAMATE,100,Not Control,98354761.29,87924694.38,10430066.91
0125,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,10; 325,CII,154582041.2,152225673.68,2356367.52
0126,69097,AMLODIPINE BESYLATE,2.5,Not Control,71606926.87,55882612.15,15724314.72
0127,69097,AMLODIPINE BESYLATE,5,Not Control,122424562.29,95293612.02,27130950.27
0128,63323,DACARBAZINE,10,Not Control,15453347.41,14766616.13,686731.28
0129,00574,CLINDAMYCIN PALMITATE HYDROCHLORIDE,75,Not Control,44262245.93,43638750.7,623495.23
0130,00185,BUMETANIDE,2,Not Control,304867486.94,292852993.54,12014493.4
0131,69543,ALENDRONATE SODIUM,70,Not Control,18432113.66,18091694.36,340419.3
0132,45802,FENOFIBRATE,145,Not Control,103860123.58,98301112.71,5559010.87
0133,00168,CLOTRIMAZOLE,10,Not Control,16489660.07,16285300.88,204359.19
0134,16729,ALLOPURINOL,100,Not Control,526883873.2,435634744.35,91249128.85
0135,00597,DABIGATRAN ETEXILATE MESYLATE,150,Not Control,109808377.48,105419533.7,4388843.78
0136,00406,METHYLPHENIDATE HYDROCHLORIDE,36,CII,165644325.32,159089183.09,6555142.2299999995
0137,00378,ALLOPURINOL,100,Not Control,54388649.13,49082351.66,5306297.47
0138,16729,CLONAZEPAM,2,CIV,64919369.13,64434844.3,484524.83
0139,68382,TOPIRAMATE,50,Not Control,24751252.51,24269525.79,481726.72
0140,50458,CANAGLIFLOZIN,100,Not Control,614227834.79,610163261.18,4064573.61
0141,45963,BUPROPION HYDROCHLORIDE,150,Not Control,193690410.01,191818800.3,1871609.71
0142,62756,METFORMIN HYDROCHLORIDE,500,Not Control,26646574.29,26268165.36,378408.93
0143,00378,INDOMETHACIN,25,Not Control,17106538.23,16872645.18,233893.05
0144,65862,CARVEDILOL,12.5,Not Control,40754158.05,39234517.33,1519640.72
0145,50242,PERTUZUMAB,30,Not Control,191675768.98,168410153.75,23265615.23
0146,53489,SULFAMETHOXAZOLE; TRIMETHOPRIM,800; 160,Not Control,55193918.64,54445191.2,748727.4400000001
0147,65862,SUMATRIPTAN SUCCINATE,50,Not Control,26568387.87,24767111.16,1801276.71
0147,65862,SUMATRIPTAN SUCCINATE,50,Not Control,26568387.87,24767111.16,1801276.71
0148,16729,QUETIAPINE FUMARATE,200,Not Control,66895709.43,66161441.45,734267.98
0149,69097,LAMOTRIGINE,100,Not Control,22662466.49,21735859.97,926606.52
0150,00093,ACETAMINOPHEN; CODEINE PHOSPHATE,300; 30,CIII,187179486.49,184483427.32,2696059.17
0151,45802,FLUOCINONIDE,1,Not Control,102296380.92,100134797.15,2161583.77
0152,51862,VITAMIN A ACETATE; ASCORBIC ACID; CHOLECALCIFEROL; .ALPHA.-TOCOPHEROL ACETATE; THIAMINE HYDROCHLORIDE; RIBOFLAVIN; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; FOLIC ACID; CYANOCOBALAMIN; SODIUM FLUORIDE,2500; 60; 400; 15; 1.05; 1.2; 13.5; 1.05; .3; 4.5; .5,Not Control,71260819.29,70378207,882612.29
0153,68462,TOPIRAMATE,50,Not Control,63614215.75,62636909.64,977306.11
0154,68001,CARVEDILOL,6.25,Not Control,79936497.2,76992330.02,2944167.18
0155,59762,ATORVASTATIN CALCIUM TRIHYDRATE,10,Not Control,36803594.96,36004586.44,799008.52
0156,59762,ATORVASTATIN CALCIUM TRIHYDRATE,20,Not Control,26260843.62,25894174.28,366669.34
0157,59762,ATORVASTATIN CALCIUM TRIHYDRATE,40,Not Control,72531516.05,69130835.1,3400680.95
0158,59762,ATORVASTATIN CALCIUM TRIHYDRATE,80,Not Control,42374975.54,41740440.75,634534.79
0159,69097,MELOXICAM,15,Not Control,17420520.88,16932991.57,487529.31
0160,68180,AZITHROMYCIN MONOHYDRATE,250,Not Control,91889187.36,90232498.17,1656689.19
0161,43386,MISOPROSTOL,200,Not Control,9025296.79,8649495.29,375801.5
0162,63323,KETOROLAC TROMETHAMINE,30,Not Control,54667665.31,50903827.45,3763837.86
0162,63323,KETOROLAC TROMETHAMINE,30,Not Control,54667665.31,50903827.45,3763837.86
0162,63323,KETOROLAC TROMETHAMINE,30,Not Control,54667665.31,50903827.45,3763837.86
0163,00168,CLOBETASOL PROPIONATE,0.5,Not Control,29299872.14,27784623.05,1515249.09
0164,00597,EMPAGLIFLOZIN; LINAGLIPTIN,25; 5,Not Control,12224896.71,12090288.6,134608.11
0165,43598,OLANZAPINE,7.5,Not Control,134329454.99,95902172.16,38427282.83
0166,13925,PREDNISOLONE SODIUM PHOSPHATE,5,Not Control,25254514.96,24127006.31,1127508.65
0167,55111,OLANZAPINE,15,Not Control,10637186.58,9449794.18,1187392.4000000001
0168,00597,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,12.5; 1000,Not Control,13222667.22,12668380.51,554286.71
0169,16729,ESCITALOPRAM OXALATE,10,Not Control,26005193.01,25348461.39,656731.62
0170,23155,ZOLEDRONIC ACID,4,Not Control,103602627.01,101617955.42,1984671.59
0171,50419,REGORAFENIB MONOHYDRATE,40,Not Control,59909529.08,59075865.96,833663.12
0172,00056,WARFARIN SODIUM,5,Not Control,24806710.3,21849609.16,2957101.14
0173,69097,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,2.5; .5,Not Control,21688298.65,20974848.09,713450.56
0174,16729,AMITRIPTYLINE HYDROCHLORIDE,75,Not Control,6012822.67,5856667.47,156155.2
0175,59746,PREDNISONE,20,Not Control,100497295.94,98543143.35,1954152.59
0176,50458,NA,NA,Not Control,22671060.57,22318817.91,352242.66
0177,00054,BUPRENORPHINE HYDROCHLORIDE,8,CIII,42338313.04,41678314.76,659998.28
0178,23155,ISOSORBIDE MONONITRATE,60,Not Control,10798821.69,10606511,192310.69
0179,55111,TIZANIDINE HYDROCHLORIDE,2,Not Control,36752073.56,36184363.12,567710.44
0180,59762,VENLAFAXINE HYDROCHLORIDE,37.5,Not Control,54888177.63,52866819.6,2021358.03
0181,00378,ALLOPURINOL,300,Not Control,28146863.92,27626078.17,520785.75
0182,00378,PROPRANOLOL HYDROCHLORIDE,10,Not Control,29969549.48,29452245.14,517304.34
0183,00378,PROPRANOLOL HYDROCHLORIDE,20,Not Control,162933923.65,161321322.12,1612601.53
0184,00378,PROPRANOLOL HYDROCHLORIDE,40,Not Control,12749281.13,12032367.81,716913.32
0185,65862,CLINDAMYCIN HYDROCHLORIDE,150,Not Control,22741948.27,22429912.72,312035.55
0185,65862,CLINDAMYCIN HYDROCHLORIDE,150,Not Control,22741948.27,22429912.72,312035.55
0186,00378,CLONIDINE HYDROCHLORIDE,0.2,Not Control,8150775.2299999995,7940554.97,210220.26
0187,29300,HYDROCHLOROTHIAZIDE; BISOPROLOL FUMARATE,6.25; 2.5,Not Control,27105334.9,26891354.14,213980.76
0188,53746,NAPROXEN,250,Not Control,64384026.94,63787021.38,597005.5599999999
0189,65162,NAPROXEN,375,Not Control,280510758.8,279371850.95,1138907.85
0190,66758,POTASSIUM CHLORIDE,1500,Not Control,559092991.9,496545650.87,62547341.03
0191,54092,MESALAMINE,500,Not Control,73050757.51,69975961.55,3074795.96
0192,68462,MOMETASONE FUROATE,1,Not Control,179202276.97,147542905.96,31659371.01
0193,63323,IRINOTECAN HYDROCHLORIDE,20,Not Control,14659191.67,13110944.4,1548247.27
0193,63323,IRINOTECAN HYDROCHLORIDE,20,Not Control,14659191.67,13110944.4,1548247.27
0194,00135,NICOTINE,21,Not Control,38263726.78,37928200.61,335526.17
0195,00135,NICOTINE,14,Not Control,4505937.12,4468138.81,37798.31
0196,47781,OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN,5; 325,CII,19267622.66,18616414.51,651208.15
0197,68001,ESCITALOPRAM OXALATE,20,Not Control,11467515.05,11356539.2,110975.85
0198,68462,PRAVASTATIN SODIUM,80,Not Control,7840565.46,7736501.09,104064.37
0199,00054,OXCARBAZEPINE,300,Not Control,38599400.73,37837656.76,761743.97
0200,67618,CHLORHEXIDINE GLUCONATE,0.04,Not Control,276038870.06,257556392.92,18482477.14
0201,67253,PENICILLIN V POTASSIUM,500,Not Control,136778144.89,122839745.42,13938399.47
0202,00168,CLINDAMYCIN PHOSPHATE,10,Not Control,387292652.43,381729684.74,5562967.6899999995
0203,53746,OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN,5; 325,CII,48783161.18,48172266.21,610894.97
0204,43598,AMOXICILLIN; CLAVULANATE POTASSIUM,250; 62.5,Not Control,651327880.3199999,634603393.9,16724486.42
0205,68382,GABAPENTIN,800,Not Control,52635268.36,51292083.08,1343185.28
0206,31722,CITALOPRAM HYDROBROMIDE,10,Not Control,396096703.68,363460314.65,32636389.03
0207,65162,OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN,7.5; 325,CII,51607991.95,51326847.29,281144.66
0208,31722,CITALOPRAM HYDROBROMIDE,40,Not Control,34375737.64,33179376.85,1196360.79
0209,76282,TERBINAFINE HYDROCHLORIDE,250,Not Control,47841680.47,44505291.72,3336388.75
0210,00603,DIMETHICONE,80,Not Control,225519037.59,222301881.57,3217156.02
0211,00603,DIMETHICONE,125,Not Control,295118759.63,282972678.79,12146080.84
0212,65162,PHENYTOIN SODIUM,100,Not Control,43454344.08,41114910.71,2339433.37
0213,00245,MIDODRINE HYDROCHLORIDE,10,Not Control,20068252.92,19744681.78,323571.14
0214,31722,SERTRALINE HYDROCHLORIDE,100,Not Control,11861268.35,11657092.07,204176.28
0215,17478,ATROPINE SULFATE,10,Not Control,502976761.32,501876806.65,1099954.67
0216,00168,ERYTHROMYCIN,20,Not Control,37188119.97,36504086.93,684033.04
0217,67877,METFORMIN HYDROCHLORIDE,500,Not Control,54726574.62,53619106.31,1107468.31
0218,16729,CLOPIDOGREL BISULFATE,75,Not Control,54174223.63,53191176.8,983046.83
0219,13668,ARIPIPRAZOLE,15,Not Control,45285325.42,44501733.54,783591.88
0220,68462,LITHIUM CARBONATE,150,Not Control,51135387.16,50248277.04,887110.12
0221,68462,LITHIUM CARBONATE,300,Not Control,103147723.46,91442464.5,11705258.96
0222,67877,GABAPENTIN,100,Not Control,182334811.83,176795015.8,5539796.03
0223,00054,QUETIAPINE FUMARATE,300,Not Control,67603063.66,66675007.55,928056.11
0224,00713,FLUOCINOLONE ACETONIDE,0.25,Not Control,40123522.4,39618040.25,505482.15
0225,16714,LOSARTAN POTASSIUM; HYDROCHLOROTHIAZIDE,100; 25,Not Control,42851970.2,42048481.61,803488.59
0226,65862,CLARITHROMYCIN,500,Not Control,8386947.54,8285754.890000001,101192.65
0227,29300,METRONIDAZOLE,500,Not Control,393596320.16,391241730.2,2354589.96
0228,00378,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,604723083.53,601908612.67,2814470.86
0229,00054,QUETIAPINE FUMARATE,50,Not Control,28608920,27627091.16,981828.84
0230,68084,SULFAMETHOXAZOLE; TRIMETHOPRIM,800; 160,Not Control,87280215.13,85286981.8,1993233.33
0231,55111,PRAVASTATIN SODIUM,40,Not Control,920862406.99,916247920.39,4614486.6
0232,00378,FUROSEMIDE,80,Not Control,14644280.54,14459788.42,184492.12
0233,50383,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,20; 5,Not Control,14909625.39,13576116.88,1333508.51
0234,16714,PENICILLIN V POTASSIUM,250,Not Control,21730810.16,21222982.65,507827.51
0235,00054,MORPHINE SULFATE,15,CII,16868657.01,16586216.09,282440.92
0236,00054,MORPHINE SULFATE,30,CII,5483110.11,5398529.17,84580.94
0237,45802,SALICYLIC ACID,6,Not Control,11972776.8,10015738.28,1957038.52
0238,31722,AMLODIPINE BESYLATE,5,Not Control,13084079.64,12769033.53,315046.11
0239,31722,AMLODIPINE BESYLATE,10,Not Control,17828222.96,15567306.3,2260916.66
0240,62756,ONDANSETRON,4,Not Control,79382862.3,76109116.4,3273745.9
0241,00591,LORAZEPAM,1,CIV,33392804.66,32673899.76,718904.9
0242,29300,AMLODIPINE BESYLATE,5,Not Control,94959326.83,93952047.99,1007278.84
0243,43478,TRETINOIN,0.25,Not Control,291010960.49,277612605,13398355.49
0244,00069,FESOTERODINE FUMARATE,8,Not Control,24794107.669999998,24378848.71,415258.96
0245,57664,CARVEDILOL,12.5,Not Control,20260369.58,19684752.81,575616.77
0246,67877,QUETIAPINE FUMARATE,200,Not Control,14634939.64,13906433.81,728505.83
0247,60505,MIRTAZAPINE,15,Not Control,169679098.67000002,166606793.75,3072304.92
0248,68462,RANITIDINE HYDROCHLORIDE,150,Not Control,38884464.64,38278576.77,605887.87
0249,31722,ESCITALOPRAM OXALATE,5,Not Control,58453406.94,57963348.52,490058.42
0250,00904,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,60; 2.5,Not Control,13816075.7,13642944.8,173130.9
0251,67877,TRIAMCINOLONE ACETONIDE,1,Not Control,56739832.16,56204821.88,535010.28
0252,NA,NA,NA,NA,26334447.1,26029751.48,304695.62
0253,66530,TRETINOIN,0.25,Not Control,54128408.85,53575956.87,552451.98
0254,43547,CARVEDILOL,3.125,Not Control,57059581.85,56464354.96,595226.89
0255,67877,CEPHALEXIN,750,Not Control,18690480.01,18171807.58,518672.43
0256,43547,CARVEDILOL,12.5,Not Control,20593995.81,20256087.66,337908.15
0257,00378,HALOPERIDOL,1,Not Control,59329234.57,57471423.88,1857810.69
0258,00168,CLOTRIMAZOLE; BETAMETHASONE DIPROPIONATE,10; .5,Not Control,25703879.06,24861806.63,842072.43
0259,00054,MONTELUKAST SODIUM,10,Not Control,40331681.14,39251680.69,1080000.45
0260,00065,TRAVOPROST,0.04,Not Control,76026391.69,73975511.51,2050880.18
0261,68382,ACETAZOLAMIDE,500,Not Control,21930239.19,20991910.78,938328.41
0262,00093,FLUOCINONIDE,0.5,Not Control,15369576.44,14816026.9,553549.54
0263,45802,CLINDAMYCIN PHOSPHATE,10,Not Control,9461410.08,9273535.01,187875.07
0264,68001,BUPROPION HYDROCHLORIDE,300,Not Control,46547117.9,46146191.22,400926.68
0265,43547,GABAPENTIN,100,Not Control,7824235.08,6904413.4,919821.68
0266,43547,GABAPENTIN,300,Not Control,11478773.32,11287492.68,191280.64
0267,43547,GABAPENTIN,400,Not Control,35480810.72,33806812.08,1673998.64
0268,00603,ACETAMINOPHEN,500,Not Control,62964284.13,62492380.6,471903.53
0269,45802,PERMETHRIN,50,Not Control,100571781.32,87412040.67,13159740.65
0270,43547,ROPINIROLE HYDROCHLORIDE,1,Not Control,23802603.78,22645506.51,1157097.27
0271,43547,ROPINIROLE HYDROCHLORIDE,2,Not Control,67747593.51,66873289.47,874304.04
0272,43547,ROPINIROLE HYDROCHLORIDE,3,Not Control,216546107.83,211959446.21,4586661.62
0273,37205,BACITRACIN; NEOMYCIN; POLYMYXIN B SULFATE,400; 3.5; 5000,Not Control,221909189.03,220850406.41,1058782.62
0274,49348,BACITRACIN ZINC; POLYMYXIN B SULFATE,500; 10000,Not Control,111028383.98,108152307.77,2876076.21
0275,68462,DESMOPRESSIN ACETATE,0.1,Not Control,67473122.34,66836005.12,637117.22
0276,45802,HYDROCORTISONE,1,Not Control,33370883.72,30027821.94,3343061.78
0277,00378,CHLORDIAZEPOXIDE; AMITRIPTYLINE HYDROCHLORIDE,10; 27.98,CIV,687673968.9,682558587.27,5115381.63
0278,31722,TOPIRAMATE,25,Not Control,42906069.28,40937377.910000004,1968691.37
0279,68001,DICLOFENAC SODIUM,25,Not Control,51118189.03,50956917.98,161271.05
0280,00310,QUETIAPINE FUMARATE,50,Not Control,92223600.05,83055869.18,9167730.87
0281,68001,DICLOFENAC SODIUM,75,Not Control,107217258.07,105604752.63,1612505.44
0282,00310,QUETIAPINE FUMARATE,200,Not Control,112579706.98,110300959.3,2278747.68
