Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00085,0924,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,10; .5,,,96615693.464,2452902
00093,0350,ACETAMINOPHEN AND CODEINE PHOSPHATE,300; 60,CIII,YES,17843308.016,266210
00338,0017,DEXTROSE MONOHYDRATE,50,,,65506049.095,48897
00093,2204,METOCLOPRAMIDE,5,,,15012438.84,160479
00126,0287,SODIUM FLUORIDE,11,,,3491301.727,56793
00126,0287,SODIUM FLUORIDE,11,,,3491301.727,56793
00054,3185,DIAZEPAM INTENSOL,5,CIV,,211424,4808
00006,0952,LOSARTAN POTASSIUM,50,,,62067850.506,1410062
63323,0113,PENTAMIDINE ISETHIONATE,300,,,444,131
00093,0293,CARBIDOPA AND LEVODOPA,25; 100,,,39188424,412937
55513,0126,EPOETIN ALFA,2000,,,86234.19,13703
37205,0251,"DOCUSATE SODIUM, SENNOSIDES",50; 8.6,,,38503,555
00173,0446,ONDANSETRON HYDROCHLORIDE,4,,,1193827.458,44883
51672,1262,DESOXIMETASONE,2.5,,,857717,16685
00603,6240,TRIHEXYPHENIDYL HYDROCHLORIDE,2,,,1230561,19543
00085,0370,MOMETASONE FUROATE,1,,,5798217.6,155302
50111,0433,TRAZODONE HYDROCHLORIDE,50,,,42065456.46,1018809
00536,4445,PSYLLIUM,3.4,,,19661039,42475
00185,0130,BUMETANIDE,2,,,2517307,48309
00378,0231,ATENOLOL,50,,,32594371,793402
00002,4117,OLANZAPINE,10,,,153310271.804,3379006
00378,0221,TIMOLOL MALEATE,10,,,390632,6295
53489,0120,DOXYCYCLINE HYCLATE,100,,,2750725,128448
00781,1506,ATENOLOL,50,,,50500520.3,1203169
00615,4536,BUMETANIDE,1,,,133966,3825
00536,1850,PSEUDOEPHEDRINE HYDROCHLORIDE,30,,,3853870,26039
00378,0053,CIMETIDINE,200,,,254619,4626
60758,0801,TIMOLOL MALEATE,5,,,106817,11037
00006,0735,SIMVASTATIN,10,,,26893087.12,775200
00054,4527,LITHIUM CARBONATE,300,,,18416178.4,220281
17478,0070,ERYTHROMYCIN,5,,,26563.3,6885
00074,6215,DIVALPROEX SODIUM,500,,,293317365.558,3567646
24208,0910,ERYTHROMYCIN,5,,,1071758.088,268900
00378,2302,PRAZOSIN HYDROCHLORIDE,2,,,3132595,42622
00054,8176,DEXAMETHASONE,2,,,40061,890
00093,3109,AMOXICILLIN,500,,,29571677,1111160
24385,0310,GUAIFENESIN,100,,,5049465,21728
59762,3721,ALPRAZOLAM,1,CIV,,44394596,593119
24208,0670,SULFACETAMIDE SODIUM,100,,,4658434.374,312648
00093,0149,NAPROXEN,500,,,29107083.14,584719
00555,0873,MEDROXYPROGESTERONE ACETATE,5,,,2431802,80503
00603,2216,AMITRIPTYLINE HYDROCHLORIDE,100,,,1654436,40738
00703,9514,SULFAMETHOXAZOLE AND TRIMETHOPRIM,80; 16,,,17416,89
00703,9514,SULFAMETHOXAZOLE AND TRIMETHOPRIM,80; 16,,,17416,89
00032,1711,PROGESTERONE,200,,,215037,8803
00781,1764,IMIPRAMINE HYDROCHLORIDE,25,,,19178902.16,317917
00003,1967,STAVUDINE,40,,,36289856.56,605731
00378,9116,NITROGLYCERIN,0.6,,,2144881.1,69064
00781,1072,METHAZOLAMIDE,25,,,617684,8852
00172,2089,HYDROCHLOROTHIAZIDE,50,,,10359868.328,287402
00024,0335,MEPERIDINE HYDROCHLORIDE,50,CII,,1446208.018,27601
00024,0335,MEPERIDINE HYDROCHLORIDE,50,CII,,1446208.018,27601
00069,1530,AMLODIPINE BESYLATE,5,,,170002296.464,4541043
00173,0442,ONDANSETRON HYDROCHLORIDE,2,,,532736.32,87001
50458,0295,ITRACONAZOLE,10,,,4450562,11864
00023,2181,KETOROLAC TROMETHAMINE,5,,,1915515.4780000001,314363
00185,0799,RIFAMPIN,300,,,2015927.796,46057
00002,8031,GLUCAGON,NA,,,103531.24,69962
00168,0012,NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC,400; 3.5; 5000,,,2953413.09,99197
00009,0417,TESTOSTERONE CYPIONATE,200,CIII,,454472.07,38866
51672,2002,CLOTRIMAZOLE,1,,,688015,18207
00009,0306,METHYLPREDNISOLONE ACETATE,80,,,16909.7,6406
00009,0306,METHYLPREDNISOLONE ACETATE,80,,,16909.7,6406
00006,0749,SIMVASTATIN,40,,,24258859.4,681732
00093,6118,PREDNISOLONE,15,,,19820920.06,376916
00536,0825,GUAIFENESIN,100,,,15708125.652,73456
00168,0201,CLINDAMYCIN PHOSPHATE,10,,,366487,6301
00264,1800,SODIUM CHLORIDE,9,,,47823096.976,46612
00378,0210,CHLORPROPAMIDE,250,,,2034417,30867
00009,0055,ALPRAZOLAM,0.5,CIV,,5095409,62662
00007,4891,ROPINIROLE,0.5,,,1479615,15634
00781,1223,METOPROLOL TARTRATE,50,,,23828274,530024
00603,5165,PHENOBARBITAL,16.2,CIV,,2885384,34333
00025,1421,DICLOFENAC SODIUM AND MISOPROSTOL,75; 200,,,23575766,393568
50111,0325,BETHANECHOL CHLORIDE,25,,,789760.2,9165
00009,7376,MEDROXYPROGESTERONE ACETATE,150,,,231758.834,218049
00472,0155,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,1668242.6,50148
00310,0275,QUETIAPINE FUMARATE,25,,,72252805.04,972328
00004,0259,MYCOPHENOLATE MOFETIL,250,,,21415094.92,112375
00299,5765,DESONIDE,0.5,,,9681862.856,98756
00603,1378,LACTULOSE,10,,,21497662.206,24154
00378,4010,TEMAZEPAM,15,CIV,,14372674,463752
63323,0262,HEPARIN SODIUM,5000,,,275010.8,11464
63323,0262,HEPARIN SODIUM,5000,,,275010.8,11464
00069,2650,NIFEDIPINE,30,,,33145312.918,885649
00025,1041,SPIRONOLACTONE,50,,,2868504.6,54064
00093,0778,CARBAMAZEPINE,100,,,60602960.12,546932
51079,0386,LORAZEPAM,1,CIV,,1907820,50703
00078,0127,CLOZAPINE,100,,,82713326.552,1651873
59762,5000,SULFASALAZINE,500,,,46494,383
00085,0517,BETAMETHASONE DIPROPIONATE,0.5,,,6881220.532,162418
00378,0186,CLONIDINE HYDROCHLORIDE,0.2,,,30481898.218,444720
00615,0518,DIGOXIN,250,,,728350,27880
59676,0320,ERYTHROPOIETIN,20000,,,246498.4,40888
00054,4183,DEXAMETHASONE,2,,,417241.022,8622
00378,6090,DILTIAZEM HYDROCHLORIDE,90,,,1071534,20673
00555,0833,WARFARIN SODIUM,5,,,21784761.4,626222
00009,3331,CLINDAMYCIN PHOSPHATE,10,,,3267157.7,74204
00555,0285,DIPYRIDAMOLE,50,,,9162455.308,108388
17478,0284,GENTAMICIN SULFATE,3,,,240962.234,59908
00075,2451,DESMOPRESSIN ACETATE,4,,,81508,4534
51672,1297,CLOBETASOL PROPIONATE,0.5,,,7710,148
00378,1400,ACEBUTOLOL HYDROCHLORIDE,400,,,644269,13677
59630,0205,GLYCOPYRROLATE,2,,,676593,9484
00068,0508,RIFAMPIN,300,,,550566.256,12447
37000,0501,DIPHENHYDRAMINE HYDROCHLORIDE,50,,,9129,51
00172,4097,BACLOFEN,20,,,19124950.8,160999
00228,2069,OXAZEPAM,15,CIV,,2741348,47551
00023,8335,TAZAROTENE,0.5,,,671331,13440
24208,0795,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE, AND DEXAMETHASONE",3.5; 10000; 1,,,26331.37,6432
00085,3310,NITROGLYCERIN,40,,,4465456.3,144325
50111,0334,METRONIDAZOLE,500,,,4675184.278,274045
00615,2561,PROPRANOLOL HYDROCHLORIDE,10,,,343156,4756
00025,1451,MISOPROSTOL,100,,,9788315.472,122491
00006,0571,INDINAVIR SULFATE,200,,,2168747,12169
00378,0087,MAPROTILINE HYDROCHLORIDE,50,,,510227,7840
00087,6070,METFORMIN HYDROCHLORIDE,850,,,77313218,1028816
00173,0947,BUPROPION HYDROCHLORIDE,100,,,33103554.202,569562
00009,0698,METHYLPREDNISOLONE SODIUM SUCCINATE,1,,,33490,1740
00378,0088,CARBIDOPA AND LEVODOPA,25; 100,,,2232540,28858
00071,0156,ATORVASTATIN CALCIUM,20,,,75921645.586,2139511
00781,1818,FUROSEMIDE,20,,,24165789.4,592146
00186,1090,METOPROLOL SUCCINATE,50,,,37647958,1108674
00641,1398,CHLORPROMAZINE HYDROCHLORIDE,25,,,61831,7559
00378,0137,ALLOPURINOL,100,,,9881145.4,221501
00228,2497,NIFEDIPINE,10,,,4666717,67270
00781,1397,HALOPERIDOL,10,,,14849487.28,252513
00904,5186,IBUPROFEN,600,,,974958.28,18896
00378,0215,TOLBUTAMIDE,500,,,1150903,17417
51672,1274,BETAMETHASONE DIPROPIONATE,0.64,,,565131.8,11663
00187,3010,PYRIDOSTIGMINE BROMIDE,60,,,7297905,50816
00054,4297,FUROSEMIDE,20,,,12285198.76,332342
00069,3060,AZITHROMYCIN DIHYDRATE,250,,,22268378.16,3559288
00338,0551,DEXTROSE MONOHYDRATE,5,,,4445210,6821
51672,1275,CLOTRIMAZOLE,10,,,16640669,447782
63323,0513,GENTAMICIN SULFATE,10,,,10230,96
00378,1051,ENALAPRIL MALEATE,2.5,,,465673,10567
00173,0570,ONDANSETRON HYDROCHLORIDE,8,,,59840,2702
00085,0819,NITROGLYCERIN,160,,,603376,19685
00172,2083,HYDROCHLOROTHIAZIDE,25,,,54312888.802,1624907
00069,3140,AZITHROMYCIN DIHYDRATE,200,,,13509278.286,424503
53489,0145,SULFAMETHOXAZOLE AND TRIMETHOPRIM,400; 80,,,1704569.5,60845
00173,0642,LAMOTRIGINE,100,,,33203327.472,358571
51079,0789,ALPRAZOLAM,0.5,CIV,,263937,6094
00013,2150,ESTRADIOL,2,,,8365,8363
60951,0653,MORPHINE SULFATE,30,CII,YES,4442054.32,59786
00172,2907,FUROSEMIDE,40,,,42122929.404,1052031
63010,0010,NELFINAVIR MESYLATE,250,,,129980413.624,461451
17478,0288,TIMOLOL MALEATE,5,,,214726.5,22522
00228,2027,ALPRAZOLAM,0.25,CIV,,10831267,226019
51672,4032,WARFARIN SODIUM,5,,,916093,20862
00781,1972,DESIPRAMINE HYDROCHLORIDE,25,,,3079892,49262
00071,0527,QUINAPRIL HYDROCHLORIDE,5,,,6655429.4,191167
00338,0553,SODIUM CHLORIDE,900,,,13616218,17786
00378,5340,DILTIAZEM HYDROCHLORIDE,240,,,7231882.276,200843
00904,1055,BENZTROPINE MESYLATE,0.5,,,1109147.734,22749
00075,0623,ENOXAPARIN SODIUM,100,,,353586.602,19246
00075,0623,ENOXAPARIN SODIUM,100,,,353586.602,19246
00904,3365,BACLOFEN,10,,,482044,5193
00536,3218,ACETAMINOPHEN,500,,,4200390,42981
50111,0482,THEOPHYLLINE,200,,,8598749,125676
00049,3410,FLUCONAZOLE,50,,,149718,8958
37205,0291,"DEXTROSE (GLUCOSE), LEVULOSE (FRUCTOSE), PHOSPHORIC ACID",1.87; 1.87; 21.5,,,1312,11
00025,1011,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,25; 25,,,132370.2,3089
00310,0271,QUETIAPINE FUMARATE,100,,,76278876.222,1078561
00228,2128,CLONIDINE HYDROCHLORIDE,0.2,,,15310673.36,224033
00615,0591,ACETAMINOPHEN,325,,,3203401,45853
00536,3305,ASPIRIN,325,,,1316320,29277
00056,0188,WARFARIN SODIUM,3,,,12198175.562,482089
51672,1253,FLUOCINONIDE,0.5,,,6591854,124823
00013,5301,RIFABUTIN,150,,,635636,12395
00075,2450,DESMOPRESSIN ACETATE,0.1,,,69303.372,12206
11980,0228,FLUOROMETHOLONE,2.5,,,45063,5753
00093,5116,PENTOXIFYLLINE,400,,,4559558,51429
53489,0141,QUINIDINE GLUCONATE,324,,,2286642,25756
00615,3563,NAPROXEN,500,,,89804,1791
11980,0779,OFLOXACIN,3,,,1833176.01,321916
00228,2029,ALPRAZOLAM,0.5,CIV,,13832730.5,229085
00185,0615,HYDROXYZINE PAMOATE,50,,,3098261.8,54102
00904,5307,DIPHENHYDRAMINE HCL,50,,,525048,11176
00603,2213,AMITRIPTYLINE HYDROCHLORIDE,25,,,7893329,170784
00536,1881,PSYLLIUM,3.4,,,1382691,3261
00904,7704,ASPIRIN,81,,,7029495.848,146911
00054,3505,LIDOCAINE HYDROCHLORIDE,40,,,223900.8,1852
00143,1772,ISOSORBIDE DINITRATE,20,,,11233721,119163
00603,0823,DIPHENHYDRAMINE HYDROCHLORIDE,12.5,,,15182469.518,91963
00172,2908,FUROSEMIDE,20,,,27842455.56,743389
59762,3720,ALPRAZOLAM,0.5,CIV,,53422013.998,827873
00093,5112,DILTIAZEM HYDROCHLORIDE,120,,,2705021.988,79635
55513,0283,EPOETIN ALFA,10000,,,89610.26,14150
00173,0393,RANITIDINE HYDROCHLORIDE,300,,,500021.6,11264
00093,4155,AMOXICILLIN,250,,,203947288.6,1323370
00168,0080,HYDROCORTISONE,25,,,11489266.415000001,291205
00378,0152,CLONIDINE HYDROCHLORIDE,0.1,,,70358442.522,1210156
00143,1290,METHOCARBAMOL,500,,,2475697,42945
00071,0737,GEMFIBROZIL,600,,,425318,7021
00378,2610,AMITRIPTYLINE HYDROCHLORIDE,10,,,13367876.22,268490
00378,3017,CAPTOPRIL,50,,,9096951.06,105033
00006,3519,DORZOLAMIDE HYDROCHLORIDE,20,,,3733257.04,457417
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,637161.3,9430
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,637161.3,9430
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,637161.3,9430
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,637161.3,9430
51079,0667,SULINDAC,200,,,13569,251
00009,5012,MIGLITOL,25,,,4646535,54098
00517,4620,GLYCOPYRROLATE,0.2,,,705299,2506
00615,1592,ALLOPURINOL,100,,,305943,8387
49348,0229,IBUPROFEN,100,,,989936,6344
51672,1279,FLUOCINONIDE,0.5,,,93603,2064
00006,0543,SIMVASTATIN,80,,,3459037,106061
00615,0828,AMITRIPTYLINE HYDROCHLORIDE,10,,,174200,4479
00781,2052,TERAZOSIN HYDROCHLORIDE,2,,,12313286.76,293892
24385,0356,"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE",200; 200; 20,,,15601592.36,20762
49884,0487,LAMOTRIGINE,200,,,45611,842
00904,7688,"PHENYLEPHRINE HYDROCHLORIDE AND FAT, HARD",5; 1.77,,,77233,3835
00065,0644,TOBRAMYCIN,3,,,193026.806,50378
00168,0134,FLUOCINONIDE,0.5,,,815119,12307
00075,2452,DESMOPRESSIN ACETATE,0.1,,,670320,105590
00378,1049,DOXEPIN HYDROCHLORIDE,10,,,4571313,85835
00065,0631,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND DEXAMETHASONE",3.5; 10000; 1,,,13211.885,3272
00054,3556,METHADONE HYDROCHLORIDE,10,CII,,1278469.12,2535
61570,0037,TRIFLURIDINE,1,,,45202.116,5688
00378,1620,DICYCLOMINE HYDROCHLORIDE,20,,,2721484,39095
00615,2594,HALOPERIDOL,0.5,,,432399,10268
00378,0208,FUROSEMIDE,20,,,96944869.406,2442797
00056,0176,WARFARIN SODIUM,2.5,,,18749382.606,596774
00472,1030,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,5; 1.5,CII,YES,6893843.087,38021
00009,5013,MIGLITOL,50,,,1640932,17497
00228,2530,NIFEDIPINE,20,,,1381385,17218
00378,3012,CAPTOPRIL,25,,,13684235.204,174261
00904,7889,DOCUSATE SODIUM,100,,,3978426,63487
00378,4005,ALPRAZOLAM,1,CIV,,2759731,38555
00032,1708,PROGESTERONE,100,,,1456916,38297
00006,0951,LOSARTAN POTASSIUM,25,,,9802129.932,241365
00781,1789,DICLOFENAC SODIUM,75,,,9850345.666,159717
00378,2260,TERAZOSIN HYDROCHLORIDE ANHYDROUS,1,,,153998,3648
00378,1110,GLIPIZIDE,10,,,21006931.2,297363
00054,4184,DEXAMETHASONE,4,,,1796374.26,49950
00056,0174,WARFARIN SODIUM,10,,,2301490.8,79276
00603,4998,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,5; 325,CII,YES,1763033,33018
00169,1833,HUMAN INSULIN,100,,,5854917.596,519286
00536,4306,CALCIUM POLYCARBOPHIL,625,,,5495502,79429
00456,0459,"THYROID, PORCINE",60,,,2792645.24,56744
00310,0135,LISINOPRIL,2.5,,,4937291,147734
00777,3104,FLUOXETINE HYDROCHLORIDE,10,,,38415208.06,1058603
00338,0085,DEXTROSE AND SODIUM CHLORIDE,5; 450,,,213129973.22,54003
45802,0046,GENTAMICIN SULFATE,1,,,537940.468,18738
62856,0243,RABEPRAZOLE SODIUM,20,,,23110237,688071
00169,1834,HUMAN INSULIN,100,,,11129481.553,842494
00006,0072,FINASTERIDE,5,,,10908246,330867
00781,2020,AMOXICILLIN,250,,,12665,447
51672,4042,CLORAZEPATE DIPOTASSIUM,3.75,CIV,,351337,5591
00143,1771,ISOSORBIDE DINITRATE,10,,,11185974.04,122961
00603,3887,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,10; 325,CII,YES,1811991,26946
00054,4721,PROPANTHELINE BROMIDE,15,,,3756162,40593
55513,0209,FILGRASTIM,480,,,2870.8,396
00904,1258,CALCIUM CARBONATE,500,,,2691451,22508
00264,7520,DEXTROSE,10,,,443330,178
00004,0058,CLONAZEPAM,1,CIV,,7662510,91273
00472,0166,NYSTATIN,100000,,,4191127,118796
00904,2019,ASPIRIN,325,,,149146,3646
00173,0387,CEFUROXIME AXETIL,250,,,9433236.422,507885
00378,6120,DILTIAZEM HYDROCHLORIDE,120,,,1040278.8,21130
00054,2527,LITHIUM CARBONATE,300,,,109905336.722,1201858
00536,1875,PSYLLIUM HUSKS,3.4,,,6824236.888,15889
00378,6060,DILTIAZEM HYDROCHLORIDE,60,,,745856,13642
00517,8210,TRACE ELEMENTS 5,22; 3.93; 1.54; 51.3; 98,,,17853.84,2028
00228,2551,DICLOFENAC SODIUM,75,,,5528779,96321
00078,0315,VALSARTAN AND HYDROCHLOROTHIAZIDE,160; 12.5,,,9965977.72,261278
00002,4415,OLANZAPINE,15,,,7839439.666,245992
60505,3438,SELEGILINE HYDROCHLORIDE,5,,,171959,3196
00472,0882,HYDORCORTISONE AND ACETIC ACID,1.1; 2.41,,,535197,52007
59676,0312,ERYTHROPOIETIN,10000,,,126884.722,21022
00228,3005,CLONAZEPAM,2,CIV,,8770806,136077
00185,4346,QUINIDINE SULFATE,200,,,536529,5720
00904,3003,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,3.5; 10000; 1,,,7900,1544
00264,1915,"GLYCERIN, ISOLEUCINE, LEUCINE, LYSINE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, GLYCINE, ARGININE, HISTIDINE, PROLINE, SERINE, CYSTEINE, SODIUM ACETATE, MAGNESIUM ACETATE, CALCIUM ACETATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE, PHOSPHORIC ACID, AND POTASSIUM METABISULFITE",3; .21; .27; .22; .16; .17; .12; .046; .2; .21; .42; .29; .085; .34; .18; .014; .2; .054; .026; .12; .15; .041,,,3660760,582
50111,0397,HYDRALAZINE HYDROCHLORIDE,100,,,936191,10060
51672,1271,DESOXIMETASONE,0.5,,,981388,21305
00009,3449,GLYBURIDE,6,,,2774686,49662
00904,1056,BENZTROPINE MESYLATE,1,,,3163297.22,59701
00781,1832,PROMETHAZINE HYDROCHLORIDE,50,,,1308011,26957
00093,2268,AMOXICILLIN,250,,,7270856,217024
00006,0207,LISINOPRIL,20,,,21813512.6,575855
00009,3116,CLINDAMYCIN PHOSPHATE,10,,,955226,15596
00007,4894,ROPINIROLE,5,,,128521,1381
00069,2660,NIFEDIPINE,60,,,29181259.23,753834
00169,1837,HUMAN INSULIN,100,,,19107810.166,1145521
00378,6320,VERAPAMIL HYDROCHLORIDE,120,,,352851,9200
00069,3230,PIROXICAM,20,,,137786,4055
00049,2760,DOXAZOSIN MESYLATE,2,,,23894214.06,597944
00615,4515,CARBAMAZEPINE,100,,,958953,9667
00069,1540,AMLODIPINE BESYLATE,10,,,106299230.706,2995153
49884,0222,DOXEPIN HYDROCHLORIDE,150,,,1246552,33683
00093,1172,PENICILLIN V POTASSIUM,250,,,1965354.729,52640
00781,1077,ALPRAZOLAM,0.5,CIV,,52911463.216,848193
00456,4020,CITALOPRAM HYDROBROMIDE,20,,,74646338.86,2227594
00536,4533,SIMETHICONE,80,,,2557745,28119
00536,5005,OXYMETAZOLINE HYDROCHLORIDE,0.05,,,50561,2014
00143,9908,NAPROXEN SODIUM,550,,,227919,6007
00378,1910,CLONAZEPAM,0.5,CIV,,2562163.004,42499
00093,3107,AMOXICILLIN,250,,,8152182,297712
61314,0637,PREDNISOLONE ACETATE,10,,,4385320.494,476133
00310,0131,LISINOPRIL,10,,,57266871.814,1563960
51079,0083,ISONIAZID,300,,,111076,4624
00002,8315,INSULIN HUMAN,100,,,51797356.584,2788640
00378,2685,AMITRIPTYLINE HYDROCHLORIDE,100,,,6651057.24,162978
00378,1454,ESTRADIOL,1,,,683999,17772
00054,8301,FUROSEMIDE,80,,,1713920,46287
00456,4300,FOSFOMYCIN TROMETHAMINE,3,,,31214,23400
00536,0970,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,100; 10,,,15651005,85356
00904,2364,METHOCARBAMOL,500,,,286317.6,4119
59762,3717,TRIAZOLAM,0.125,CIV,,632216,26343
00054,4538,METHADONE HYDROCHLORIDE,40,CII,,727456,6127
59528,4456,MINERAL/VITAMIN SUPPLEMENT,66; 40; 20; 10; 10; 1.7; 1.5; 1; .3; .006,,,676559,14931
24385,0403,ACETAMINOPHEN,325,,,2623210,27595
00002,8215,INSULIN HUMAN,100,,,16490540.592,1127410
00049,4910,SERTRALINE HYDROCHLORIDE,100,,,120218575.02,3386752
00378,6097,FLUPHENAZINE HYDROCHLORIDE,10,,,5437616,83277
00603,2215,AMITRIPTYLINE HYDROCHLORIDE,75,,,953324,24574
00536,4534,SIMETHICONE,125,,,275344,3185
00603,4593,METHYLPREDNISOLONE,4,,,528351.2,22947
00173,0489,ONDANSETRON HYDROCHLORIDE,4,,,422531,4070
00472,1270,IBUPROFEN,100,,,383970615.114,2064602
