Product.Code,Prescriptions,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed,Product.Name,DEA.Schedule
0075,2676764,871591363.84,864394091.93,7197271.91,SPIRIVA,Not Control
0076,101300,43031129.9,41209002.98,1822126.92,DULOXETINE,Not Control
0077,461456,13982704.16,13182432.5,800271.66,TORSEMIDE,Not Control
0078,106665,6076657.59,6027447.09,49210.5,FENOFIBRIC,Not Control
0079,1260069,26580376.89,26360977.509999998,219399.38,MONTELUKAS,Not Control
0080,2166288,144052526.26,110360232.04,33692294.22,HYDROCORTI,Not Control
0081,1542148,149127939.33,147769621.08,1358318.25,NYSTATIN-T,Not Control
0082,517307,39129123.39,31343394.94,7785728.45,ACYCLOVIR,Not Control
0083,624028,13757225.31,13626162.48,131062.83,HYDROXYZIN,Not Control
0084,254322,10062877.07,9870525.31,192351.76,AMPHETAMIN,Not Control
0085,106343,11840202.58,11021027.49,819175.09,DEXTROSE 5,Not Control
0086,43471,7399032.26,6979116.01,419916.25,MIRTAZAPIN,Not Control
0087,620137,138770343.15,136175371.52,2594971.63,ATROVENT H,Not Control
0088,182338,44504535.83,38125111.71,6379424.12,CALCIUM AC,Not Control
0089,176722,11632854.35,11429178.24,203676.11000000002,DEXPAK 6 D,Not Control
0090,569952,19595859.96,19282708.07,313151.89,EPITOL,Not Control
0091,78401,13303262.35,13248418.75,54843.6,VINBLASTIN,Not Control
0092,187262,9784911.77,9518299.55,266612.22,PRAMIPEXOL,Not Control
0093,416049,30397771.87,30242966.37,154805.5,KENALOG,Not Control
0094,256931,25594611.23,23491159.83,2103451.4,DOXAZOSIN,Not Control
0095,275411,33158524.1,32803693.34,354830.76,DALIRESP,Not Control
0096,524595,49363398.44,48862551.3,500847.14,CLONAZEPAM,Not Control
0097,511104,5909243.33,5792099.56,117143.77,OXCARBAZEP,Not Control
0098,1074895,71411147.95,69581885.77,1829262.18,OXCARBAZEP,Not Control
0099,862931,26917113.76,26563506.74,353607.02,OXCARBAZEP,Not Control
0100,807830,736665201.04,704372689,32292512.04,PEG-3350 A,Not Control
0101,4942428,1438442295.7,1406783647.7,31658648,LISINOPRIL,Not Control
0102,9421768,502134047.93,484233359.83,17900688.1,LISINOPRIL,Not Control
0103,4864539,468607008.92,456978436.25,11628572.67,METFORMIN,Not Control
0104,5599752,499657530.75,488894858.99,10762671.76,LISINOPRIL,Not Control
0105,3918412,377436860.44,364023072.23,13413788.21,HYDROXYZIN,Not Control
0106,2848294,274591705.91,267261233.39,7330472.5200000005,HYDROXYZIN,Not Control
0107,1537721,218899798.69,212886191.01,6013607.68,HYDROXYZIN,Not Control
0108,616192,13911788.77,13553755.55,358033.22,METOPROLOL,Not Control
0109,3482625,50816222.28,49724361.87,1091860.41,CARBAMAZEP,Not Control
0110,1134902,147618223.76,129067235.04,18550988.72,PROPRANOLO,Not Control
0111,1265932,199441337.72,190191318.51,9250019.21,AMPHETAMIN,Not Control
0112,3215830,169260927.48,167560597.03,1700330.45,JANUVIA,Not Control
0113,1514664,35651002.14,34290318.22,1360683.92,CAMBIA,Not Control
0114,1158893,19662225.06,19264672.33,397552.73,VALACYCLOV,Not Control
0115,1279778,29552101.06,29122243.83,429857.23,PROCHLORPE,Not Control
0116,1143675,25979769.87,25313967.53,665802.34,ZOLPIDEM T,Not Control
0117,1594519,91214557.94,74330215.47,16884342.47,ROPINIROLE,Not Control
0118,2566646,40652911.68,39762604.35,890307.33,SAPHRIS,Not Control
0119,1589378,78805248.94,77834705.19,970543.75,SAPHRIS,Not Control
0120,692526,34701311.63,33810700.26,890611.37,DOXYCYCLIN,Not Control
0121,1761457,33162180.78,28956984.91,4205195.87,ATORVASTAT,Not Control
0122,5468475,55918178.67,54615054.77,1303123.9,NITROFURAN,Not Control
0123,7908273,247942198.77,130904208.61,117037990.16,HYDROCODON,Not Control
0124,3984857,98782793.72,94441430.4,4341363.32,HYDROCODON,Not Control
0125,4049244,144009630.08,139777750.3,4231879.78,HYDROCODON,Not Control
0126,2659515,221067507.95,73794997.5,147272510.45,CIPROFLOXA,Not Control
0127,2948878,109266036.73,96293857.55,12972179.18,METHYLPHEN,Not Control
0128,2054719,13151996.64,12839913.12,312083.52,CIPROFLOXA,Not Control
0129,594011,39273708.97,38665056.59,608652.38,CLINDAMYCI,Not Control
0130,1607487,232716392.34,228318274.6,4398117.74,BUMETANIDE,Not Control
0131,457816,13753540.65,13529774.15,223766.5,AMITRIPTYL,Not Control
0132,1810088,104540888.36,98781162.86,5759725.5,LAMOTRIGIN,Not Control
0133,586201,18564952.98,18347808.72,217144.26,FELODIPINE,Not Control
0134,431519,476661325.52,416249231.2,60412094.32,FLUOCINONI,Not Control
0135,3814722,98483192.15,94689839.66,3793352.4899999998,CARVEDILOL,Not Control
0136,6566604,190573054.02,184299981.14,6273072.88,METHYLPHEN,Not Control
0137,1799317,44471022.01,40681550.25,3789471.76,ALLOPURINO,Not Control
0138,1316213,51510544.74,51038667.94,471876.8,GABAPENTIN,Not Control
0139,1196360,26230028.84,25796740.19,433288.65,METHENAMIN,Not Control
0140,2273901,391426217.15,388208475.07,3217742.08,TRADJENTA,Not Control
0141,2790081,127318335.55,126036264.38,1282071.17,CITALOPRAM,Not Control
0142,1704994,28603737.03,28197977.37,405759.66,CITALOPRAM,Not Control
0143,689910,13251067.51,13069617.49,181450.02,INDOMETHAC,Not Control
0144,1150401,56985467.1,45828218.08,11157249.02,AMIODARONE,Not Control
0145,1477802,146003647.97,134349800.64,11653847.33,NABUMETONE,Not Control
0146,3950222,51475067.65,50856799.36,618268.29,HYDROCORTI,Not Control
0147,2380237,26016013.75,25599442.96,416570.79,QUETIAPINE,Not Control
0148,815871,66228233.98,47833146.54,18395087.44,SUMATRIPTA,Not Control
0149,1520976,22861237.08,22356340.15,504896.93,NAPROXEN,Not Control
0150,6404078,153202480.61,150609844.4,2592636.21,ACETAMINOP,Not Control
0151,691537,92822878.29,90616660.3,2206217.99,VESICARE,Not Control
0152,1486373,43408947.95,42671282.56,737665.39,LISINOPRIL,Not Control
0153,1258977,39997676.05,39330498.25,667177.8,ONDANSETRO,Not Control
0154,1094275,92933682.17,89814519.54,3119162.63,METHYLPHEN,Not Control
0155,841086,27448744.79,26900616.64,548128.15,TOPIRAMATE,Not Control
0156,678330,35602469.43,35303064.86,299404.57,ATORVASTAT,Not Control
0157,3571971,86442082.81,83014883.62,3427199.19,ATORVASTAT,Not Control
0158,4308546,54883815.26,53970888.92,912926.34,OMEPRAZOLE,Not Control
0159,831779,9774512.97,9561697.09,212815.88,CHLORDIAZE,Not Control
0160,553674,52256878.19,51036299.49,1220578.7,TRIHEXYPHE,Not Control
0161,293802,6625053.49,6365697.7,259355.79,TRIHEXYPHE,Not Control
0162,860174,52474388.1,45689721.81,6784666.29,CLOBETASOL,Not Control
0163,497965,37431471.160000004,35787606.09,1643865.07,OLANZAPINE,Not Control
0164,319251,9896206.72,9786738.21,109468.51,OLANZAPINE,Not Control
0165,1852600,98124075.88,79592145.74,18531930.14,OLANZAPINE,Not Control
0166,910150,24621535.31,22918455.71,1703079.6,NYSTATIN,Not Control
0167,542742,8882541.51,8389594.59,492946.92,OLANZAPINE,Not Control
0168,485452,12774183.87,12000293.99,773889.88,OLANZAPINE,Not Control
0169,1784400,22756609.86,22471099.59,285510.27,COUMADIN,Not Control
0170,1923306,93627412.57,91351476.09,2275936.48,ENABLEX,Not Control
0171,518955,55211157.02,54498388.910000004,712768.11,ENABLEX,Not Control
0172,736307,20574027.63,19130113.98,1443913.65,COUMADIN,Not Control
0173,1239723,15210665.08,14649528.91,561136.17,LISINOPRIL,Not Control
0174,202909,3447053.16,3405570.93,41482.23,COUMADIN,Not Control
0175,1221164,88603161.57000001,86816342.53999999,1786819.03,PREDNISONE,Not Control
0176,437927,17281933.9,17016481.59,265452.31,BUPRENORPH,Not Control
0177,2281798,50774309.269999996,50234092.86,540216.41,BUPRENORPH,Not Control
0178,1258197,10158274.36,9972697.29,185577.07,METFORMIN,Not Control
0179,578221,13881053.19,13534474.61,346578.58,METFORMIN,Not Control
0180,2029826,38883942.11,38039650.64,844291.47,TIZANIDINE,Not Control
0181,1696632,31188422.49,30567165.72,621256.77,DIVALPROEX,Not Control
0182,1027421,25503104.3,25116598.76,386505.54,DIVALPROEX,Not Control
0183,2164110,101980115.14,101240880.07,739235.07,HYDROCHLOR,Not Control
0184,416240,10679381.64,10443328.78,236052.86000000002,OXCARBAZEP,Not Control
0185,700030,20366797.57,20154471.26,212326.31,OXCARBAZEP,Not Control
0186,522797,10072940.540000001,9777202.91,295737.63,CLONIDINE,Not Control
0187,219671,11878807.25,11680396.65,198410.6,OXYCODONE,Not Control
0188,524190,20123164.75,19757298.81,365865.94,METHYLPRED,Not Control
0189,900764,124802875.32000001,123885087.53,917787.79,BUPRENORPH,Not Control
0190,6034085,622648001.83,558131403.64,64516598.19,LIDOCAINE-,Not Control
0191,366061,65754129.02,62972815.56,2781313.46,PENTASA,Not Control
0192,544407,40262829.33,34630961.5,5631867.83,ORTHO EVRA,Not Control
0193,1242867,16040058.26,15449870.53,590187.73,LUNESTA,Not Control
0194,1236752,22859621.43,22614419.73,245201.7,NICODERM C,Not Control
0195,424266,5098749.82,5054193.64,44556.18,NICODERM C,Not Control
0196,1721295,23958352.73,23400913.64,557439.09,CLOPIDOGRE,Not Control
0197,1387055,16612118.07,16460345.77,151772.3,ESCITALOPR,Not Control
0198,735625,7933194.45,7789225.07,143969.38,AMLODIPINE,Not Control
0199,1663955,28786234.22,28155486.69,630747.53,CITRUCEL,Not Control
0200,3830495,226988525.22,214088753.89000002,12899771.33,PENICILLIN,Not Control
0201,2341546,120196685.97,110422459.4,9774226.57,CLINDAMYCI,Not Control
0202,3665930,349983404.53000003,345249838.23,4733566.3,CLINDAMYCI,Not Control
0203,2568948,55776247.01,55025731.82,750515.19,CLINDAMYCI,Not Control
0204,3935331,588812979.85,580904443.56,7908536.29,LIDOCAINE,Not Control
0205,364467,41084898.31,40037263.44,1047634.87,PANCRELIPA,Not Control
0206,770530,488472116.18,456538051.3,31934064.88,NICOTINE G,Not Control
0207,1731431,65499040.86,65183448.23,315592.63,CITALOPRAM,Not Control
0208,2071941,31179168.31,29683164.4,1496003.91,FUROSEMIDE,Not Control
0209,1338979,52985043.04,49859979.76,3125063.28,TERBINAFIN,Not Control
0210,1001596,140015222.13,137704355.38,2310866.75,MONTELUKAS,Not Control
0211,1293530,211234406.05,204251801.44,6982604.61,MIDODRINE,Not Control
0212,3279678,44231455.14,42642128.22,1589326.92,SERTRALINE,Not Control
0213,1524126,14446338.37,13995115,451223.37,MIDODRINE,Not Control
0214,1940856,14840412.14,14560867.75,279544.39,HALOPERIDO,Not Control
0215,455325,112627930.7,111401121.61,1226809.09,PERMETHRIN,Not Control
0216,1270613,35045976.5,34226538.93,819437.57,FUROSEMIDE,Not Control
0217,870435,63341355.17,61952974.49,1388380.68,METFORMIN,Not Control
0218,1676411,54667380.08,53360816.83,1306563.25,CLOPIDOGRE,Not Control
0219,815210,60151112.660000004,59021874.15,1129238.51,BENZTROPIN,Not Control
0220,953966,42531844.82,41335926.64,1195918.18,QUETIAPINE,Not Control
0221,2355604,102957881.99,92963370.76,9994511.23,JANUVIA,Not Control
0222,4992187,130801446.86,126751959.69,4049487.17,QUETIAPINE,Not Control
0223,2884276,59495768.88,58889907.32,605861.56,QUETIAPINE,Not Control
0224,793976,39763166.19,39371854.01,391312.18,LEVETIRACE,Not Control
0225,1497788,109734148.08,108419232.42,1314915.66,GEMFIBROZI,Not Control
0226,315340,7637853.41,7551801.42,86051.99,LOSARTAN H,Not Control
0227,1140815,470197215.41,467864545.77,2332669.64,ISENTRESS,Not Control
0228,1025088,403175335.34,401134676.56,2040658.78,PIOGLITAZO,Not Control
0229,608006,25472359.74,24864181.82,608177.92,QUETIAPINE,Not Control
0230,1139103,72934821.24,71662245.34,1272575.9,QUETIAPINE,Not Control
0231,1035279,401395063.48,399944561.14,1450502.34,ATENOLOL,Not Control
0232,584131,7564221.48,7446684.78,117536.7,FUROSEMIDE,Not Control
0233,414680,12684259.72,12272918.27,411341.45,ONDANSETRO,Not Control
0234,102190,17153914.14,16787976.81,365937.33,DESMOPRESS,Not Control
0235,1025032,24194574.96,23890445.65,304129.31,MORPHINE S,Not Control
0236,147987,4754614.71,4617952.21,136662.5,MORPHINE S,Not Control
0237,762750,10794317.86,9162258.66,1632059.2,MORPHINE S,Not Control
0238,1644583,14672246.89,14311803.09,360443.8,AMLODIPINE,Not Control
0239,2126993,21905908.53,21391384.59,514523.94,AMLODIPINE,Not Control
0240,1916012,68368104.19,66316588.87,2051515.32,LORAZEPAM,Not Control
0241,2199562,32497820.51,31752214.87,745605.64,LORAZEPAM,Not Control
0242,1398487,97900319.25,96853868.22,1046451.03,TOVIAZ,Not Control
0243,456942,279316604.58,275195669.51,4120935.07,TRETINOIN,Not Control
0244,160447,25000819.01,24609167.23,391651.77999999997,TOVIAZ,Not Control
0245,627921,23029480.19,22503892.23,525587.96,LAMOTRIGIN,Not Control
0246,692997,16734416.89,15997208.97,737207.92,LAMOTRIGIN,Not Control
0247,1451586,24572741.23,24342175.67,230565.56,VENLAFAXIN,Not Control
0248,2976139,38217652.39,37481156.82,736495.57,TRINESSA,Not Control
0249,1274782,63892988.96,62934687.97,958300.99,VENLAFAXIN,Not Control
0250,830519,13551041.83,13364159.28,186882.55,CIPROFLOXA,Not Control
0251,2626842,184273623.22,182334449.87,1939173.35,ESCITALOPR,Not Control
0252,1002244,28068694.61,27789055.87,279638.74,TIZANIDINE,Not Control
0253,4262043,46636978.13,46099515.89,537462.24,ACYCLOVIR,Not Control
0254,1128896,48039926.56,47159236.24,880690.3200000001,CARVEDILOL,Not Control
0255,435991,17930217.09,17519348.65,410868.44,CARVEDILOL,Not Control
0256,443259,26430847.26,25994413.97,436433.29,CARVEDILOL,Not Control
0257,1107855,94347083.07,91427212.51,2919870.56,HALOPERIDO,Not Control
0258,824223,30064396.36,29615915.88,448480.48,CLOTRIMAZO,Not Control
0259,1524758,52018766.22,50561313.5,1457452.72,MONTELUKAS,Not Control
0260,602487,73087035.92,70907546.46,2179489.46,TRAVATAN Z,Not Control
0261,123127,23635084.96,22426100.95,1208984.01,CELLCEPT O,Not Control
0262,337111,17711294.98,17180545.1,530749.88,NIFEDIPINE,Not Control
0263,519051,7200718.72,7075908.8,124809.92,CLINDAMYCI,Not Control
0264,1910028,42901281.7,42545610,355671.7,FLUOCINONI,Not Control
0265,106409,6539374.21,6433650.38,105723.83,HYDROMORPH,Not Control
0266,177421,8330330.53,8163912.84,166417.69,GABAPENTIN,Not Control
0267,480000,86827186.66,56617331.46,30209855.2,CLOBETASOL,Not Control
0268,989942,76447557.34,75822345.21,625212.13,ROPINIROLE,Not Control
0269,1418955,112885157.38,102186291.78,10698865.6,ROPINIROLE,Not Control
0270,437382,22635762.66,21546250.84,1089511.82,QUINAPRIL,Not Control
0271,2305527,145637725.83,143673618.06,1964107.77,PATANOL,Not Control
0272,4653258,325552645.4,320135418.62,5417226.78,PATADAY,Not Control
0273,1417355,193192642.29,191995581.89000002,1197060.4,NUVARING,Not Control
0274,425981,189176362.61,187353959.88,1822402.73,NEXPLANON,Not Control
0275,1595439,96710178.81,96127782.35,582396.46,DONEPEZIL,Not Control
0276,520240,26747519.86,24347225.57,2400294.29,DONEPEZIL,Not Control
0277,1626622,533571485.09,529324077.96,4247407.13,JANUVIA,Not Control
0278,462575,36642273.82,35946852.7,695421.12,TOPIRAMATE,Not Control
0279,777328,117400762.52,117188886.75,211875.77,TOPIRAMATE,Not Control
0280,1684153,97398999.96,94412662.27,2986337.69,TOPIRAMATE,Not Control
0281,573125,118437080.37,116641468.13,1795612.24,SEROQUEL X,Not Control
0282,1021051,118150133.23,115545995.83,2604137.4,SEROQUEL X,Not Control
0283,1819503,530719237.35,395487195.78000003,135232041.57,SEROQUEL X,Not Control
0284,791694,341354772.64,336858199.35,4496573.29,SEROQUEL X,Not Control
0285,53892,4940797.27,4138932.82,801864.4500000001,DILTIAZEM,Not Control
0286,81758,25371095.49,23767785.76,1603309.73,LEVOFLOXAC,Not Control
0287,112525,6448361.2,5993423.09,454938.11,NEXT CHOIC,Not Control
0288,398133,6084660.84,6037211.07,47449.77,MONTELUKAS,Not Control
0289,804679,12556689.57,12445357.27,111332.3,MONTELUKAS,Not Control
0290,687327,10130409.09,10050221.85,80187.24,TOBRAMYCIN,Not Control
0291,628697,9756328.209999999,9646604.6,109723.61,RANITIDINE,Not Control
0292,2023908,24808900.84,24473346.51,335554.33,AMILORIDE,Not Control
0293,2214481,41333577.58,38387522.38,2946055.2,OXCARBAZEP,Not Control
0294,1309626,34762285.28,34032939.37,729345.91,AMOX TR-PO,Not Control
0295,1395625,41305473.64,40708811.68,596661.96,TOBRAMYCIN,Not Control
0296,3561022,67500638.96,66800670.16,699968.8,HYDROXYCHL,Not Control
0297,415418,8043254.17,7889822.9,153431.27,AMOX TR-PO,Not Control
0298,40975,516015.08,504729.84,11285.24,AMOXICILLI,Not Control
0299,554847,12103835.89,11822559.95,281275.94,AMOXICILLI,Not Control
0300,342091,204205947.46,200296435.48,3909511.98,VIVITROL,Not Control
0301,790037,133429732.96,130444145.33,2985587.63,CHLORPROMA,Not Control
0302,1324652,280816872.81,275252010.67,5564862.14,ORA-SWEET-,Not Control
0303,2024287,419937629.28000003,412148105.28000003,7789524,ORA PLUS,Not Control
0304,708962,448158637.35,441642065.87,6516571.4799999995,ORA SWEET,Not Control
0305,534332,40849260.89,38149475.63,2699785.26,DENTA 5000,Not Control
0306,698048,230598596.22,225739620.33,4858975.89,RISPERDAL,Not Control
0307,330286,70266319.17,68959438.27,1306880.9,RISPERDAL,Not Control
0308,900776,519862358.85,512183197.84,7679161.01,NITROFURAN,Not Control
0309,263713,28518800.78,26937891.53,1580909.25,DESONIDE O,Not Control
0310,409534,79647369.2,76962949.51,2684419.69,PENNSAID,Not Control
0311,614907,48572242.45,46403427.67,2168814.78,LOPERAMIDE,Not Control
0312,757524,230149699.45,224871993.59,5277705.86,METHYLPHEN,Not Control
0313,371478,159949905.89,147580793.55,12369112.34,IMIPRAMINE,Not Control
0314,616799,188475221.60999998,169627599.89,18847621.72,KETOROLAC,Not Control
0315,1496100,132253291.44,123009644.07,9243647.37,POLYMYXIN,Not Control
0316,109100,8903354.09,8846281.41,57072.68,LOMEDIA 24,Not Control
0317,260836,279794899.71999997,277446166.89,2348732.83,CIMETIDINE,Not Control
0318,247938,7431117.35,7313410.17,117707.18,PIOGLITAZO,Not Control
0319,2203115,14705675.85,13469492.24,1236183.61,TRAMADOL H,Not Control
0320,640850,50273024.46,45175464.87,5097559.59,TRIAMCINOL,Not Control
0321,845299,21791944.98,21368022.76,423922.22,GLIMEPIRID,Not Control
0322,406838,4930161.87,4852714.71,77447.16,CLONIDINE,Not Control
0323,345349,6338046.5600000005,6244824.12,93222.44,HYDROXYZIN,Not Control
0324,210150,7492338.9,7357173.8,135165.1,VALACYCLOV,Not Control
0325,186035,301817080.83,299667838.65999997,2149242.17,VALACYCLOV,Not Control
0326,104209,4377731.48,4194743.09,182988.38999999998,NALTREXONE,Not Control
0327,559995,19188631.22,18911101.05,277530.17,HALOPERIDO,Not Control
0328,201783,5795774.36,5694020.49,101753.87,HYDRALAZIN,Not Control
0329,84192,3543675.85,3435655.72,108020.13,SPIRONOLAC,Not Control
0330,431378,37721442.03,37309745.99,411696.04,PHENOBARBI,Not Control
0331,278993,11231586.72,11028433.18,203153.54,HYDROCORTI,Not Control
0332,515915,38139092.46,37770050.22,369042.24,PATANASE,Not Control
0333,730674,94004143.58,93667838.22,336305.36,METRONIDAZ,Not Control
0334,2477931,39441441.87,38884608.57,556833.3,HALOPERIDO,Not Control
0335,107813,6208018.17,6129945.9,78072.27,HALOPERIDO,Not Control
0336,91750,26207590.61,25186351.79,1021238.82,TRIAM LOT,Not Control
0337,645310,39577144.089999996,38011319.45,1565824.64,HYDROCORTI,Not Control
0338,176704,1860629.44,1834760.3800000001,25869.06,SILDENAFIL,Not Control
0339,257225,18786071.28,7054148.34,11731922.94,NAPROXEN,Not Control
0340,364076,71026360.11,57086027.32,13940332.79,HYDROCODON,Not Control
0341,173945,23444242.47,18105797.19,5338445.28,CLONIDINE,Not Control
0342,810312,40913848.96,33450704.54,7463144.42,DESMOPRESS,Not Control
0343,272978,10320137.78,10065717.28,254420.5,CITALOPRAM,Not Control
0344,319115,9315983.04,9235499.61,80483.43,VIVELLE-DO,Not Control
0345,835749,4548834.42,4426785.19,122049.23,DIAZEPAM,Not Control
0346,365550,16277912.88,15669146.72,608766.16,VIVELLE-DO,Not Control
0347,443093,6732564.32,6589597.5,142966.82,HYDROCHLOR,Not Control
0348,217513,4049972.32,3966603.59,83368.73,TINIDAZOLE,Not Control
0349,29284,1751997.34,1312558.5,439438.84,HYDROCODON,Not Control
0350,470998,17841434.56,14042927.1,3798507.46,METHOTREXA,Not Control
0351,505197,5548431.24,5469241.87,79189.37,HALOPERIDO,Not Control
0352,1657366,10365561.53,10181704.99,183856.54,SERTRALINE,Not Control
0353,2150266,19496561.12,19161265.23,335295.89,NIFEDIPINE,Not Control
0354,670375,18041601.69,17832220.79,209380.9,BUPROPION,Not Control
0355,519512,9098471.68,8667328.63,431143.05,SENNA-DOCU,Not Control
0356,1050316,5539247.67,5446973.53,92274.14,ONDANSETRO,Not Control
0357,1053753,95913581.97,91038217.03,4875364.94,TRILEPTAL,Not Control
0358,351021,21905720.45,21480445.28,425275.17,DIOVAN,Not Control
0359,408299,21264213.63,21072342.86,191870.77,DIOVAN,Not Control
0360,621953,26381683.61,25968145.68,413537.93,DIOVAN,Not Control
0361,2642624,24591256.97,23860292.52,730964.4500000001,FOLIC ACID,Not Control
0362,148152,3335310.6,3226976.11,108334.49,HYDROXYZIN,Not Control
0363,777826,40687579.72,38005084.88,2682494.84,RIZATRIPTA,Not Control
