Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00603,2338,ACETAMINOPHEN AND CODEINE PHOSPHATE,30; 300,CIII,YES,5783105.68,190001
00781,1635,ISOSORBIDE DINITRATE,5,,,9634433,98244
59762,3720,ALPRAZOLAM,0.5,CIV,,14948738.048,247671
00071,2214,PHENYTOIN,125,,,271728884.782,883078
00904,7623,HYDROCORTISONE,1,,,892261.8,23623
00264,1510,DEXTROSE,50,,,10588646,12143
00536,3414,CALCIUM CARBONATE,648,,,14647229.32,133910
00378,0614,THIORIDAZINE HYDROCHLORIDE,25,,,24150162.168,340670
00093,0757,PIROXICAM,20,,,705360,22774
00904,3379,SULINDAC,200,,,1073557.8,18596
00781,1375,MECLIZINE HYDROCHLORIDE,25,,,10498061.004,193721
00536,1881,PSYLLIUM,3.4,,,2151876.5,6003
00781,1034,TRIFLUOPERAZINE HYDROCHLORIDE,5,,,20039484.186,306300
51672,1269,BETAMETHASONE VALERATE,1,,,546568,14096
00378,0616,THIORIDAZINE HYDROCHLORIDE,50,,,21401084.008,310721
00536,4445,PSYLLIUM,3.4,,,11597811.008,23667
00781,2715,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,50; 25,,,23255269.44,650521
00069,4310,PRAZOSIN HYDROCHLORIDE,1,,,93375,1452
51672,1272,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,225785,10676
00075,2451,DESMOPRESSIN ACETATE,4,,,89146.2,5745
00121,0504,ACETAMINOPHEN AND CODEINE PHOSPHATE,120; 12,,YES,2660897,14947
00378,2685,AMITRIPTYLINE HYDROCHLORIDE,100,,,4615435.01,109873
00378,0477,DIAZEPAM,10,CIV,,8327624.009,138749
00378,2146,SPIRONOLACTONE,25,,,16894935.206,185861
24208,0580,GENTAMICIN SULFATE,3,,,1525380.728,257020
00555,0159,CHLORDIAZEPOXIDE HYDROCHLORIDE,25,CIV,,542739,9919
00025,2762,DISOPYRAMIDE PHOSPHATE,150,,,280734,3169
00536,1850,PSEUDOEPHEDRINE HYDROCHLORIDE,30,,,5153523,36876
00037,2001,CARISOPRODOL,350,CIV,,1313572.01,19981
00591,5335,TRIHEXYPHENIDYL HYDROCHLORIDE,2,,,2748377,45975
00093,0293,CARBIDOPA AND LEVODOPA,25; 100,,,32130430.2,340637
51079,0802,METOPROLOL TARTRATE,100,,,33247,231
00615,2596,HALOPERIDOL,2,,,106541,2156
00074,6214,DIVALPROEX SODIUM,250,,,124032430.526,1124363
00006,0019,LISINOPRIL,5,,,6057309.076,170083
00781,1488,AMITRIPTYLINE HYDROCHLORIDE,50,,,11970716,201269
00228,2127,CLONIDINE HYDROCHLORIDE,0.1,,,11362745.446,180456
59762,3717,TRIAZOLAM,0.125,CIV,,679922,30051
00536,4391,PSEUDOEPHEDRINE HCL,30,,,3635584,73988
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,1897,165
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,1897,165
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,1897,165
00944,2620,HUMAN IMMUNOGLOBULIN G,NA,,,1897,165
00009,0395,CLINDAMYCIN HYDROCHLORIDE,300,,,1220988,29117
00603,5168,PHENOBARBITAL,97.2,CIV,,238707.84,5310
51079,0587,THIOTHIXENE,2,,,1083769,18231
53489,0119,DOXYCYCLINE HYCLATE,100,,,3388909.046,174232
00009,0055,ALPRAZOLAM,0.5,CIV,,15862557.884,254943
00378,2650,AMITRIPTYLINE HYDROCHLORIDE,50,,,20589696.02,384606
00338,0117,"SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM LACTATE AND CALCIUM CHLORIDE",600; 310; 30; 20,,,9373271,3262
00004,0068,CLONAZEPAM,0.5,CIV,,99659625.74,1615571
00054,8527,LITHIUM CARBONATE,300,,,1823823,25528
00168,0081,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,8341879.2,218418
00378,2625,AMITRIPTYLINE HYDROCHLORIDE,25,,,27870878.294,529104
00904,2924,VERAPAMIL HYDROCHLORIDE,120,,,463579,6710
00603,1785,ASCORBIC ACID AND CHOLECALCIFEROL AND SODIUM FLUORIDE AND VITAMIN A PALMITATE,1500; 35; 400; .25,,,2423946,49748
00781,1818,FUROSEMIDE,20,,,16470971.8,412930
00781,1764,IMIPRAMINE HYDROCHLORIDE,25,,,13003702.004,203290
00904,3990,TRAZODONE HYDROCHLORIDE,50,,,5682053.6,107152
00378,0372,CIMETIDINE,400,,,16079213.452,317446
00378,6097,FLUPHENAZINE HYDROCHLORIDE,10,,,8031158.8,112344
00338,0023,DEXTROSE MONOHYDRATE,100,,,715780,132
00904,2528,"PIPERONYL BUTOXIDE, PYRETHRUM EXTRACT",4; .33,,,9540,94
00615,0531,HYDRALAZINE HYDROCHLORIDE,25,,,25854,365
00169,1833,HUMAN INSULIN,100,,,2647668.772,159936
00555,0302,HYDROXYZINE PAMOATE,50,,,141726,2522
00615,1536,CYPROHEPTADINE HYDROCHLORIDE,4,,,110491,2240
00143,1290,METHOCARBAMOL,500,,,101548,2027
00378,4430,FLURAZEPAM HYDROCHLORIDE,30,CIV,,5361013.4,182644
00781,1487,AMITRIPTYLINE HYDROCHLORIDE,25,,,14377392.962,268938
00009,0417,TESTOSTERONE CYPIONATE,200,CIII,,22588.6,3092
00025,1451,MISOPROSTOL,100,,,36118895.512,408595
00378,4250,DOXEPIN HYDROCHLORIDE,50,,,10295427.086,187956
00904,2920,VERAPAMIL HYDROCHLORIDE,80,,,1931015,24090
00536,3467,CHLORPHENIRAMINE MALEATE,4,,,1995116,30595
00378,3005,THIOTHIXENE,5,,,11447843.006,183479
00054,4297,FUROSEMIDE,20,,,16404822.88,403794
00904,0647,NITROGLYCERIN,9,,,415652,5101
00378,1132,NADOLOL,80,,,289203,6602
00615,2573,CLONIDINE HYDROCHLORIDE,0.2,,,189902,1857
00615,2594,HALOPERIDOL,0.5,,,298308,6561
00591,5337,TRIHEXYPHENIDYL HYDROCHLORIDE,5,,,1122654,18730
00904,1056,BENZTROPINE MESYLATE,1,,,7015975.102,120537
00536,5700,ZINC OXIDE,200,,,179003.1,2711
00085,3310,NITROGLYCERIN,40,,,13226131.39,432725
00781,1071,METHAZOLAMIDE,50,,,420736,5910
00264,7800,SODIUM CHLORIDE,0.9,,,31725707,12890
00264,7800,SODIUM CHLORIDE,0.9,,,31725707,12890
00264,7510,DEXTROSE,5,,,11682756.12,3949
00074,6212,DIVALPROEX SODIUM,125,,,13824529.084,137516
00591,5661,SULINDAC,150,,,549599,10065
00378,6410,DOXEPIN HYDROCHLORIDE,100,,,5240690,116740
24385,0313,ACETAMINOPHEN,80,,,260744,15554
00228,2029,ALPRAZOLAM,0.5,CIV,,3924787.006,66144
00574,7040,ATROPA BELLADONNA AND OPIUM,16.2; 30,CII,YES,308,13
00615,2579,TRAZODONE HYDROCHLORIDE,100,,,98018,2682
00025,1021,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,50; 50,,,686518,15838
00904,1088,DIPYRIDAMOLE,75,,,608460,8257
00075,0624,ENOXAPARIN SODIUM,30,,,120931.505,6044
00075,0624,ENOXAPARIN SODIUM,30,,,120931.505,6044
57664,0214,RISPERIDONE,1,,,161096,3212
49348,0622,POVIDONE-IODINE,100,,,71895,195
00085,0575,BETAMETHASONE DIPROPIONATE,0.5,,,3613513.766,85810
00615,2578,TRAZODONE HYDROCHLORIDE,50,,,362116,9504
00069,1530,AMLODIPINE BESYLATE,5,,,34704488.1,932548
00085,3320,NITROGLYCERIN,80,,,11058062.082,359032
00536,6550,WHITE PETROLATUM MINERAL OIL,150; 830,,,95632.5,21109
00536,3594,DIPHENHYDRAMINE HCL,25,,,6320353,125833
00603,2339,ACETAMINOPHEN AND CODEINE PHOSPHATE,60; 300,CIII,YES,717601.42,13425
00378,0421,METHYLDOPA,500,,,2192905,27769
00615,2557,BETHANECHOL CHLORIDE,10,,,26003,295
00054,4299,FUROSEMIDE,40,,,27611284,654701
00173,0393,RANITIDINE HYDROCHLORIDE,300,,,25750424.728,726420
00143,1254,HYDROCORTISONE,20,,,74042,1268
53489,0479,SULINDAC,200,,,1043842,18260
00781,1008,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,75; 50,,,3833689,99526
00054,8299,FUROSEMIDE,40,,,9771947.4,258985
00049,0031,AMPICILLIN SODIUM AND SULBACTAM SODIUM,1; .5,,,27659,1168
00172,2907,FUROSEMIDE,40,,,3416828,79492
00603,2582,CARISOPRODOL,350,CIV,,2284820.5,38753
00781,1032,TRIFLUOPERAZINE HYDROCHLORIDE,2,,,10130761.084,168876
00075,2450,DESMOPRESSIN ACETATE,0.1,,,1826228.062,315424
00904,2151,ISOSORBIDE DINITRATE,10,,,5570591.6,56204
57844,0187,PIMOZIDE,2,,,2711335.84,38554
00054,2526,LITHIUM CARBONATE,150,,,2533140.6,42142
00904,3365,BACLOFEN,10,,,1936724,18611
55513,0267,EPOETIN ALFA,3000,,,393927.42,19262
00904,2725,SULFAMETHOXAZOLE AND TRIMETHOPRIM,800; 160,,,5523212.286,251419
00615,2562,PROPRANOLOL HYDROCHLORIDE,20,,,32562,466
00054,4571,METHADONE HYDROCHLORIDE,10,CII,,4766728.046,40179
49348,0706,IBUPROFEN,200,,,208739,2138
00591,5513,CARISOPRODOL,350,CIV,,1192688.002,20725
00085,3315,NITROGLYCERIN,60,,,3275721.84,106439
51672,2013,HYDROCORTISONE,1,,,120713,3538
00007,3650,HYDROCHLOROTHIAZIDE AND TRIAMTERENE,25; 37.5,,,5732264.04,158922
00009,3449,GLYBURIDE,6,,,6510776.006,111109
51079,0685,ATENOLOL,100,,,63393,1557
00517,9702,DROPERIDOL,2.5,,,1025,91
00781,1046,PERPHENAZINE,2,,,4193268,67392
00527,1231,PRIMIDONE,250,,,50136,646
00781,2226,THIOTHIXENE,1,,,1361404.6,24328
00378,0197,CHLORPROPAMIDE,100,,,593167,12619
00172,2089,HYDROCHLOROTHIAZIDE,50,,,3865074.006,101385
00023,0312,"MINERAL OIL, PETROLATUM",425; 568,,,320493.7,53234
00264,2101,WATER,1,,,41829046,7868
51672,1253,FLUOCINONIDE,0.5,,,2348498.004,50239
00904,2821,OXYBUTYNIN CHLORIDE,5,,,6448304,94711
00641,0400,HEPARIN SODIUM,5000,,,646355,22065
00069,0950,DOXYCYCLINE HYCLATE,100,,,51309,2779
00228,2129,CLONIDINE HYDROCHLORIDE,0.3,,,2160442,28613
59762,3721,ALPRAZOLAM,1,CIV,,9158502.016,131448
00054,3545,MEPERIDINE HYDROCHLORIDE,50,CII,,450609,4540
00378,0156,PROBENECID,500,,,988930,20259
00904,1985,ACETAMINOPHEN,160,,,13772968,101296
00378,0213,CHLORTHALIDONE,50,,,776577,20300
00378,0185,PROPRANOLOL HYDROCHLORIDE,80,,,322298,3947
00264,2304,ACETIC ACID,0.25,,,19011896,9619
00904,1103,POVIDONE IODINE,100,,,3297424,9486
00904,2614,ALLOPURINOL,300,,,1695427.2,43465
00904,2995,"NEOMYCIN SULFATE AND POLYMYXIN B SULFATE, BACITRACIN ZINC AND HYDROCORTISONE",3.5; 10000; 400; 10,,,99.5,25
17478,0224,PILOCARPINE HYDROCHLORIDE,20,,,88152,5724
00378,5010,THIOTHIXENE,10,,,11881685,157040
00615,2558,BETHANECHOL CHLORIDE,25,,,97403,949
00904,3571,MEGESTROL ACETATE,40,,,892134.2,8607
00009,0626,MEDROXYPROGESTERONE ACETATE,400,,,47280.473,17212
59762,3718,TRIAZOLAM,0.25,CIV,,2223060,91862
00049,2770,DOXAZOSIN MESYLATE,4,,,5339129.352,129019
00054,4570,METHADONE HYDROCHLORIDE,5,CII,,1639973,19510
00536,3757,DOCUSATE SODIUM,250,,,1372864,24335
00025,1891,VERAPAMIL HYDROCHLORIDE,240,,,28117348.066,637160
00781,1396,HALOPERIDOL,5,,,7293410.8,118020
00378,0618,THIORIDAZINE HYDROCHLORIDE,100,,,15944626.564,223950
00172,4097,BACLOFEN,20,,,7671735.2,64970
00777,3105,FLUOXETINE HYDROCHLORIDE,20,,,127286724.708,3176042
00228,2027,ALPRAZOLAM,0.25,CIV,,2885593.726,55732
00054,8650,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,5330405,69669
00591,5786,NORTRIPTYLINE HYDROCHLORIDE,10,,,635654,11625
00173,0446,ONDANSETRON HYDROCHLORIDE,4,,,142792,6538
00143,1769,ISOSORBIDE DINITRATE,5,,,275345,2803
00603,6241,TRIHEXYPHENIDYL HYDROCHLORIDE,5,,,300047,4918
00009,0094,ALPRAZOLAM,2,CIV,,1831517.002,25471
00641,2460,HEPARIN SODIUM,5000,,,770508,31495
00378,1105,GLIPIZIDE,5,,,16401290.018,269424
00378,0137,ALLOPURINOL,100,,,2379006,49286
00054,4596,MEPERIDINE HYDROCHLORIDE,100,CII,,19709,687
00904,1087,DIPYRIDAMOLE,50,,,1591820.8,19286
00299,5770,DESONIDE,0.5,,,2113316.42,54816
00003,2570,AZTREONAM,2,,,28101.9,606
00615,1593,ALLOPURINOL,300,,,34083,1143
00603,4415,MEPERIDINE HYDROCHLORIDE,50,CII,,16194,537
00472,0829,FLUOCINONIDE,0.5,,,43625,720
00781,1438,FLUPHENAZINE HYDROCHLORIDE,5,,,5226477.12,82239
00069,5410,HYDROXYZINE PAMOATE,25,,,600329,11404
00049,2760,DOXAZOSIN MESYLATE,2,,,10005921.428,241208
00615,3559,GEMFIBROZIL,600,,,1834,37
00536,1002,TETRAHYDROZOLINE HYDROCHLORIDE,0.05,,,21252668.676,122457
00143,3142,DOXYCYCLINE HYCLATE,100,,,38336,1946
00378,6074,FLUPHENAZINE HYDROCHLORIDE,5,,,9164200.4,147145
00603,2212,AMITRIPTYLINE HYDROCHLORIDE,10,,,1508889.14,29913
00781,1391,HALOPERIDOL,0.5,,,7915917,148879
00054,4184,DEXAMETHASONE,4,,,1121992.04,26022
00054,8528,LITHIUM CARBONATE,300,,,4027392,47118
00781,1655,PENICILLIN V POTASIUM,500,,,394558,11120
00054,3686,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,2914677,6941
00781,1490,AMITRIPTYLINE HYDROCHLORIDE,100,,,1564545,37773
00025,1461,MISOPROSTOL,200,,,20367062.064,254268
00378,5375,DOXEPIN HYDROCHLORIDE,75,,,2264831,53846
00781,1599,SPIRONOLACTONE,25,,,9608493.92,113583
00591,5382,METHOCARBAMOL,750,,,612776.5,9548
00536,3755,DOCUSATE CALCIUM,240,,,2218676,46689
00603,1508,PHENOBARBITAL,20,CIV,,3046083,7591
00025,2732,DISOPYRAMIDE PHOSPHATE,100,,,1647622,17464
00536,4306,CALCIUM POLYCARBOPHIL,625,,,1134671,15303
00074,6215,DIVALPROEX SODIUM,500,,,92647983.042,850423
00536,3985,MECLIZINE HCL,12.5,,,541129,9311
00904,1102,POVIDONE-IODINE,100,,,87238,2090
00264,7850,WATER,1,,,2313885,1034
00904,1748,IBUPROFEN,400,,,5584621.8,88066
00603,4593,METHYLPREDNISOLONE,4,,,461645.28,18554
00536,5108,HYDROCORTISONE,1,,,758635.4,21509
00904,7725,LOPERAMIDE HYDROCHLORIDE,2,,,2938,178
00054,3176,DEXAMETHASONE INTENSOL,1,,,49236.5,1137
00049,3500,FLUCONAZOLE,150,,,9805,5192
00603,4975,OXYBUTYNIN CHLORIDE,5,,,4847118,69769
00006,3516,IMIPENEM AND CILASTATIN SODIUM,500; 500,,,208169,4039
00904,2728,SULFACCETAMIDE SODIUM,100,,,974078,65122
00002,8315,INSULIN HUMAN,100,,,57214258.486,3326194
00003,1967,STAVUDINE,40,,,212672,3489
00378,2675,AMITRIPTYLINE HYDROCHLORIDE,75,,,2778690,71692
00536,3297,ASPIRIN,81,,,5772039,121107
00591,5543,ALLOPURINOL,100,,,254012.85,5264
00603,4998,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,5; 325,CII,YES,1950359.5,44939
00074,5681,VALPROIC ACID,250,,,7313567.2,46854
00603,2213,AMITRIPTYLINE HYDROCHLORIDE,25,,,4676447.3,90680
00591,5788,NORTRIPTYLINE HYDROCHLORIDE,50,,,1028524,22162
00172,2908,FUROSEMIDE,20,,,2109169,55806
55566,5020,DESMOPRESSIN ACETATE,0.1,,,9540.993,1373
00054,3556,METHADONE HYDROCHLORIDE,10,CII,,463247,1205
00054,8297,FUROSEMIDE,20,,,6471558,186402
00009,3448,CLINDAMYCIN PHOSPHATE,20,,,10004219.008,246478
08880,9505,SILVER SULFADIAZINE,10,,,11110310,92105
00087,6633,DIDANOSINE,10,,,1183047,3946
00172,4096,BACLOFEN,10,,,17795556.382,159040
00054,4650,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,41554960.67,903297
00025,2752,DISOPYRAMIDE PHOSPHATE,100,,,309297,3404
00591,5789,NORTRIPTYLINE HYDROCHLORIDE,75,,,296959,8650
00143,1292,METHOCARBAMOL,750,,,250407,4775
00085,3305,NITROGLYCERIN,20,,,2777999,91262
00121,0576,METOCLOPRAMIDE HYDROCHLORIDE,5,,,1746518,4162
00591,5557,PROPRANOLOL HYDROCHLORIDE,80,,,55038,660
00574,7112,MORPHINE SULFATE,10,CII,YES,4029,170
00781,1972,DESIPRAMINE HYDROCHLORIDE,25,,,4390710.566,65218
00049,3410,FLUCONAZOLE,50,,,413338,19140
00904,7704,ASPIRIN,81,,,316222,8784
00781,1205,PENICILLIN V POTASIUM,250,,,316263,9246
00781,1976,DESIPRAMINE HYDROCHLORIDE,150,,,407179,11696
00069,5420,HYDROXYZINE PAMOATE,50,,,455575,9239
