Product.Code,Labeler.Code,Substance.Name,Strength,DEA.Schedule,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed
0025,NA,NA,NA,NA,42059056.94,36909729.83,5149327.11
0026,00603,ASPIRIN,81,Not Control,21302008.64,20990677.03,311331.61
0027,49884,HYDRALAZINE HYDROCHLORIDE,25,Not Control,14840877.76,14420610.46,420267.3
0028,00054,CILOSTAZOL,50,Not Control,23285125.74,19103868.51,4181257.23
0029,49884,HYDRALAZINE HYDROCHLORIDE,10,Not Control,17014462.23,16907106.13,107356.1
0030,17478,FENTANYL CITRATE,50,CII,439330246.02,371182263.9,68147982.12
0031,13107,MIRTAZAPINE,15,Not Control,30528306.22,29105097.29,1423208.93
0032,00006,IVERMECTIN,3,Not Control,35894146.92,32017645.01,3876501.91
0033,60505,PENTOXIFYLLINE,400,Not Control,43064992.08,41847167.01,1217825.07
0034,00185,TIZANIDINE HYDROCHLORIDE,2,Not Control,4052534.81,3986002.83,66531.98
0035,16729,ANASTROZOLE,1,Not Control,17014070.67,16408054.21,606016.46
0036,13668,RISPERIDONE,0.5,Not Control,14610151.7,14004349.52,605802.18
0037,13668,RISPERIDONE,1,Not Control,15603802.65,15487771.14,116031.51
0038,00832,OXYBUTYNIN CHLORIDE,5,Not Control,45689228.9,43138424.8,2550804.1
0039,00093,LAMOTRIGINE,25,Not Control,34936498.06,32698195.43,2238302.63
0040,00168,BETAMETHASONE VALERATE,1,Not Control,336161041,314708431.92,21452609.08
0041,00245,POTASSIUM CHLORIDE,750,Not Control,37758901.82,34464109.39,3294792.43
0042,16714,ALLOPURINOL,300,Not Control,62009671.08,52319568.84,9690102.24
0043,00338,SODIUM CHLORIDE,4.5,Not Control,22771974.06,20067272.35,2704701.71
0044,00054,CILOSTAZOL,100,Not Control,157467312.69,152473726.1,4993586.59
0045,00054,IPRATROPIUM BROMIDE,21,Not Control,20519804.44,20150157.2,369647.24
0046,00054,IPRATROPIUM BROMIDE,42,Not Control,24228197.63,23920237.01,307960.62
0047,00009,METHYLPREDNISOLONE SODIUM SUCCINATE,125,Not Control,19482490.54,16648726.77,2833763.77
0048,00338,SODIUM CHLORIDE,900,Not Control,18700999.3,18429175.87,271823.43
0049,00338,SODIUM CHLORIDE,9,Not Control,191629834.56,150623360.97,41006473.59
0050,43386,POLYETHYLENE GLYCOL 3350; SODIUM CHLORIDE; SODIUM BICARBONATE; POTASSIUM CHLORIDE,420; 11.2; 5.72; 1.48,Not Control,43648571.76,39331547.03,4317024.73
0051,00093,CARVEDILOL,3.125,Not Control,167322263.59,132398560.66,34923702.93
0052,65162,CITALOPRAM HYDROBROMIDE,10,Not Control,16754144.18,15778418.89,975725.2899999999
0053,65162,CITALOPRAM HYDROBROMIDE,20,Not Control,137736267.34,115255396.39,22480870.95
0054,45802,TRIAMCINOLONE ACETONIDE,0.25,Not Control,21181510.83,20599069.85,582440.98
0055,33342,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,31271147.48,30886702.38,384445.1
0056,42806,AMLODIPINE BESYLATE,5,Not Control,56941003.48,53710512.42,3230491.06
0057,42806,AMLODIPINE BESYLATE,10,Not Control,47929267.3,45152957.9,2776309.4
0058,00093,TRAMADOL HYDROCHLORIDE,50,CIV,19612946.86,19035010.55,577936.31
0059,NA,NA,NA,NA,20045310.05,19839308.23,206001.82
0060,00168,FLUOCINOLONE ACETONIDE,0.25,Not Control,288059009.62,245640522.22,42418487.4
0061,NA,NA,NA,NA,269829141.05,241366360.22,28462780.830000002
0062,NA,NA,NA,NA,26063459.95,25702459.91,361000.04
0063,00185,CLONAZEPAM,0.5,CIV,31433434.38,31124474.38,308960
0064,00185,CLONAZEPAM,1,CIV,115105208.97,104368438.21,10736770.76
0065,00185,CLONAZEPAM,2,CIV,65068576.64,63963556.23,1105020.41
0066,59762,ALPRAZOLAM,2,CIV,5113502.96,5000068.16,113434.8
0067,68382,SIMVASTATIN,20,Not Control,2871245.94,2814791.67,56454.27
0068,66993,PANTOPRAZOLE SODIUM,40,Not Control,7534447.97,7378399.56,156048.41
0069,00378,INDAPAMIDE,1.25,Not Control,592011.52,579538.37,12473.15
0070,17478,ERYTHROMYCIN,5,Not Control,95382247.03,94278691.51,1103555.52
0071,23155,METHIMAZOLE,10,Not Control,29610522.82,29253032.28,357490.54
0072,00185,LOVASTATIN,20,Not Control,45060230.81,44688205.38,372025.43
0073,00093,ZOLPIDEM TARTRATE,5,CIV,91782816.54,90480019.37,1302797.17
0074,00093,ZOLPIDEM TARTRATE,10,CIV,125396234.64,121387891.03,4008343.61
0075,00597,TIOTROPIUM BROMIDE MONOHYDRATE,18,Not Control,871591363.84,864394091.93,7197271.91
0076,50242,SOMATROPIN,20,Not Control,43031129.9,41209002.98,1822126.92
0077,NA,NA,NA,NA,13982704.16,13182432.5,800271.66
0078,57237,ONDANSETRON,8,Not Control,6076657.59,6027447.09,49210.5
0079,13668,MONTELUKAST SODIUM,4,Not Control,26580376.89,26360977.509999998,219399.38
0080,00168,HYDROCORTISONE,25,Not Control,144052526.26,110360232.04,33692294.22
0081,00168,NYSTATIN; TRIAMCINOLONE ACETONIDE,100000; 1,Not Control,149127939.33,147769621.08,1358318.25
0082,16714,HYDROXYZINE HYDROCHLORIDE,25,Not Control,39129123.39,31343394.94,7785728.45
0083,16714,HYDROXYZINE HYDROCHLORIDE,50,Not Control,13757225.31,13626162.48,131062.83
0084,00185,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,1.25; 1.25; 1.25; 1.25,CII,10062877.07,9870525.31,192351.76
0085,00338,DEXTROSE MONOHYDRATE; SODIUM CHLORIDE,5; 450,Not Control,11840202.58,11021027.49,819175.09
0086,13668,OLANZAPINE,5,Not Control,7399032.26,6979116.01,419916.25
0087,00597,IPRATROPIUM BROMIDE,17,Not Control,138770343.15,136175371.52,2594971.63
0088,33342,RIZATRIPTAN BENZOATE,10,Not Control,44504535.83,38125111.71,6379424.12
0089,00095,DEXAMETHASONE,1.5,Not Control,11632854.35,11429178.24,203676.11000000002
0090,16729,FINASTERIDE,5,Not Control,19595859.96,19282708.07,313151.89
0091,13668,PRAMIPEXOLE DIHYDROCHLORIDE,0.125,Not Control,13303262.35,13248418.75,54843.6
0092,13668,PRAMIPEXOLE DIHYDROCHLORIDE,0.25,Not Control,9784911.77,9518299.55,266612.22
0093,13668,PRAMIPEXOLE DIHYDROCHLORIDE,0.5,Not Control,30397771.87,30242966.37,154805.5
0094,00378,CARBIDOPA; LEVODOPA,50; 200,Not Control,25594611.23,23491159.83,2103451.4
0095,00310,ROFLUMILAST,500,Not Control,33158524.1,32803693.34,354830.76
0096,68382,HYDROXYCHLOROQUINE SULFATE,200,Not Control,49363398.44,48862551.3,500847.14
0097,63304,SUMATRIPTAN SUCCINATE,25,Not Control,5909243.33,5792099.56,117143.77
0098,00054,OXCARBAZEPINE,300,Not Control,71411147.95,69581885.77,1829262.18
0099,00054,OXCARBAZEPINE,600,Not Control,26917113.76,26563506.74,353607.02
0100,00597,TIOTROPIUM BROMIDE,3.124,Not Control,736665201.04,704372689,32292512.04
0101,00185,LISINOPRIL,10,Not Control,1438442295.7,1406783647.7,31658648
0102,00185,LISINOPRIL,20,Not Control,502134047.93,484233359.83,17900688.1
0103,42858,OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN,7.5; 325,CII,468607008.92,456978436.25,11628572.67
0104,00185,LISINOPRIL,40,Not Control,499657530.75,488894858.99,10762671.76
0105,23155,HYDROXYZINE HYDROCHLORIDE,10,Not Control,377436860.44,364023072.23,13413788.21
0106,23155,HYDROXYZINE HYDROCHLORIDE,25,Not Control,274591705.91,267261233.39,7330472.5200000005
0107,23155,HYDROXYZINE HYDROCHLORIDE,50,Not Control,218899798.69,212886191.01,6013607.68
0108,68462,TOPIRAMATE,25,Not Control,13911788.77,13553755.55,358033.22
0109,00093,CARBAMAZEPINE,200,Not Control,50816222.28,49724361.87,1091860.41
0110,23155,PROPRANOLOL HYDROCHLORIDE,10,Not Control,147618223.76,129067235.04,18550988.72
0111,00185,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,2.5; 2.5; 2.5; 2.5,CII,199441337.72,190191318.51,9250019.21
0112,23155,PROPRANOLOL HYDROCHLORIDE,40,Not Control,169260927.48,167560597.03,1700330.45
0113,13668,LOSARTAN POTASSIUM,25,Not Control,35651002.14,34290318.22,1360683.92
0114,00054,VALACYCLOVIR HYDROCHLORIDE,500,Not Control,19662225.06,19264672.33,397552.73
0115,00054,VALACYCLOVIR HYDROCHLORIDE,1,Not Control,29552101.06,29122243.83,429857.23
0116,10370,ZOLPIDEM TARTRATE,12.5,CIV,25979769.87,25313967.53,665802.34
0117,00338,SODIUM CHLORIDE; SODIUM LACTATE; POTASSIUM CHLORIDE; CALCIUM CHLORIDE,600; 310; 30; 20,Not Control,91214557.94,74330215.47,16884342.47
0118,13668,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,25; 100,Not Control,40652911.68,39762604.35,890307.33
0119,16729,MONTELUKAST SODIUM,10,Not Control,78805248.94,77834705.19,970543.75
0120,23155,ACETAZOLAMIDE,500,Not Control,34701311.63,33810700.26,890611.37
0121,55111,ATORVASTATIN CALCIUM,10,Not Control,33162180.78,28956984.91,4205195.87
0122,00185,NITROFURANTOIN MONOHYDRATE; NITROFURANTOIN,75; 25,Not Control,55918178.67,54615054.77,1303123.9
0123,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,5; 325,CII,247942198.77,130904208.61,117037990.16
0124,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,7.5; 325,CII,98782793.72,94441430.4,4341363.32
0125,00406,HYDROCODONE BITARTRATE; ACETAMINOPHEN,10; 325,CII,144009630.08,139777750.3,4231879.78
0126,55111,CIPROFLOXACIN HYDROCHLORIDE,250,Not Control,221067507.95,73794997.5,147272510.45
0127,00406,METHYLPHENIDATE HYDROCHLORIDE,27,CII,109266036.73,96293857.55,12972179.18
0128,62175,ISOSORBIDE MONONITRATE,30,Not Control,13151996.64,12839913.12,312083.52
0129,00574,CLINDAMYCIN PALMITATE HYDROCHLORIDE,75,Not Control,39273708.97,38665056.59,608652.38
0130,29300,HYDROCHLOROTHIAZIDE,12.5,Not Control,232716392.34,228318274.6,4398117.74
0131,64125,HYDROCHLOROTHIAZIDE,25,Not Control,13753540.65,13529774.15,223766.5
0132,45802,FENOFIBRATE,145,Not Control,104540888.36,98781162.86,5759725.5
0133,00168,CLOTRIMAZOLE,10,Not Control,18564952.98,18347808.72,217144.26
0134,24338,ERYTHROMYCIN ETHYLSUCCINATE,200,Not Control,476661325.52,416249231.2,60412094.32
0135,00093,CARVEDILOL,6.25,Not Control,98483192.15,94689839.66,3793352.4899999998
0136,00406,METHYLPHENIDATE HYDROCHLORIDE,36,CII,190573054.02,184299981.14,6273072.88
0137,00378,ALLOPURINOL,100,Not Control,44471022.01,40681550.25,3789471.76
0138,62756,GABAPENTIN,300,Not Control,51510544.74,51038667.94,471876.8
0139,29300,DIVALPROEX SODIUM,250,Not Control,26230028.84,25796740.19,433288.65
0140,29300,DIVALPROEX SODIUM,500,Not Control,391426217.15,388208475.07,3217742.08
0141,NA,NA,NA,NA,127318335.55,126036264.38,1282071.17
0142,NA,NA,NA,NA,28603737.03,28197977.37,405759.66
0143,00378,INDOMETHACIN,25,Not Control,13251067.51,13069617.49,181450.02
0144,NA,NA,NA,NA,56985467.1,45828218.08,11157249.02
0145,00185,NABUMETONE,500,Not Control,146003647.97,134349800.64,11653847.33
0146,00168,HYDROCORTISONE,25,Not Control,51475067.65,50856799.36,618268.29
0147,16729,QUETIAPINE FUMARATE,100,Not Control,26016013.75,25599442.96,416570.79
0148,16729,QUETIAPINE FUMARATE,200,Not Control,66228233.98,47833146.54,18395087.44
0149,16729,QUETIAPINE FUMARATE,300,Not Control,22861237.08,22356340.15,504896.93
0150,00093,ACETAMINOPHEN; CODEINE PHOSPHATE,300; 30,CIII,153202480.61,150609844.4,2592636.21
0151,51862,VITAMIN A ACETATE; ASCORBIC ACID; CHOLECALCIFEROL; ALPHA-TOCOPHEROL ACETATE; THIAMINE HYDROCHLORIDE; RIBOFLAVIN; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; FOLIC ACID; CYANOCOBALAMIN; SODIUM FLUORIDE,2500; 60; 400; 15; 1.05; 1.2; 13.5; 1.05; .3; 4.5; .25,Not Control,92822878.29,90616660.3,2206217.99
0152,51862,VITAMIN A ACETATE; ASCORBIC ACID; CHOLECALCIFEROL; .ALPHA.-TOCOPHEROL ACETATE; THIAMINE HYDROCHLORIDE; RIBOFLAVIN; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; FOLIC ACID; CYANOCOBALAMIN; SODIUM FLUORIDE,2500; 60; 400; 15; 1.05; 1.2; 13.5; 1.05; .3; 4.5; .5,Not Control,43408947.95,42671282.56,737665.39
0153,55111,ONDANSETRON HYDROCHLORIDE,4,Not Control,39997676.05,39330498.25,667177.8
0154,00406,METHYLPHENIDATE HYDROCHLORIDE,54,CII,92933682.17,89814519.54,3119162.63
0155,13107,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,20,Not Control,27448744.79,26900616.64,548128.15
0156,59762,ATORVASTATIN CALCIUM TRIHYDRATE,20,Not Control,35602469.43,35303064.86,299404.57
0157,59762,ATORVASTATIN CALCIUM TRIHYDRATE,40,Not Control,86442082.81,83014883.62,3427199.19
0158,55111,OMEPRAZOLE,20,Not Control,54883815.26,53970888.92,912926.34
0159,00555,CHLORDIAZEPOXIDE HYDROCHLORIDE,25,CIV,9774512.97,9561697.09,212815.88
0160,16571,TRIHEXYPHENIDYL HYDROCHLORIDE,2,Not Control,52256878.19,51036299.49,1220578.7
0161,51862,VITAMIN A PALMITATE; ASCORBIC ACID; CHOLECALCIFEROL; .ALPHA.-TOCOPHEROL; THIAMINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; CYANOCOBALAMIN; SODIUM FLUORIDE,1500; 35; 400; 5; .5; .6; 8; .4; 2; .25,Not Control,6625053.49,6365697.7,259355.79
0162,00168,CLOBETASOL PROPIONATE,0.5,Not Control,52474388.1,45689721.81,6784666.29
0163,00168,CLOBETASOL PROPIONATE,0.5,Not Control,37431471.160000004,35787606.09,1643865.07
0164,43598,OLANZAPINE,5,Not Control,9896206.72,9786738.21,109468.51
0165,43598,OLANZAPINE,7.5,Not Control,98124075.88,79592145.74,18531930.14
0166,43598,OLANZAPINE,10,Not Control,24621535.31,22918455.71,1703079.6
0167,55111,OLANZAPINE,15,Not Control,8882541.51,8389594.59,492946.92
0168,55111,OLANZAPINE,20,Not Control,12774183.87,12000293.99,773889.88
0169,16729,ESCITALOPRAM OXALATE,10,Not Control,22756609.86,22471099.59,285510.27
0170,16729,ESCITALOPRAM OXALATE,20,Not Control,93627412.57,91351476.09,2275936.48
0171,16729,AMITRIPTYLINE HYDROCHLORIDE,10,Not Control,55211157.02,54498388.910000004,712768.11
0172,16729,AMITRIPTYLINE HYDROCHLORIDE,25,Not Control,20574027.63,19130113.98,1443913.65
0173,00185,LISINOPRIL; HYDROCHLOROTHIAZIDE,20; 25,Not Control,15210665.08,14649528.91,561136.17
0174,16729,AMITRIPTYLINE HYDROCHLORIDE,75,Not Control,3447053.16,3405570.93,41482.23
0175,16729,AMITRIPTYLINE HYDROCHLORIDE,100,Not Control,88603161.57000001,86816342.53999999,1786819.03
0176,00054,BUPRENORPHINE HYDROCHLORIDE,2,CIII,17281933.9,17016481.59,265452.31
0177,00054,BUPRENORPHINE HYDROCHLORIDE,8,CIII,50774309.269999996,50234092.86,540216.41
0178,23155,ISOSORBIDE MONONITRATE,60,Not Control,10158274.36,9972697.29,185577.07
0179,55111,TIZANIDINE HYDROCHLORIDE,2,Not Control,13881053.19,13534474.61,346578.58
0180,55111,TIZANIDINE HYDROCHLORIDE,4,Not Control,38883942.11,38039650.64,844291.47
0181,00378,ALLOPURINOL,300,Not Control,31188422.49,30567165.72,621256.77
0182,00245,DIVALPROEX SODIUM,500,Not Control,25503104.3,25116598.76,386505.54
0183,00378,PROPRANOLOL HYDROCHLORIDE,20,Not Control,101980115.14,101240880.07,739235.07
0184,00378,PROPRANOLOL HYDROCHLORIDE,40,Not Control,10679381.64,10443328.78,236052.86000000002
0185,65862,CLINDAMYCIN HYDROCHLORIDE,150,Not Control,20366797.57,20154471.26,212326.31
0185,65862,CLINDAMYCIN HYDROCHLORIDE,150,Not Control,20366797.57,20154471.26,212326.31
0186,55111,QUETIAPINE FUMARATE,100,Not Control,10072940.540000001,9777202.91,295737.63
0187,29300,HYDROCHLOROTHIAZIDE; BISOPROLOL FUMARATE,6.25; 2.5,Not Control,11878807.25,11680396.65,198410.6
0188,60758,GENTAMICIN SULFATE,3,Not Control,20123164.75,19757298.81,365865.94
0189,00054,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE DIHYDRATE,8; 2,CIII,124802875.32000001,123885087.53,917787.79
0190,NA,NA,NA,NA,622648001.83,558131403.64,64516598.19
0191,68645,METOPROLOL TARTRATE,100,Not Control,65754129.02,62972815.56,2781313.46
0192,50458,NORELGESTROMIN; ETHINYL ESTRADIOL,150; 35,Not Control,40262829.33,34630961.5,5631867.83
0193,65862,FLUOXETINE HYDROCHLORIDE,20,Not Control,16040058.26,15449870.53,590187.73
0194,00135,NICOTINE,21,Not Control,22859621.43,22614419.73,245201.7
0195,00135,NICOTINE,14,Not Control,5098749.82,5054193.64,44556.18
0196,00135,NICOTINE,7,Not Control,23958352.73,23400913.64,557439.09
0197,16729,LISINOPRIL,20,Not Control,16612118.07,16460345.77,151772.3
0198,68382,PRAMIPEXOLE DIHYDROCHLORIDE,0.5,Not Control,7933194.45,7789225.07,143969.38
0199,00054,OXCARBAZEPINE,300,Not Control,28786234.22,28155486.69,630747.53
0200,24478,METHYLPHENIDATE HYDROCHLORIDE,600,CII,226988525.22,214088753.89000002,12899771.33
0201,00487,IPRATROPIUM BROMIDE; ALBUTEROL SULFATE,.5; 3,Not Control,120196685.97,110422459.4,9774226.57
0202,00168,CLINDAMYCIN PHOSPHATE,10,Not Control,349983404.53000003,345249838.23,4733566.3
0203,00168,CLINDAMYCIN PHOSPHATE,10,Not Control,55776247.01,55025731.82,750515.19
0204,43598,AMOXICILLIN; CLAVULANATE POTASSIUM,250; 62.5,Not Control,588812979.85,580904443.56,7908536.29
0205,39822,PANCRELIPASE LIPASE; PANCRELIPASE PROTEASE; PANCRELIPASE AMYLASE,5000; 17000; 27000,Not Control,41084898.31,40037263.44,1047634.87
0206,31722,CITALOPRAM HYDROBROMIDE,10,Not Control,488472116.18,456538051.3,31934064.88
0207,31722,CITALOPRAM HYDROBROMIDE,20,Not Control,65499040.86,65183448.23,315592.63
0208,00378,FUROSEMIDE,20,Not Control,31179168.31,29683164.4,1496003.91
0209,31722,TERBINAFINE HYDROCHLORIDE,250,Not Control,52985043.04,49859979.76,3125063.28
0210,62175,MONTELUKAST SODIUM,10,Not Control,140015222.13,137704355.38,2310866.75
0211,00555,NORETHINDRONE ACETATE,5,Not Control,211234406.05,204251801.44,6982604.61
0212,31722,SERTRALINE HYDROCHLORIDE,25,Not Control,44231455.14,42642128.22,1589326.92
0213,16571,FLUCONAZOLE,200,Not Control,14446338.37,13995115,451223.37
0214,00378,HALOPERIDOL,2,Not Control,14840412.14,14560867.75,279544.39
0215,40085,PERMETHRIN,50,Not Control,112627930.7,111401121.61,1226809.09
0216,00378,FUROSEMIDE,40,Not Control,35045976.5,34226538.93,819437.57
0217,13668,ARIPIPRAZOLE,5,Not Control,63341355.17,61952974.49,1388380.68
0218,13668,ARIPIPRAZOLE,10,Not Control,54667380.08,53360816.83,1306563.25
0219,13668,ARIPIPRAZOLE,15,Not Control,60151112.660000004,59021874.15,1129238.51
0220,00054,QUETIAPINE FUMARATE,25,Not Control,42531844.82,41335926.64,1195918.18
0221,00054,QUETIAPINE FUMARATE,100,Not Control,102957881.99,92963370.76,9994511.23
0222,00054,QUETIAPINE FUMARATE,200,Not Control,130801446.86,126751959.69,4049487.17
0223,00054,QUETIAPINE FUMARATE,300,Not Control,59495768.88,58889907.32,605861.56
0224,00054,LEVETIRACETAM,100,Not Control,39763166.19,39371854.01,391312.18
0225,31722,GEMFIBROZIL,600,Not Control,109734148.08,108419232.42,1314915.66
0226,16714,LOSARTAN POTASSIUM; HYDROCHLOROTHIAZIDE,50; 12.5,Not Control,7637853.41,7551801.42,86051.99
0227,51862,HYDROCODONE BITARTRATE; ACETAMINOPHEN,5; 325,CII,470197215.41,467864545.77,2332669.64
0228,00378,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,403175335.34,401134676.56,2040658.78
0229,00054,QUETIAPINE FUMARATE,50,Not Control,25472359.74,24864181.82,608177.92
0230,00054,QUETIAPINE FUMARATE,400,Not Control,72934821.24,71662245.34,1272575.9
0231,55111,PRAVASTATIN SODIUM,40,Not Control,401395063.48,399944561.14,1450502.34
0232,00378,FUROSEMIDE,80,Not Control,7564221.48,7446684.78,117536.7
0233,50383,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,20; 5,Not Control,12684259.72,12272918.27,411341.45
0234,16714,PENICILLIN V POTASSIUM,250,Not Control,17153914.14,16787976.81,365937.33
0235,00054,MORPHINE SULFATE,15,CII,24194574.96,23890445.65,304129.31
0236,00054,MORPHINE SULFATE,30,CII,4754614.71,4617952.21,136662.5
0237,31722,AMLODIPINE BESYLATE,2.5,Not Control,10794317.86,9162258.66,1632059.2
0238,31722,AMLODIPINE BESYLATE,5,Not Control,14672246.89,14311803.09,360443.8
0239,31722,AMLODIPINE BESYLATE,10,Not Control,21905908.53,21391384.59,514523.94
0240,63304,CALCITRIOL,0.5,Not Control,68368104.19,66316588.87,2051515.32
0241,50383,LEVETIRACETAM,100,Not Control,32497820.51,31752214.87,745605.64
0242,00472,PERMETHRIN,50,Not Control,97900319.25,96853868.22,1046451.03
0243,29300,AMLODIPINE BESYLATE,10,Not Control,279316604.58,275195669.51,4120935.07
0244,00069,FESOTERODINE FUMARATE,8,Not Control,25000819.01,24609167.23,391651.77999999997
0245,23155,RIZATRIPTAN BENZOATE,10,Not Control,23029480.19,22503892.23,525587.96
0246,59746,LAMOTRIGINE,100,Not Control,16734416.89,15997208.97,737207.92
0247,23155,VENLAFAXINE HYDROCHLORIDE,37.5,Not Control,24572741.23,24342175.67,230565.56
0248,59746,LAMOTRIGINE,200,Not Control,38217652.39,37481156.82,736495.57
0249,23155,VENLAFAXINE HYDROCHLORIDE,75,Not Control,63892988.96,62934687.97,958300.99
0250,24658,CIPROFLOXACIN HYDROCHLORIDE,500,Not Control,13551041.83,13364159.28,186882.55
0251,31722,ESCITALOPRAM OXALATE,20,Not Control,184273623.22,182334449.87,1939173.35
0252,60505,TIZANIDINE HYDROCHLORIDE,4,Not Control,28068694.61,27789055.87,279638.74
0253,53746,RANITIDINE HYDROCHLORIDE,150,Not Control,46636978.13,46099515.89,537462.24
0254,43547,CARVEDILOL,3.125,Not Control,48039926.56,47159236.24,880690.3200000001
0255,43547,CARVEDILOL,6.25,Not Control,17930217.09,17519348.65,410868.44
0256,43547,CARVEDILOL,12.5,Not Control,26430847.26,25994413.97,436433.29
0257,00378,HALOPERIDOL,1,Not Control,94347083.07,91427212.51,2919870.56
0258,00168,CLOTRIMAZOLE; BETAMETHASONE DIPROPIONATE,10; .5,Not Control,30064396.36,29615915.88,448480.48
0259,00054,MONTELUKAST SODIUM,10,Not Control,52018766.22,50561313.5,1457452.72
0260,00065,TRAVOPROST,0.04,Not Control,73087035.92,70907546.46,2179489.46
0261,00004,MYCOPHENOLATE MOFETIL,200,Not Control,23635084.96,22426100.95,1208984.01
0262,00093,FLUOCINONIDE,0.5,Not Control,17711294.98,17180545.1,530749.88
0263,45802,CLINDAMYCIN PHOSPHATE,10,Not Control,7200718.72,7075908.8,124809.92
0264,00093,FLUOCINONIDE,0.5,Not Control,42901281.7,42545610,355671.7
0265,00168,BETAMETHASONE DIPROPIONATE,0.5,Not Control,6539374.21,6433650.38,105723.83
0266,43547,GABAPENTIN,300,Not Control,8330330.53,8163912.84,166417.69
0267,50383,CLOBETASOL PROPIONATE,0.5,Not Control,86827186.66,56617331.46,30209855.2
0268,43547,ROPINIROLE HYDROCHLORIDE,0.25,Not Control,76447557.34,75822345.21,625212.13
0269,00168,CLOBETASOL PROPIONATE,0.5,Not Control,112885157.38,102186291.78,10698865.6
0270,43547,ROPINIROLE HYDROCHLORIDE,1,Not Control,22635762.66,21546250.84,1089511.82
0271,16714,CETIRIZINE HYDROCHLORIDE,10,Not Control,145637725.83,143673618.06,1964107.77
0272,43547,ROPINIROLE HYDROCHLORIDE,3,Not Control,325552645.4,320135418.62,5417226.78
